source,Area,GDP,Inflation,Life.expect,Military,Pop.growth,Unemployment
oja,,,,,,,
pca_eigvec,0.12487390183337642,-0.5005058583604991,0.40651815481189,-0.4828733253002002,0.1881116161317975,-0.4757035539127576,0.2716558200750462
diff,,,,,,,
