Country,pc1_oja,pc1_pca_lib,diff
Austria,,-1.0622551157859386,
Belgium,,-0.66882109819286,
Bulgaria,,2.5628501209089847,
Croatia,,1.247261409108341,
Czech Republic,,-0.1641964633307692,
Denmark,,-0.9379787423315316,
Estonia,,2.4429074884220467,
Finland,,-0.2067689148437728,
Germany,,-0.5817190190866761,
Greece,,0.9824439585763961,
Hungary,,1.3717269121041218,
Iceland,,-1.5551818748850295,
Ireland,,-1.7763218310144742,
Italy,,-0.8378492983766748,
Latvia,,2.264505385059275,
Lithuania,,1.5025282839007292,
Luxembourg,,-3.415755319088448,
Netherlands,,-1.8068965738969431,
Norway,,-2.0685525744091033,
Poland,,1.445253208063996,
Portugal,,0.5170061914939651,
Slovakia,,0.7688573205118832,
Slovenia,,0.06632627793932466,
Spain,,-0.1608159591577959,
Sweden,,-0.8691561598899641,
Switzerland,,-3.2224536074606487,
Ukraine,,4.497733954105657,
United Kingdom,,-0.3346779584440196,
