group,letter,noise,sample_idx,seed,target_idx,motivo,iters,outcome,convergio_a,hamming_input_target,hamming_output_target,hamming_input_output,energia_inicial,energia_final
JLRX,J,0.45,6,7,0,stable,4,FP,R,11,11,8,-1.7600000000000002,-10.879999999999999
JLRX,J,0.45,7,8,0,stable,3,FN,,16,19,11,0.15999999999999986,-8.16
JLRX,J,0.45,8,9,0,stable,4,FN,,8,6,10,-0.6400000000000002,-9.440000000000001
JLRX,J,0.45,9,10,0,cycle,3,CICLO,,9,6,13,-0.6399999999999999,-6.240000000000001
JLRX,J,0.45,10,11,0,stable,3,TP,J,10,0,10,1.44,-10.719999999999999
JLRX,J,0.45,11,12,0,stable,3,FP,L,13,12,9,0.31999999999999995,-10.719999999999999
JLRX,J,0.45,12,13,0,stable,3,TP,J,9,0,9,0.6400000000000002,-10.719999999999999
JLRX,J,0.45,13,14,0,stable,3,TP,J,6,0,6,-2.24,-10.719999999999999
JLRX,J,0.45,14,15,0,stable,4,TP,J,8,0,8,-0.16000000000000003,-10.719999999999999
JLRX,J,0.45,15,16,0,stable,2,FP,L,13,12,7,-0.47999999999999976,-10.719999999999999
JLRX,J,0.45,16,17,0,stable,8,FP,L,12,12,10,1.2800000000000002,-10.719999999999999
JLRX,J,0.45,17,18,0,stable,3,TP,J,8,0,8,-0.16,-10.719999999999999
JLRX,J,0.45,18,19,0,stable,4,FP,R,11,11,10,1.12,-10.879999999999999
JLRX,J,0.45,19,20,0,stable,3,COMPLEMENT,-X,14,13,7,-1.2799999999999998,-10.559999999999999
JLRX,J,0.45,20,21,0,cycle,3,CICLO,,12,12,16,0.9600000000000001,-4.960000000000001
JLRX,J,0.45,21,22,0,cycle,6,CICLO,,13,18,9,1.6,-8.8
JLRX,J,0.45,22,23,0,stable,5,FP,X,10,12,10,0.8,-10.559999999999999
JLRX,J,0.45,23,24,0,stable,3,COMPLEMENT,-R,12,14,8,0.0,-10.879999999999999
JLRX,J,0.45,24,25,0,stable,3,FN,,14,10,12,0.9600000000000002,-8.8
JLRX,J,0.45,25,26,0,stable,4,TP,J,9,0,9,0.8000000000000002,-10.719999999999999
JLRX,J,0.45,26,27,0,stable,3,COMPLEMENT,-R,13,14,9,0.96,-10.879999999999999
JLRX,J,0.45,27,28,0,stable,4,FP,X,12,12,8,-1.1199999999999999,-10.559999999999999
JLRX,J,0.45,28,29,0,stable,2,COMPLEMENT,-X,13,13,8,0.15999999999999995,-10.559999999999999
JLRX,J,0.45,29,30,0,cycle,5,CICLO,,11,8,9,-0.15999999999999998,-7.199999999999999
JLRX,J,0.5,0,1,0,stable,2,COMPLEMENT,-L,14,13,7,-0.8000000000000003,-10.719999999999999
JLRX,J,0.5,1,2,0,stable,9,COMPLEMENT,-J,13,25,12,1.7600000000000002,-10.719999999999999
JLRX,J,0.5,2,3,0,cycle,5,CICLO,,14,18,10,1.28,-7.52
JLRX,J,0.5,3,4,0,cycle,4,CICLO,,9,5,10,0.8,-8.8
JLRX,J,0.5,4,5,0,cycle,5,CICLO,,13,11,12,0.96,-8.0
JLRX,J,0.5,5,6,0,stable,3,COMPLEMENT,-L,13,13,10,1.12,-10.719999999999999
JLRX,J,0.5,6,7,0,stable,4,FP,R,12,11,7,-1.4399999999999997,-10.879999999999999
JLRX,J,0.5,7,8,0,stable,4,COMPLEMENT,-J,17,25,8,-0.8,-10.719999999999999
JLRX,J,0.5,8,9,0,stable,5,FP,R,9,11,8,-0.8000000000000003,-10.879999999999999
JLRX,J,0.5,9,10,0,cycle,3,CICLO,,9,6,13,-0.6399999999999999,-6.240000000000001
JLRX,J,0.5,10,11,0,stable,5,COMPLEMENT,-R,12,14,10,0.9600000000000002,-10.879999999999999
JLRX,J,0.5,11,12,0,stable,3,COMPLEMENT,-R,15,14,9,0.32000000000000006,-10.879999999999999
JLRX,J,0.5,12,13,0,stable,3,TP,J,10,0,10,1.4400000000000004,-10.719999999999999
JLRX,J,0.5,13,14,0,stable,3,TP,J,8,0,8,0.1600000000000003,-10.719999999999999
JLRX,J,0.5,14,15,0,stable,3,TP,J,10,0,10,1.44,-10.719999999999999
JLRX,J,0.5,15,16,0,stable,2,FP,L,13,12,7,-0.47999999999999976,-10.719999999999999
JLRX,J,0.5,16,17,0,stable,4,FP,L,14,12,10,1.12,-10.719999999999999
JLRX,J,0.5,17,18,0,stable,8,FP,L,9,12,9,0.0,-10.719999999999999
JLRX,J,0.5,18,19,0,cycle,4,CICLO,,12,4,10,1.7600000000000002,-7.84
JLRX,J,0.5,19,20,0,stable,2,FN,,16,20,8,-0.48000000000000004,-8.32
JLRX,J,0.5,20,21,0,cycle,3,CICLO,,12,12,16,0.9600000000000001,-4.960000000000001
JLRX,J,0.5,21,22,0,stable,6,COMPLEMENT,-J,15,25,10,1.2800000000000002,-10.719999999999999
JLRX,J,0.5,22,23,0,stable,7,COMPLEMENT,-L,12,13,11,1.28,-10.719999999999999
JLRX,J,0.5,23,24,0,stable,3,COMPLEMENT,-R,12,14,8,0.0,-10.879999999999999
JLRX,J,0.5,24,25,0,stable,3,FN,,14,10,12,0.9600000000000002,-8.8
JLRX,J,0.5,25,26,0,cycle,4,CICLO,,10,9,9,0.6400000000000001,-7.359999999999999
JLRX,J,0.5,26,27,0,stable,3,COMPLEMENT,-R,14,14,8,-0.16000000000000014,-10.879999999999999
JLRX,J,0.5,27,28,0,stable,4,FP,X,12,12,8,-1.1199999999999999,-10.559999999999999
JLRX,J,0.5,28,29,0,stable,3,COMPLEMENT,-X,14,13,9,0.6400000000000001,-10.559999999999999
JLRX,J,0.5,29,30,0,stable,5,FP,X,12,12,10,0.96,-10.559999999999999
JLRX,J,0.55,0,1,0,cycle,3,CICLO,,17,18,5,-4.64,-7.52
JLRX,J,0.55,1,2,0,stable,9,COMPLEMENT,-L,14,13,11,1.6,-10.719999999999999
JLRX,J,0.55,2,3,0,cycle,5,CICLO,,15,18,9,2.220446049250313e-16,-7.52
JLRX,J,0.55,3,4,0,stable,3,FN,,11,6,13,1.6,-9.440000000000001
JLRX,J,0.55,4,5,0,stable,4,COMPLEMENT,-J,14,25,11,1.4400000000000002,-10.719999999999999
JLRX,J,0.55,5,6,0,stable,3,COMPLEMENT,-L,14,13,9,0.3199999999999999,-10.719999999999999
JLRX,J,0.55,6,7,0,stable,3,FP,R,13,11,8,2.220446049250313e-16,-10.879999999999999
JLRX,J,0.55,7,8,0,stable,4,COMPLEMENT,-J,17,25,8,-0.8,-10.719999999999999
JLRX,J,0.55,8,9,0,stable,5,FP,R,9,11,8,-0.8000000000000003,-10.879999999999999
JLRX,J,0.55,9,10,0,stable,8,FP,L,11,12,7,-2.4000000000000004,-10.719999999999999
JLRX,J,0.55,10,11,0,stable,4,COMPLEMENT,-R,15,14,9,-1.3877787807814457e-16,-10.879999999999999
JLRX,J,0.55,11,12,0,stable,3,COMPLEMENT,-J,16,25,9,0.3200000000000002,-10.719999999999999
JLRX,J,0.55,12,13,0,stable,3,COMPLEMENT,-R,12,14,10,1.44,-10.879999999999999
JLRX,J,0.55,13,14,0,stable,6,TP,J,10,0,10,1.28,-10.719999999999999
JLRX,J,0.55,14,15,0,cycle,4,CICLO,,11,6,7,1.44,-4.960000000000001
JLRX,J,0.55,15,16,0,stable,2,FP,L,13,12,7,-0.47999999999999976,-10.719999999999999
JLRX,J,0.55,16,17,0,stable,4,FP,L,14,12,10,1.12,-10.719999999999999
JLRX,J,0.55,17,18,0,stable,8,FP,L,9,12,9,0.0,-10.719999999999999
JLRX,J,0.55,18,19,0,cycle,6,CICLO,,13,18,11,1.92,-7.52
JLRX,J,0.55,19,20,0,cycle,3,CICLO,,17,21,8,-1.2800000000000002,-8.0
JLRX,J,0.55,20,21,0,cycle,3,CICLO,,12,12,16,0.9600000000000001,-4.960000000000001
JLRX,J,0.55,21,22,0,stable,2,COMPLEMENT,-J,16,25,9,0.9600000000000001,-10.719999999999999
JLRX,J,0.55,22,23,0,stable,4,FP,X,14,12,8,-0.8,-10.559999999999999
JLRX,J,0.55,23,24,0,stable,2,COMPLEMENT,-R,13,14,7,-0.4800000000000003,-10.879999999999999
JLRX,J,0.55,24,25,0,stable,4,COMPLEMENT,-J,16,25,9,0.31999999999999984,-10.719999999999999
JLRX,J,0.55,25,26,0,stable,3,COMPLEMENT,-X,13,13,10,1.12,-10.559999999999999
JLRX,J,0.55,26,27,0,stable,3,COMPLEMENT,-R,14,14,8,-0.16000000000000014,-10.879999999999999
JLRX,J,0.55,27,28,0,stable,2,FN,,14,15,9,-0.16000000000000014,-7.680000000000001
JLRX,J,0.55,28,29,0,stable,3,COMPLEMENT,-J,16,25,9,0.32000000000000023,-10.719999999999999
JLRX,J,0.55,29,30,0,stable,4,FP,L,13,12,9,0.64,-10.719999999999999
JLRX,J,0.6,0,1,0,cycle,3,CICLO,,17,18,5,-4.64,-7.52
JLRX,J,0.6,1,2,0,stable,3,COMPLEMENT,-J,15,25,10,1.44,-10.719999999999999
JLRX,J,0.6,2,3,0,stable,2,COMPLEMENT,-J,17,25,8,0.3200000000000001,-10.719999999999999
JLRX,J,0.6,3,4,0,stable,3,FN,,11,6,13,1.6,-9.440000000000001
JLRX,J,0.6,4,5,0,stable,3,COMPLEMENT,-J,15,25,10,1.44,-10.719999999999999
JLRX,J,0.6,5,6,0,stable,3,COMPLEMENT,-L,14,13,9,0.3199999999999999,-10.719999999999999
JLRX,J,0.6,6,7,0,stable,3,FP,R,14,11,9,0.3200000000000002,-10.879999999999999
JLRX,J,0.6,7,8,0,stable,3,COMPLEMENT,-J,18,25,7,-1.6,-10.719999999999999
JLRX,J,0.6,8,9,0,stable,5,FP,R,9,11,8,-0.8000000000000003,-10.879999999999999
JLRX,J,0.6,9,10,0,cycle,3,CICLO,,12,11,9,-2.5600000000000005,-7.36
JLRX,J,0.6,10,11,0,cycle,5,CICLO,,16,21,11,0.1599999999999998,-7.84
JLRX,J,0.6,11,12,0,stable,3,COMPLEMENT,-J,16,25,9,0.3200000000000002,-10.719999999999999
JLRX,J,0.6,12,13,0,stable,3,COMPLEMENT,-R,12,14,10,1.44,-10.879999999999999
JLRX,J,0.6,13,14,0,stable,3,FN,,12,14,12,1.44,-7.52
JLRX,J,0.6,14,15,0,stable,7,FP,L,13,12,11,1.76,-10.719999999999999
JLRX,J,0.6,15,16,0,stable,4,FP,L,15,12,9,0.4800000000000001,-10.719999999999999
JLRX,J,0.6,16,17,0,stable,3,COMPLEMENT,-J,17,25,8,-0.8000000000000002,-10.719999999999999
JLRX,J,0.6,17,18,0,stable,4,FP,L,11,12,9,0.31999999999999995,-10.719999999999999
JLRX,J,0.6,18,19,0,cycle,6,CICLO,,13,18,11,1.92,-7.52
JLRX,J,0.6,19,20,0,stable,4,COMPLEMENT,-J,18,25,7,-1.1199999999999999,-10.719999999999999
JLRX,J,0.6,20,21,0,cycle,3,CICLO,,12,12,16,0.9600000000000001,-4.960000000000001
JLRX,J,0.6,21,22,0,stable,2,COMPLEMENT,-J,17,25,8,0.32000000000000006,-10.719999999999999
JLRX,J,0.6,22,23,0,stable,4,FP,X,14,12,8,-0.8,-10.559999999999999
JLRX,J,0.6,23,24,0,cycle,3,CICLO,,16,19,9,-1.2800000000000002,-7.36
JLRX,J,0.6,24,25,0,stable,2,COMPLEMENT,-J,18,25,7,-0.96,-10.719999999999999
JLRX,J,0.6,25,26,0,cycle,5,CICLO,,15,19,10,0.6400000000000001,-7.360000000000001
JLRX,J,0.6,26,27,0,stable,3,COMPLEMENT,-R,14,14,8,-0.16000000000000014,-10.879999999999999
JLRX,J,0.6,27,28,0,stable,2,FN,,14,15,9,-0.16000000000000014,-7.680000000000001
JLRX,J,0.6,28,29,0,stable,3,COMPLEMENT,-J,16,25,9,0.32000000000000023,-10.719999999999999
JLRX,J,0.6,29,30,0,stable,4,COMPLEMENT,-J,16,25,9,8.326672684688674e-17,-10.719999999999999
JLRX,J,0.65,0,1,0,cycle,3,CICLO,,17,18,5,-4.64,-7.52
JLRX,J,0.65,1,2,0,stable,2,COMPLEMENT,-J,17,25,8,0.31999999999999995,-10.719999999999999
JLRX,J,0.65,2,3,0,stable,3,COMPLEMENT,-J,18,25,7,-0.8,-10.719999999999999
JLRX,J,0.65,3,4,0,stable,6,FP,L,13,12,11,1.28,-10.719999999999999
JLRX,J,0.65,4,5,0,stable,3,COMPLEMENT,-J,15,25,10,1.44,-10.719999999999999
JLRX,J,0.65,5,6,0,stable,4,COMPLEMENT,-J,16,25,9,0.7999999999999998,-10.719999999999999
JLRX,J,0.65,6,7,0,stable,3,COMPLEMENT,-J,17,25,8,-0.31999999999999995,-10.719999999999999
JLRX,J,0.65,7,8,0,stable,2,COMPLEMENT,-J,20,25,5,-3.6799999999999997,-10.719999999999999
JLRX,J,0.65,8,9,0,stable,5,FP,R,10,11,9,-5.551115123125783e-17,-10.879999999999999
JLRX,J,0.65,9,10,0,cycle,3,CICLO,,12,11,9,-2.5600000000000005,-7.36
JLRX,J,0.65,10,11,0,stable,3,COMPLEMENT,-J,18,25,7,-1.2799999999999998,-10.719999999999999
JLRX,J,0.65,11,12,0,stable,3,COMPLEMENT,-J,16,25,9,0.3200000000000002,-10.719999999999999
JLRX,J,0.65,12,13,0,stable,4,COMPLEMENT,-R,13,14,9,0.8,-10.879999999999999
JLRX,J,0.65,13,14,0,stable,4,FP,R,14,11,9,0.48000000000000004,-10.879999999999999
JLRX,J,0.65,14,15,0,stable,7,FP,L,13,12,11,1.76,-10.719999999999999
JLRX,J,0.65,15,16,0,stable,3,FP,L,16,12,8,-0.9599999999999999,-10.719999999999999
JLRX,J,0.65,16,17,0,stable,2,COMPLEMENT,-J,20,25,5,-2.72,-10.719999999999999
JLRX,J,0.65,17,18,0,cycle,5,CICLO,,15,21,10,0.64,-8.0
JLRX,J,0.65,18,19,0,stable,7,COMPLEMENT,-R,16,14,10,0.4800000000000001,-10.879999999999999
JLRX,J,0.65,19,20,0,stable,2,COMPLEMENT,-J,20,25,5,-2.7199999999999998,-10.719999999999999
JLRX,J,0.65,20,21,0,stable,6,COMPLEMENT,-J,14,25,11,0.31999999999999995,-10.719999999999999
JLRX,J,0.65,21,22,0,stable,2,COMPLEMENT,-J,18,25,7,-0.8,-10.719999999999999
JLRX,J,0.65,22,23,0,stable,3,FN,,16,19,9,-1.28,-8.8
JLRX,J,0.65,23,24,0,stable,3,COMPLEMENT,-J,18,25,7,-2.56,-10.719999999999999
JLRX,J,0.65,24,25,0,stable,2,COMPLEMENT,-J,18,25,7,-0.96,-10.719999999999999
JLRX,J,0.65,25,26,0,stable,3,COMPLEMENT,-J,16,25,9,0.3200000000000003,-10.719999999999999
JLRX,J,0.65,26,27,0,stable,6,COMPLEMENT,-R,15,14,9,0.48,-10.879999999999999
JLRX,J,0.65,27,28,0,stable,3,FP,L,16,12,8,-0.8,-10.719999999999999
JLRX,J,0.65,28,29,0,stable,4,COMPLEMENT,-J,18,25,7,-2.08,-10.719999999999999
JLRX,J,0.65,29,30,0,stable,2,COMPLEMENT,-J,18,25,7,-0.96,-10.719999999999999
JLRX,L,0.1,0,1,1,stable,2,TP,L,1,0,1,-9.120000000000001,-10.719999999999999
JLRX,L,0.1,1,2,1,stable,2,TP,L,2,0,2,-7.199999999999999,-10.719999999999999
JLRX,L,0.1,2,3,1,stable,2,TP,L,3,0,3,-5.6000000000000005,-10.719999999999999
JLRX,L,0.1,3,4,1,stable,2,TP,L,1,0,1,-9.280000000000001,-10.719999999999999
JLRX,L,0.1,4,5,1,stable,2,TP,L,5,0,5,-3.04,-10.719999999999999
JLRX,L,0.1,5,6,1,stable,2,TP,L,3,0,3,-6.24,-10.719999999999999
JLRX,L,0.1,6,7,1,stable,2,TP,L,3,0,3,-5.6,-10.719999999999999
JLRX,L,0.1,7,8,1,stable,2,TP,L,1,0,1,-8.8,-10.719999999999999
JLRX,L,0.1,8,9,1,stable,2,TP,L,3,0,3,-5.92,-10.719999999999999
JLRX,L,0.1,9,10,1,stable,1,TP,L,0,0,0,-10.719999999999999,-10.719999999999999
JLRX,L,0.1,10,11,1,stable,2,TP,L,2,0,2,-7.04,-10.719999999999999
JLRX,L,0.1,11,12,1,stable,2,TP,L,2,0,2,-7.36,-10.719999999999999
JLRX,L,0.1,12,13,1,stable,2,TP,L,3,0,3,-5.44,-10.719999999999999
JLRX,L,0.1,13,14,1,stable,2,TP,L,1,0,1,-9.120000000000001,-10.719999999999999
JLRX,L,0.1,14,15,1,stable,2,TP,L,2,0,2,-7.2,-10.719999999999999
JLRX,L,0.1,15,16,1,stable,2,TP,L,3,0,3,-6.4,-10.719999999999999
JLRX,L,0.1,16,17,1,stable,3,TP,L,4,0,4,-5.4399999999999995,-10.719999999999999
JLRX,L,0.1,17,18,1,stable,2,TP,L,3,0,3,-6.08,-10.719999999999999
JLRX,L,0.1,18,19,1,stable,2,TP,L,3,0,3,-5.92,-10.719999999999999
JLRX,L,0.1,19,20,1,stable,3,TP,L,6,0,6,-2.24,-10.719999999999999
JLRX,L,0.1,20,21,1,stable,2,TP,L,2,0,2,-8.32,-10.719999999999999
JLRX,L,0.1,21,22,1,stable,2,TP,L,4,0,4,-4.800000000000001,-10.719999999999999
JLRX,L,0.1,22,23,1,stable,2,TP,L,2,0,2,-7.040000000000001,-10.719999999999999
JLRX,L,0.1,23,24,1,stable,2,TP,L,4,0,4,-4.0,-10.719999999999999
JLRX,L,0.1,24,25,1,stable,2,TP,L,2,0,2,-7.52,-10.719999999999999
JLRX,L,0.1,25,26,1,stable,2,TP,L,1,0,1,-9.28,-10.719999999999999
JLRX,L,0.1,26,27,1,stable,2,TP,L,2,0,2,-7.6800000000000015,-10.719999999999999
JLRX,L,0.1,27,28,1,stable,4,TP,L,5,0,5,-3.9999999999999996,-10.719999999999999
JLRX,L,0.1,28,29,1,stable,2,TP,L,4,0,4,-4.8,-10.719999999999999
JLRX,L,0.1,29,30,1,stable,2,TP,L,2,0,2,-7.84,-10.719999999999999
JLRX,L,0.2,0,1,1,stable,2,TP,L,3,0,3,-5.760000000000001,-10.719999999999999
JLRX,L,0.2,1,2,1,stable,2,TP,L,5,0,5,-3.5200000000000005,-10.719999999999999
JLRX,L,0.2,2,3,1,stable,2,TP,L,5,0,5,-3.2,-10.719999999999999
JLRX,L,0.2,3,4,1,stable,2,TP,L,4,0,4,-5.28,-10.719999999999999
JLRX,L,0.2,4,5,1,stable,2,TP,L,5,0,5,-3.04,-10.719999999999999
JLRX,L,0.2,5,6,1,stable,4,FN,,6,5,5,-4.96,-8.32
JLRX,L,0.2,6,7,1,stable,2,TP,L,4,0,4,-4.48,-10.719999999999999
JLRX,L,0.2,7,8,1,stable,3,TP,L,5,0,5,-3.3600000000000003,-10.719999999999999
JLRX,L,0.2,8,9,1,stable,2,TP,L,3,0,3,-5.92,-10.719999999999999
JLRX,L,0.2,9,10,1,stable,2,TP,L,4,0,4,-4.96,-10.719999999999999
JLRX,L,0.2,10,11,1,stable,3,TP,L,6,0,6,-2.24,-10.719999999999999
JLRX,L,0.2,11,12,1,stable,4,TP,L,7,0,7,-1.12,-10.719999999999999
JLRX,L,0.2,12,13,1,stable,2,TP,L,4,0,4,-4.0,-10.719999999999999
JLRX,L,0.2,13,14,1,stable,2,TP,L,1,0,1,-9.120000000000001,-10.719999999999999
JLRX,L,0.2,14,15,1,stable,2,TP,L,3,0,3,-5.44,-10.719999999999999
JLRX,L,0.2,15,16,1,stable,3,TP,L,7,0,7,-1.7600000000000002,-10.719999999999999
JLRX,L,0.2,16,17,1,stable,2,TP,L,7,0,7,-0.9600000000000004,-10.719999999999999
JLRX,L,0.2,17,18,1,stable,2,TP,L,5,0,5,-3.2,-10.719999999999999
JLRX,L,0.2,18,19,1,stable,2,TP,L,3,0,3,-5.92,-10.719999999999999
JLRX,L,0.2,19,20,1,stable,3,TP,L,8,0,8,0.15999999999999992,-10.719999999999999
JLRX,L,0.2,20,21,1,stable,2,TP,L,5,0,5,-2.72,-10.719999999999999
JLRX,L,0.2,21,22,1,stable,4,TP,L,7,0,7,-2.08,-10.719999999999999
JLRX,L,0.2,22,23,1,stable,3,TP,L,4,0,4,-5.440000000000001,-10.719999999999999
JLRX,L,0.2,23,24,1,stable,2,TP,L,5,0,5,-3.2,-10.719999999999999
JLRX,L,0.2,24,25,1,stable,3,TP,L,7,0,7,-0.9600000000000001,-10.719999999999999
JLRX,L,0.2,25,26,1,stable,2,TP,L,3,0,3,-6.24,-10.719999999999999
JLRX,L,0.2,26,27,1,stable,2,TP,L,5,0,5,-3.5200000000000005,-10.719999999999999
JLRX,L,0.2,27,28,1,stable,4,TP,L,7,0,7,-2.08,-10.719999999999999
JLRX,L,0.2,28,29,1,stable,2,FN,,6,4,4,-3.9999999999999996,-7.52
JLRX,L,0.2,29,30,1,stable,2,TP,L,4,0,4,-4.16,-10.719999999999999
JLRX,L,0.3,0,1,1,stable,3,TP,L,6,0,6,-2.56,-10.719999999999999
JLRX,L,0.3,1,2,1,stable,3,TP,L,8,0,8,-0.8,-10.719999999999999
JLRX,L,0.3,2,3,1,stable,3,FN,,9,7,8,-0.15999999999999998,-7.36
JLRX,L,0.3,3,4,1,stable,2,TP,L,4,0,4,-5.28,-10.719999999999999
JLRX,L,0.3,4,5,1,stable,3,TP,L,8,0,8,0.1599999999999997,-10.719999999999999
JLRX,L,0.3,5,6,1,stable,5,TP,L,7,0,7,-3.5200000000000005,-10.719999999999999
JLRX,L,0.3,6,7,1,stable,4,FN,,8,6,10,-0.6399999999999999,-9.440000000000001
JLRX,L,0.3,7,8,1,cycle,4,CICLO,,9,4,7,-0.6399999999999999,-7.199999999999999
JLRX,L,0.3,8,9,1,stable,4,FN,,6,6,8,-2.8800000000000003,-9.440000000000001
JLRX,L,0.3,9,10,1,stable,5,TP,L,6,0,6,-3.2,-10.719999999999999
JLRX,L,0.3,10,11,1,stable,3,TP,L,8,0,8,1.1102230246251565e-16,-10.719999999999999
JLRX,L,0.3,11,12,1,stable,4,FP,J,11,12,9,0.31999999999999984,-10.719999999999999
JLRX,L,0.3,12,13,1,stable,3,TP,L,7,0,7,-0.8,-10.719999999999999
JLRX,L,0.3,13,14,1,stable,2,TP,L,3,0,3,-5.76,-10.719999999999999
JLRX,L,0.3,14,15,1,stable,2,TP,L,4,0,4,-4.000000000000001,-10.719999999999999
JLRX,L,0.3,15,16,1,stable,3,TP,L,9,0,9,0.4800000000000002,-10.719999999999999
JLRX,L,0.3,16,17,1,stable,3,TP,L,9,0,9,0.6399999999999999,-10.719999999999999
JLRX,L,0.3,17,18,1,stable,3,TP,L,6,0,6,-3.04,-10.719999999999999
JLRX,L,0.3,18,19,1,stable,3,TP,L,4,0,4,-5.44,-10.719999999999999
JLRX,L,0.3,19,20,1,stable,3,COMPLEMENT,-X,10,13,9,0.31999999999999984,-10.559999999999999
JLRX,L,0.3,20,21,1,stable,4,TP,L,8,0,8,-0.31999999999999984,-10.719999999999999
JLRX,L,0.3,21,22,1,stable,4,TP,L,8,0,8,-0.9599999999999999,-10.719999999999999
JLRX,L,0.3,22,23,1,stable,2,TP,L,6,0,6,-1.7600000000000002,-10.719999999999999
JLRX,L,0.3,23,24,1,stable,2,TP,L,5,0,5,-3.2,-10.719999999999999
JLRX,L,0.3,24,25,1,stable,3,FN,,10,6,10,0.7999999999999999,-9.440000000000001
JLRX,L,0.3,25,26,1,stable,6,TP,L,7,0,7,-2.08,-10.719999999999999
JLRX,L,0.3,26,27,1,stable,2,TP,L,7,0,7,-0.9600000000000001,-10.719999999999999
JLRX,L,0.3,27,28,1,stable,3,TP,L,8,0,8,-0.3199999999999998,-10.719999999999999
JLRX,L,0.3,28,29,1,stable,2,FN,,9,6,5,-0.9599999999999997,-8.16
JLRX,L,0.3,29,30,1,stable,2,TP,L,6,0,6,-1.6,-10.719999999999999
JLRX,L,0.4,0,1,1,cycle,5,CICLO,,9,4,9,-0.16000000000000003,-7.68
JLRX,L,0.4,1,2,1,stable,3,COMPLEMENT,-X,11,13,8,-0.1600000000000003,-10.559999999999999
JLRX,L,0.4,2,3,1,stable,5,COMPLEMENT,-R,11,14,11,1.5999999999999999,-10.879999999999999
JLRX,L,0.4,3,4,1,stable,2,TP,L,6,0,6,-2.56,-10.719999999999999
JLRX,L,0.4,4,5,1,cycle,5,CICLO,,10,4,12,0.9600000000000002,-8.0
JLRX,L,0.4,5,6,1,stable,4,FP,R,11,11,8,-0.32000000000000006,-10.879999999999999
JLRX,L,0.4,6,7,1,cycle,4,CICLO,,10,8,10,0.31999999999999984,-7.84
JLRX,L,0.4,7,8,1,stable,3,FP,X,14,12,10,1.1199999999999997,-10.559999999999999
JLRX,L,0.4,8,9,1,stable,3,TP,L,7,0,7,-1.2799999999999998,-10.719999999999999
JLRX,L,0.4,9,10,1,stable,7,TP,L,8,0,8,-1.12,-10.719999999999999
JLRX,L,0.4,10,11,1,stable,4,TP,L,10,0,10,0.8,-10.719999999999999
JLRX,L,0.4,11,12,1,stable,3,FP,J,12,12,8,0.16000000000000014,-10.719999999999999
JLRX,L,0.4,12,13,1,stable,3,TP,L,7,0,7,-0.8,-10.719999999999999
JLRX,L,0.4,13,14,1,stable,2,TP,L,5,0,5,-3.52,-10.719999999999999
JLRX,L,0.4,14,15,1,stable,3,TP,L,8,0,8,-1.12,-10.719999999999999
JLRX,L,0.4,15,16,1,stable,3,FP,J,11,12,9,0.64,-10.719999999999999
JLRX,L,0.4,16,17,1,stable,3,FP,J,11,12,9,0.6399999999999999,-10.719999999999999
JLRX,L,0.4,17,18,1,stable,3,TP,L,8,0,8,-0.48000000000000004,-10.719999999999999
JLRX,L,0.4,18,19,1,stable,5,TP,L,6,0,6,-3.2,-10.719999999999999
JLRX,L,0.4,19,20,1,stable,4,FN,,12,8,10,1.44,-9.440000000000001
JLRX,L,0.4,20,21,1,stable,5,TP,L,9,0,9,0.16000000000000003,-10.719999999999999
JLRX,L,0.4,21,22,1,cycle,5,CICLO,,12,9,11,2.7755575615628914e-17,-8.8
JLRX,L,0.4,22,23,1,stable,4,TP,L,9,0,9,-1.6653345369377348e-16,-10.719999999999999
JLRX,L,0.4,23,24,1,stable,3,TP,L,9,0,9,0.32000000000000006,-10.719999999999999
JLRX,L,0.4,24,25,1,cycle,4,CICLO,,13,7,10,0.48,-9.120000000000001
JLRX,L,0.4,25,26,1,stable,3,COMPLEMENT,-X,9,13,8,-1.1199999999999997,-10.559999999999999
JLRX,L,0.4,26,27,1,stable,5,FN,,12,5,13,1.44,-7.68
JLRX,L,0.4,27,28,1,stable,2,FN,,12,11,9,0.48,-7.52
JLRX,L,0.4,28,29,1,stable,2,FP,X,12,12,8,0.32,-10.559999999999999
JLRX,L,0.4,29,30,1,stable,3,TP,L,9,0,9,0.6399999999999999,-10.719999999999999
JLRX,L,0.45,0,1,1,stable,2,COMPLEMENT,-J,12,13,9,0.96,-10.719999999999999
JLRX,L,0.45,1,2,1,stable,3,COMPLEMENT,-X,13,13,8,0.15999999999999998,-10.559999999999999
JLRX,L,0.45,2,3,1,cycle,6,CICLO,,13,16,9,1.6,-8.8
JLRX,L,0.45,3,4,1,stable,4,TP,L,7,0,7,-2.08,-10.719999999999999
JLRX,L,0.45,4,5,1,stable,3,FP,X,12,12,8,0.15999999999999992,-10.559999999999999
JLRX,L,0.45,5,6,1,stable,3,FN,,12,5,9,-0.1599999999999998,-7.68
JLRX,L,0.45,6,7,1,cycle,4,CICLO,,11,8,9,0.1599999999999998,-7.84
JLRX,L,0.45,7,8,1,stable,4,FP,X,16,12,8,-0.8,-10.559999999999999
JLRX,L,0.45,8,9,1,stable,4,FN,,8,6,10,-0.6400000000000001,-9.440000000000001
JLRX,L,0.45,9,10,1,cycle,3,CICLO,,9,6,13,-0.6399999999999999,-6.24
