group,letter,noise,sample_idx,seed,target_idx,motivo,iters,outcome,convergio_a,hamming_input_target,hamming_output_target,hamming_input_output,energia_inicial,energia_final
GRTV,G,0.1,0,1,0,stable,2,TP,G,1,0,1,-8.96,-10.559999999999999
GRTV,G,0.1,1,2,0,stable,2,TP,G,2,0,2,-7.04,-10.559999999999999
GRTV,G,0.1,2,3,0,stable,2,TP,G,3,0,3,-6.5600000000000005,-10.559999999999999
GRTV,G,0.1,3,4,0,stable,2,TP,G,1,0,1,-8.8,-10.559999999999999
GRTV,G,0.1,4,5,0,stable,2,TP,G,5,0,5,-2.88,-10.559999999999999
GRTV,G,0.1,5,6,0,stable,2,TP,G,3,0,3,-5.44,-10.559999999999999
GRTV,G,0.1,6,7,0,stable,2,TP,G,3,0,3,-5.28,-10.559999999999999
GRTV,G,0.1,7,8,0,stable,2,TP,G,1,0,1,-8.64,-10.559999999999999
GRTV,G,0.1,8,9,0,stable,2,TP,G,3,0,3,-6.5600000000000005,-10.559999999999999
GRTV,G,0.1,9,10,0,stable,1,TP,G,0,0,0,-10.559999999999999,-10.559999999999999
GRTV,G,0.1,10,11,0,stable,2,TP,G,2,0,2,-7.5200000000000005,-10.559999999999999
GRTV,G,0.1,11,12,0,stable,2,TP,G,2,0,2,-7.199999999999999,-10.559999999999999
GRTV,G,0.1,12,13,0,stable,2,TP,G,3,0,3,-6.400000000000001,-10.559999999999999
GRTV,G,0.1,13,14,0,stable,2,TP,G,1,0,1,-9.120000000000001,-10.559999999999999
GRTV,G,0.1,14,15,0,stable,2,TP,G,2,0,2,-6.880000000000001,-10.559999999999999
GRTV,G,0.1,15,16,0,stable,2,TP,G,3,0,3,-6.08,-10.559999999999999
GRTV,G,0.1,16,17,0,stable,2,TP,G,4,0,4,-4.48,-10.559999999999999
GRTV,G,0.1,17,18,0,stable,2,TP,G,3,0,3,-5.760000000000002,-10.559999999999999
GRTV,G,0.1,18,19,0,stable,2,TP,G,3,0,3,-5.6,-10.559999999999999
GRTV,G,0.1,19,20,0,stable,3,TP,G,6,0,6,-3.04,-10.559999999999999
GRTV,G,0.1,20,21,0,stable,2,TP,G,2,0,2,-7.040000000000001,-10.559999999999999
GRTV,G,0.1,21,22,0,stable,3,TP,G,4,0,4,-5.92,-10.559999999999999
GRTV,G,0.1,22,23,0,stable,2,TP,G,2,0,2,-7.84,-10.559999999999999
GRTV,G,0.1,23,24,0,stable,3,TP,G,4,0,4,-5.12,-10.559999999999999
GRTV,G,0.1,24,25,0,stable,2,TP,G,2,0,2,-7.36,-10.559999999999999
GRTV,G,0.1,25,26,0,stable,2,TP,G,1,0,1,-8.8,-10.559999999999999
GRTV,G,0.1,26,27,0,stable,2,TP,G,2,0,2,-7.840000000000001,-10.559999999999999
GRTV,G,0.1,27,28,0,stable,2,TP,G,5,0,5,-3.0400000000000005,-10.559999999999999
GRTV,G,0.1,28,29,0,stable,2,TP,G,4,0,4,-3.84,-10.559999999999999
GRTV,G,0.1,29,30,0,stable,2,TP,G,2,0,2,-7.36,-10.559999999999999
GRTV,G,0.2,0,1,0,stable,2,TP,G,3,0,3,-6.720000000000001,-10.559999999999999
GRTV,G,0.2,1,2,0,stable,2,TP,G,5,0,5,-2.8800000000000003,-10.559999999999999
GRTV,G,0.2,2,3,0,stable,3,TP,G,5,0,5,-3.84,-10.559999999999999
GRTV,G,0.2,3,4,0,stable,2,TP,G,4,0,4,-4.0,-10.559999999999999
GRTV,G,0.2,4,5,0,stable,2,TP,G,5,0,5,-2.88,-10.559999999999999
GRTV,G,0.2,5,6,0,stable,2,TP,G,6,0,6,-1.9200000000000004,-10.559999999999999
GRTV,G,0.2,6,7,0,stable,2,TP,G,4,0,4,-4.16,-10.559999999999999
GRTV,G,0.2,7,8,0,stable,2,TP,G,5,0,5,-3.04,-10.559999999999999
GRTV,G,0.2,8,9,0,stable,2,TP,G,3,0,3,-6.5600000000000005,-10.559999999999999
GRTV,G,0.2,9,10,0,stable,2,TP,G,4,0,4,-4.640000000000001,-10.559999999999999
GRTV,G,0.2,10,11,0,stable,2,TP,G,6,0,6,-1.9200000000000002,-10.559999999999999
GRTV,G,0.2,11,12,0,stable,4,TP,G,7,0,7,-1.44,-10.559999999999999
GRTV,G,0.2,12,13,0,stable,2,TP,G,4,0,4,-5.6000000000000005,-10.559999999999999
GRTV,G,0.2,13,14,0,stable,2,TP,G,1,0,1,-9.120000000000001,-10.559999999999999
GRTV,G,0.2,14,15,0,stable,2,TP,G,3,0,3,-5.44,-10.559999999999999
GRTV,G,0.2,15,16,0,cycle,3,CICLO,,7,5,6,-3.52,-7.04
GRTV,G,0.2,16,17,0,stable,4,TP,G,7,0,7,-2.08,-10.559999999999999
GRTV,G,0.2,17,18,0,stable,2,TP,G,5,0,5,-3.3600000000000003,-10.559999999999999
GRTV,G,0.2,18,19,0,stable,2,TP,G,3,0,3,-5.6,-10.559999999999999
GRTV,G,0.2,19,20,0,stable,4,TP,G,8,0,8,-0.8000000000000002,-10.559999999999999
GRTV,G,0.2,20,21,0,stable,3,TP,G,5,0,5,-3.6800000000000006,-10.559999999999999
GRTV,G,0.2,21,22,0,stable,4,TP,G,7,0,7,-1.6,-10.559999999999999
GRTV,G,0.2,22,23,0,stable,2,TP,G,4,0,4,-4.32,-10.559999999999999
GRTV,G,0.2,23,24,0,stable,3,TP,G,5,0,5,-4.0,-10.559999999999999
GRTV,G,0.2,24,25,0,stable,2,TP,G,7,0,7,-0.8,-10.559999999999999
GRTV,G,0.2,25,26,0,stable,2,TP,G,3,0,3,-5.4399999999999995,-10.559999999999999
GRTV,G,0.2,26,27,0,stable,4,TP,G,5,0,5,-4.48,-10.559999999999999
GRTV,G,0.2,27,28,0,stable,3,TP,G,7,0,7,-1.12,-10.559999999999999
GRTV,G,0.2,28,29,0,stable,2,TP,G,6,0,6,-1.4400000000000002,-10.559999999999999
GRTV,G,0.2,29,30,0,stable,2,TP,G,4,0,4,-4.800000000000001,-10.559999999999999
GRTV,G,0.3,0,1,0,cycle,2,CICLO,,6,6,0,-4.800000000000001,-4.800000000000001
GRTV,G,0.3,1,2,0,stable,3,TP,G,8,0,8,-0.3200000000000001,-10.559999999999999
GRTV,G,0.3,2,3,0,stable,2,FN,,9,6,7,-0.96,-8.64
GRTV,G,0.3,3,4,0,stable,2,TP,G,4,0,4,-4.0,-10.559999999999999
GRTV,G,0.3,4,5,0,stable,3,TP,G,8,0,8,-0.15999999999999992,-10.559999999999999
GRTV,G,0.3,5,6,0,stable,2,TP,G,7,0,7,-0.8,-10.559999999999999
GRTV,G,0.3,6,7,0,stable,4,TP,G,8,0,8,-0.15999999999999998,-10.559999999999999
GRTV,G,0.3,7,8,0,stable,4,TP,G,9,0,9,0.4800000000000001,-10.559999999999999
GRTV,G,0.3,8,9,0,stable,2,FN,,6,4,6,-3.9999999999999996,-8.64
GRTV,G,0.3,9,10,0,stable,3,TP,G,6,0,6,-3.3600000000000003,-10.559999999999999
GRTV,G,0.3,10,11,0,stable,2,TP,G,8,0,8,0.16000000000000003,-10.559999999999999
GRTV,G,0.3,11,12,0,stable,4,FP,T,11,13,8,-0.7999999999999999,-10.56
GRTV,G,0.3,12,13,0,stable,3,FN,,7,6,9,-2.88,-8.64
GRTV,G,0.3,13,14,0,stable,2,TP,G,3,0,3,-5.6,-10.559999999999999
GRTV,G,0.3,14,15,0,stable,2,TP,G,4,0,4,-4.640000000000001,-10.559999999999999
GRTV,G,0.3,15,16,0,cycle,3,CICLO,,9,8,9,-1.2800000000000002,-7.040000000000001
GRTV,G,0.3,16,17,0,stable,6,TP,G,9,0,9,-0.15999999999999992,-10.559999999999999
GRTV,G,0.3,17,18,0,stable,3,TP,G,6,0,6,-2.88,-10.559999999999999
GRTV,G,0.3,18,19,0,stable,2,TP,G,4,0,4,-4.48,-10.559999999999999
GRTV,G,0.3,19,20,0,stable,6,FP,T,10,13,9,0.48000000000000004,-10.56
GRTV,G,0.3,20,21,0,stable,4,COMPLEMENT,-R,8,13,7,-3.2,-10.56
GRTV,G,0.3,21,22,0,stable,4,TP,G,8,0,8,-0.6400000000000001,-10.559999999999999
GRTV,G,0.3,22,23,0,stable,3,TP,G,6,0,6,-2.5600000000000005,-10.559999999999999
GRTV,G,0.3,23,24,0,stable,3,TP,G,5,0,5,-4.0,-10.559999999999999
GRTV,G,0.3,24,25,0,cycle,4,CICLO,,10,10,6,0.31999999999999984,-5.44
GRTV,G,0.3,25,26,0,stable,2,TP,G,7,0,7,-0.6399999999999999,-10.559999999999999
GRTV,G,0.3,26,27,0,cycle,3,CICLO,,7,6,9,-4.32,-5.44
GRTV,G,0.3,27,28,0,stable,4,TP,G,8,0,8,-0.32000000000000006,-10.559999999999999
GRTV,G,0.3,28,29,0,stable,4,TP,G,9,0,9,0.16000000000000003,-10.559999999999999
GRTV,G,0.3,29,30,0,stable,2,TP,G,6,0,6,-1.9200000000000004,-10.559999999999999
GRTV,G,0.4,0,1,0,stable,3,FP,R,9,12,7,-2.08,-10.56
GRTV,G,0.4,1,2,0,stable,3,COMPLEMENT,-T,11,12,9,0.8000000000000002,-10.56
GRTV,G,0.4,2,3,0,stable,4,FP,R,11,12,9,0.64,-10.56
GRTV,G,0.4,3,4,0,stable,3,TP,G,6,0,6,-1.92,-10.559999999999999
GRTV,G,0.4,4,5,0,stable,4,TP,G,10,0,10,1.44,-10.559999999999999
GRTV,G,0.4,5,6,0,stable,4,COMPLEMENT,-R,11,13,10,1.1199999999999999,-10.56
GRTV,G,0.4,6,7,0,stable,2,FN,,10,6,8,0.48000000000000004,-8.64
GRTV,G,0.4,7,8,0,stable,4,FP,T,14,13,9,0.6399999999999999,-10.56
GRTV,G,0.4,8,9,0,cycle,3,CICLO,,7,6,9,-3.2,-8.0
GRTV,G,0.4,9,10,0,stable,4,COMPLEMENT,-T,8,12,6,-3.04,-10.56
GRTV,G,0.4,10,11,0,stable,4,FP,T,10,13,9,0.31999999999999995,-10.56
GRTV,G,0.4,11,12,0,stable,4,FP,T,12,13,9,0.6399999999999999,-10.56
GRTV,G,0.4,12,13,0,stable,3,FN,,7,6,9,-2.88,-8.64
GRTV,G,0.4,13,14,0,stable,2,TP,G,5,0,5,-2.88,-10.559999999999999
GRTV,G,0.4,14,15,0,stable,3,TP,G,8,0,8,-1.12,-10.559999999999999
GRTV,G,0.4,15,16,0,stable,5,FP,T,11,13,10,0.8000000000000002,-10.56
GRTV,G,0.4,16,17,0,stable,6,TP,G,11,0,11,1.44,-10.559999999999999
GRTV,G,0.4,17,18,0,stable,4,TP,G,8,0,8,-0.6400000000000001,-10.559999999999999
GRTV,G,0.4,18,19,0,stable,3,TP,G,6,0,6,-3.04,-10.559999999999999
GRTV,G,0.4,19,20,0,stable,6,FP,T,12,13,9,0.48,-10.56
GRTV,G,0.4,20,21,0,cycle,3,CICLO,,9,11,10,-2.7200000000000006,-5.440000000000001
GRTV,G,0.4,21,22,0,cycle,3,CICLO,,12,12,16,0.96,-4.800000000000001
GRTV,G,0.4,22,23,0,stable,5,COMPLEMENT,-V,9,12,9,-0.16000000000000025,-10.56
GRTV,G,0.4,23,24,0,stable,2,FN,,9,7,6,-2.2399999999999998,-7.36
GRTV,G,0.4,24,25,0,stable,3,FN,,13,8,9,2.7755575615628914e-17,-8.64
GRTV,G,0.4,25,26,0,stable,5,TP,G,9,0,9,-0.16000000000000017,-10.559999999999999
GRTV,G,0.4,26,27,0,stable,5,COMPLEMENT,-R,12,13,9,-8.326672684688674e-17,-10.56
GRTV,G,0.4,27,28,0,stable,4,FP,V,12,13,11,1.4400000000000002,-10.56
GRTV,G,0.4,28,29,0,stable,5,COMPLEMENT,-T,12,12,12,1.76,-10.56
GRTV,G,0.4,29,30,0,cycle,3,CICLO,,9,6,11,-0.6399999999999999,-5.44
GRTV,G,0.45,0,1,0,stable,3,FP,R,12,12,10,1.2800000000000002,-10.56
GRTV,G,0.45,1,2,0,stable,4,COMPLEMENT,-V,13,12,11,1.4400000000000002,-10.56
GRTV,G,0.45,2,3,0,stable,3,FP,R,13,12,9,0.8,-10.56
GRTV,G,0.45,3,4,0,stable,3,TP,G,7,0,7,-0.9600000000000002,-10.559999999999999
GRTV,G,0.45,4,5,0,stable,3,FN,,12,8,10,1.4400000000000002,-8.64
GRTV,G,0.45,5,6,0,stable,4,FN,,12,15,9,1.5999999999999999,-8.64
GRTV,G,0.45,6,7,0,stable,6,FP,T,11,13,12,1.44,-10.56
GRTV,G,0.45,7,8,0,stable,2,FN,,16,19,7,-0.9600000000000002,-8.64
GRTV,G,0.45,8,9,0,stable,4,COMPLEMENT,-T,8,12,6,-3.5200000000000005,-10.56
GRTV,G,0.45,9,10,0,stable,2,COMPLEMENT,-T,9,12,5,-3.68,-10.56
GRTV,G,0.45,10,11,0,stable,4,FP,T,10,13,9,0.31999999999999995,-10.56
GRTV,G,0.45,11,12,0,stable,2,FP,T,13,13,8,0.32000000000000006,-10.56
GRTV,G,0.45,12,13,0,cycle,3,CICLO,,9,7,10,-0.96,-7.040000000000001
GRTV,G,0.45,13,14,0,stable,2,TP,G,6,0,6,-2.08,-10.559999999999999
GRTV,G,0.45,14,15,0,stable,3,TP,G,8,0,8,-1.12,-10.559999999999999
GRTV,G,0.45,15,16,0,cycle,3,CICLO,,13,16,9,0.4800000000000001,-8.32
GRTV,G,0.45,16,17,0,stable,4,COMPLEMENT,-T,12,12,10,1.44,-10.56
GRTV,G,0.45,17,18,0,stable,4,TP,G,8,0,8,-0.6400000000000001,-10.559999999999999
GRTV,G,0.45,18,19,0,stable,4,COMPLEMENT,-T,11,12,9,0.4800000000000001,-10.56
GRTV,G,0.45,19,20,0,stable,4,FP,R,14,12,8,0.0,-10.56
GRTV,G,0.45,20,21,0,stable,4,COMPLEMENT,-R,12,13,9,0.8000000000000003,-10.56
GRTV,G,0.45,21,22,0,stable,3,COMPLEMENT,-T,13,12,9,0.8,-10.56
GRTV,G,0.45,22,23,0,stable,4,COMPLEMENT,-V,10,12,8,-0.3200000000000002,-10.56
GRTV,G,0.45,23,24,0,stable,3,FP,V,12,13,7,-1.44,-10.56
GRTV,G,0.45,24,25,0,stable,3,FP,R,14,12,8,-0.4800000000000001,-10.56
GRTV,G,0.45,25,26,0,stable,5,TP,G,9,0,9,-0.16000000000000017,-10.559999999999999
GRTV,G,0.45,26,27,0,stable,4,COMPLEMENT,-R,13,13,8,-0.8000000000000003,-10.56
GRTV,G,0.45,27,28,0,stable,4,FP,V,12,13,11,1.4400000000000002,-10.56
GRTV,G,0.45,28,29,0,cycle,3,CICLO,,13,13,24,1.9200000000000002,1.92
GRTV,G,0.45,29,30,0,stable,3,COMPLEMENT,-R,11,13,8,-0.15999999999999998,-10.56
GRTV,G,0.5,0,1,0,stable,3,FP,R,14,12,10,1.12,-10.56
GRTV,G,0.5,1,2,0,stable,4,COMPLEMENT,-V,13,12,11,1.4400000000000002,-10.56
GRTV,G,0.5,2,3,0,stable,3,FN,,14,10,12,0.7999999999999998,-8.64
GRTV,G,0.5,3,4,0,stable,4,TP,G,9,0,9,0.48,-10.559999999999999
GRTV,G,0.5,4,5,0,stable,3,COMPLEMENT,-V,13,12,9,0.9600000000000002,-10.56
GRTV,G,0.5,5,6,0,stable,3,FP,V,13,13,10,1.44,-10.56
GRTV,G,0.5,6,7,0,stable,3,FP,R,12,12,10,1.44,-10.56
GRTV,G,0.5,7,8,0,stable,4,COMPLEMENT,-G,17,25,8,-0.6400000000000001,-10.559999999999999
GRTV,G,0.5,8,9,0,stable,4,COMPLEMENT,-T,9,12,7,-1.7599999999999998,-10.56
GRTV,G,0.5,9,10,0,stable,2,COMPLEMENT,-T,9,12,5,-3.68,-10.56
GRTV,G,0.5,10,11,0,stable,4,FP,T,12,13,9,0.6399999999999999,-10.56
GRTV,G,0.5,11,12,0,stable,2,FN,,15,15,8,-1.1200000000000003,-8.64
GRTV,G,0.5,12,13,0,cycle,3,CICLO,,10,7,9,-0.15999999999999992,-6.720000000000001
GRTV,G,0.5,13,14,0,stable,4,TP,G,8,0,8,-0.6399999999999999,-10.559999999999999
GRTV,G,0.5,14,15,0,stable,5,COMPLEMENT,-V,10,12,8,-1.6,-10.56
GRTV,G,0.5,15,16,0,cycle,3,CICLO,,13,16,9,0.4800000000000001,-8.32
GRTV,G,0.5,16,17,0,stable,4,FP,R,14,12,10,1.12,-10.56
GRTV,G,0.5,17,18,0,stable,3,TP,G,9,0,9,0.31999999999999995,-10.559999999999999
GRTV,G,0.5,18,19,0,cycle,4,CICLO,,12,8,10,0.9600000000000001,-8.000000000000002
GRTV,G,0.5,19,20,0,stable,4,FP,R,16,12,8,-0.6400000000000001,-10.56
GRTV,G,0.5,20,21,0,stable,4,COMPLEMENT,-R,12,13,9,0.8000000000000003,-10.56
GRTV,G,0.5,21,22,0,stable,5,FP,R,15,12,9,-0.6399999999999998,-10.56
GRTV,G,0.5,22,23,0,cycle,3,CICLO,,12,10,16,1.2799999999999998,-4.800000000000001
GRTV,G,0.5,23,24,0,stable,3,FP,V,12,13,7,-1.44,-10.56
GRTV,G,0.5,24,25,0,stable,3,FP,R,14,12,8,-0.4800000000000001,-10.56
GRTV,G,0.5,25,26,0,cycle,4,CICLO,,10,10,6,0.32,-4.800000000000001
GRTV,G,0.5,26,27,0,stable,3,COMPLEMENT,-R,14,13,9,0.32000000000000006,-10.56
GRTV,G,0.5,27,28,0,stable,4,FP,V,12,13,11,1.4400000000000002,-10.56
GRTV,G,0.5,28,29,0,stable,3,FN,,14,18,12,1.7600000000000002,-7.36
GRTV,G,0.5,29,30,0,cycle,5,CICLO,,12,10,14,0.48000000000000004,-4.800000000000001
GRTV,G,0.55,0,1,0,stable,3,COMPLEMENT,-G,17,25,8,-0.8000000000000002,-10.559999999999999
GRTV,G,0.55,1,2,0,stable,4,FP,R,14,12,10,1.2799999999999998,-10.56
GRTV,G,0.55,2,3,0,stable,3,FN,,15,10,11,-0.6399999999999999,-8.64
GRTV,G,0.55,3,4,0,stable,5,FP,V,11,13,10,1.2800000000000002,-10.56
GRTV,G,0.55,4,5,0,stable,3,COMPLEMENT,-V,14,12,10,1.12,-10.56
GRTV,G,0.55,5,6,0,stable,3,FP,V,14,13,9,0.64,-10.56
GRTV,G,0.55,6,7,0,stable,4,FP,R,13,12,9,0.8,-10.56
GRTV,G,0.55,7,8,0,stable,4,COMPLEMENT,-G,17,25,8,-0.6400000000000001,-10.559999999999999
GRTV,G,0.55,8,9,0,stable,4,COMPLEMENT,-T,9,12,7,-1.7599999999999998,-10.56
GRTV,G,0.55,9,10,0,stable,2,COMPLEMENT,-T,11,12,5,-2.88,-10.56
GRTV,G,0.55,10,11,0,stable,3,FP,T,15,13,8,-0.15999999999999992,-10.56
GRTV,G,0.55,11,12,0,cycle,3,CICLO,,16,20,10,-0.32000000000000006,-8.32
GRTV,G,0.55,12,13,0,stable,3,FP,T,12,13,9,0.8,-10.56
GRTV,G,0.55,13,14,0,stable,4,TP,G,10,0,10,1.44,-10.559999999999999
GRTV,G,0.55,14,15,0,stable,3,FN,,11,6,11,-0.64,-8.64
GRTV,G,0.55,15,16,0,cycle,3,CICLO,,13,16,9,0.4800000000000001,-8.32
GRTV,G,0.55,16,17,0,stable,4,FP,R,14,12,10,1.12,-10.56
GRTV,G,0.55,17,18,0,stable,3,TP,G,9,0,9,0.31999999999999995,-10.559999999999999
GRTV,G,0.55,18,19,0,stable,3,FN,,13,10,13,1.44,-8.64
GRTV,G,0.55,19,20,0,stable,3,COMPLEMENT,-G,17,25,8,-0.8000000000000002,-10.559999999999999
GRTV,G,0.55,20,21,0,stable,4,COMPLEMENT,-R,12,13,9,0.8000000000000003,-10.56
GRTV,G,0.55,21,22,0,stable,3,FP,R,16,12,8,-1.12,-10.56
GRTV,G,0.55,22,23,0,cycle,3,CICLO,,14,15,11,0.6399999999999999,-7.04
GRTV,G,0.55,23,24,0,stable,2,FP,V,13,13,6,-1.92,-10.56
GRTV,G,0.55,24,25,0,stable,2,FN,,16,19,7,-0.48,-7.36
GRTV,G,0.55,25,26,0,cycle,2,CICLO,,13,13,0,1.9200000000000002,1.9200000000000002
GRTV,G,0.55,26,27,0,stable,3,COMPLEMENT,-R,14,13,9,0.32000000000000006,-10.56
GRTV,G,0.55,27,28,0,stable,4,COMPLEMENT,-R,14,13,9,0.64,-10.56
GRTV,G,0.55,28,29,0,stable,4,COMPLEMENT,-T,16,12,10,0.15999999999999995,-10.56
GRTV,G,0.55,29,30,0,stable,4,COMPLEMENT,-R,13,13,10,1.12,-10.56
GRTV,G,0.6,0,1,0,stable,3,COMPLEMENT,-G,17,25,8,-0.8000000000000002,-10.559999999999999
GRTV,G,0.6,1,2,0,stable,4,COMPLEMENT,-G,15,25,10,1.1199999999999999,-10.559999999999999
GRTV,G,0.6,2,3,0,stable,3,COMPLEMENT,-G,17,25,8,-0.16000000000000014,-10.559999999999999
GRTV,G,0.6,3,4,0,stable,5,FP,V,11,13,10,1.2800000000000002,-10.56
GRTV,G,0.6,4,5,0,stable,3,COMPLEMENT,-V,15,12,9,0.3200000000000003,-10.56
GRTV,G,0.6,5,6,0,stable,3,FP,V,14,13,9,0.64,-10.56
GRTV,G,0.6,6,7,0,stable,4,FP,R,14,12,10,1.12,-10.56
GRTV,G,0.6,7,8,0,stable,4,COMPLEMENT,-G,18,25,7,-2.4000000000000004,-10.559999999999999
GRTV,G,0.6,8,9,0,stable,4,COMPLEMENT,-T,9,12,7,-1.7599999999999998,-10.56
GRTV,G,0.6,9,10,0,stable,2,COMPLEMENT,-T,12,12,6,-1.9200000000000002,-10.56
GRTV,G,0.6,10,11,0,stable,3,FN,,16,19,11,0.0,-8.64
GRTV,G,0.6,11,12,0,cycle,3,CICLO,,16,20,10,-0.32000000000000006,-8.32
GRTV,G,0.6,12,13,0,stable,3,FP,T,12,13,9,0.8,-10.56
GRTV,G,0.6,13,14,0,cycle,3,CICLO,,12,12,16,0.9600000000000001,-4.800000000000001
GRTV,G,0.6,14,15,0,stable,3,COMPLEMENT,-V,13,12,7,-1.4400000000000002,-10.56
GRTV,G,0.6,15,16,0,stable,2,FN,,15,19,8,0.4800000000000001,-8.64
GRTV,G,0.6,16,17,0,cycle,4,CICLO,,17,20,7,-1.2800000000000002,-7.040000000000001
GRTV,G,0.6,17,18,0,stable,5,TP,G,11,0,11,1.2799999999999998,-10.559999999999999
GRTV,G,0.6,18,19,0,stable,3,FN,,13,10,13,1.44,-8.64
GRTV,G,0.6,19,20,0,stable,4,COMPLEMENT,-G,18,25,7,-2.56,-10.559999999999999
GRTV,G,0.6,20,21,0,stable,4,COMPLEMENT,-R,12,13,9,0.8000000000000003,-10.56
GRTV,G,0.6,21,22,0,stable,2,FN,,17,18,5,-3.04,-7.36
GRTV,G,0.6,22,23,0,cycle,3,CICLO,,14,15,11,0.6399999999999999,-7.04
GRTV,G,0.6,23,24,0,stable,3,FP,V,16,13,7,-1.7600000000000002,-10.56
GRTV,G,0.6,24,25,0,stable,2,FN,,18,19,5,-3.3600000000000003,-7.36
GRTV,G,0.6,25,26,0,stable,5,COMPLEMENT,-G,15,25,10,0.7999999999999999,-10.559999999999999
GRTV,G,0.6,26,27,0,stable,3,COMPLEMENT,-R,14,13,9,0.32000000000000006,-10.56
GRTV,G,0.6,27,28,0,stable,4,COMPLEMENT,-R,14,13,9,0.64,-10.56
GRTV,G,0.6,28,29,0,stable,4,COMPLEMENT,-T,16,12,10,0.15999999999999995,-10.56
GRTV,G,0.6,29,30,0,cycle,3,CICLO,,16,19,13,0.15999999999999998,-4.8
GRTV,G,0.65,0,1,0,stable,3,COMPLEMENT,-G,17,25,8,-0.8000000000000002,-10.559999999999999
GRTV,G,0.65,1,2,0,stable,3,COMPLEMENT,-G,17,25,8,0.0,-10.559999999999999
GRTV,G,0.65,2,3,0,stable,3,COMPLEMENT,-G,18,25,7,-0.96,-10.559999999999999
GRTV,G,0.65,3,4,0,stable,4,FP,V,13,13,10,1.28,-10.56
GRTV,G,0.65,4,5,0,stable,3,COMPLEMENT,-V,15,12,9,0.3200000000000003,-10.56
GRTV,G,0.65,5,6,0,stable,3,COMPLEMENT,-G,16,25,9,0.6400000000000003,-10.559999999999999
GRTV,G,0.65,6,7,0,stable,4,FP,R,17,12,7,-2.08,-10.56
GRTV,G,0.65,7,8,0,stable,3,COMPLEMENT,-G,20,25,5,-3.8400000000000003,-10.559999999999999
GRTV,G,0.65,8,9,0,stable,2,COMPLEMENT,-T,10,12,6,-1.92,-10.56
GRTV,G,0.65,9,10,0,stable,2,COMPLEMENT,-T,12,12,6,-1.9200000000000002,-10.56
GRTV,G,0.65,10,11,0,stable,3,COMPLEMENT,-G,18,25,7,-0.8000000000000003,-10.559999999999999
GRTV,G,0.65,11,12,0,cycle,3,CICLO,,16,20,10,-0.32000000000000006,-8.32
GRTV,G,0.65,12,13,0,cycle,3,CICLO,,13,15,14,0.8,-5.44
GRTV,G,0.65,13,14,0,stable,4,FP,R,14,12,8,-0.7999999999999998,-10.56
GRTV,G,0.65,14,15,0,stable,3,COMPLEMENT,-V,13,12,7,-1.4400000000000002,-10.56
GRTV,G,0.65,15,16,0,stable,4,COMPLEMENT,-G,16,25,9,0.6399999999999999,-10.559999999999999
GRTV,G,0.65,16,17,0,stable,2,COMPLEMENT,-G,20,25,5,-3.04,-10.559999999999999
GRTV,G,0.65,17,18,0,stable,3,FN,,15,19,14,0.9600000000000001,-7.36
GRTV,G,0.65,18,19,0,stable,3,COMPLEMENT,-G,16,25,9,0.8000000000000003,-10.559999999999999
GRTV,G,0.65,19,20,0,stable,3,COMPLEMENT,-G,20,25,5,-4.159999999999999,-10.559999999999999
GRTV,G,0.65,20,21,0,stable,3,COMPLEMENT,-R,14,13,9,0.8,-10.56
GRTV,G,0.65,21,22,0,cycle,3,CICLO,,18,20,8,-2.5600000000000005,-5.76
GRTV,G,0.65,22,23,0,stable,3,COMPLEMENT,-T,16,12,8,-0.8,-10.56
GRTV,G,0.65,23,24,0,stable,2,FN,,18,21,9,-3.1999999999999997,-8.64
GRTV,G,0.65,24,25,0,stable,2,FN,,18,19,5,-3.3600000000000003,-7.36
GRTV,G,0.65,25,26,0,stable,2,FN,,16,19,7,-0.4800000000000001,-7.36
GRTV,G,0.65,26,27,0,stable,4,FN,,15,16,7,-0.16000000000000003,-7.359999999999999
GRTV,G,0.65,27,28,0,stable,4,COMPLEMENT,-G,16,25,9,0.48,-10.559999999999999
GRTV,G,0.65,28,29,0,stable,3,COMPLEMENT,-G,18,25,7,-0.96,-10.559999999999999
GRTV,G,0.65,29,30,0,cycle,3,CICLO,,18,19,11,-2.4,-4.8
GRTV,R,0.1,0,1,1,stable,2,TP,R,1,0,1,-8.96,-10.56
GRTV,R,0.1,1,2,1,stable,2,TP,R,2,0,2,-7.04,-10.56
GRTV,R,0.1,2,3,1,stable,2,TP,R,3,0,3,-6.240000000000002,-10.56
GRTV,R,0.1,3,4,1,stable,2,TP,R,1,0,1,-8.799999999999999,-10.56
GRTV,R,0.1,4,5,1,stable,3,TP,R,5,0,5,-3.84,-10.56
GRTV,R,0.1,5,6,1,stable,2,TP,R,3,0,3,-5.44,-10.56
GRTV,R,0.1,6,7,1,stable,2,TP,R,3,0,3,-5.6,-10.56
GRTV,R,0.1,7,8,1,stable,2,TP,R,1,0,1,-8.64,-10.56
GRTV,R,0.1,8,9,1,stable,2,TP,R,3,0,3,-5.6000000000000005,-10.56
GRTV,R,0.1,9,10,1,stable,1,TP,R,0,0,0,-10.56,-10.56
GRTV,R,0.1,10,11,1,stable,2,TP,R,2,0,2,-7.5200000000000005,-10.56
GRTV,R,0.1,11,12,1,stable,2,TP,R,2,0,2,-7.199999999999999,-10.56
GRTV,R,0.1,12,13,1,stable,2,TP,R,3,0,3,-5.44,-10.56
