group,letter,noise,sample_idx,iter,energia,s_0,s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8,s_9,s_10,s_11,s_12,s_13,s_14,s_15,s_16,s_17,s_18,s_19,s_20,s_21,s_22,s_23,s_24
JLRX,J,0.65,0,2,-7.52,-1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1
JLRX,J,0.65,0,3,-7.52,-1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,-1,-1,-1,1,-1
JLRX,L,0.1,0,0,-9.120000000000001,1,-1,-1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,1
JLRX,L,0.1,0,1,-10.719999999999999,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,1
JLRX,L,0.1,0,2,-10.719999999999999,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,1
JLRX,L,0.2,0,0,-5.760000000000001,1,-1,1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,-1,-1,-1,1,1,1,1,1
JLRX,L,0.2,0,1,-10.719999999999999,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,1
JLRX,L,0.2,0,2,-10.719999999999999,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,1
JLRX,L,0.3,0,0,-2.56,1,-1,1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,-1,1,1,1,-1,1,1,1
JLRX,L,0.3,0,1,-8.48,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,-1,-1,1,1,-1,1,1
JLRX,L,0.3,0,2,-10.719999999999999,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,1
JLRX,L,0.3,0,3,-10.719999999999999,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,1
JLRX,L,0.4,0,0,-0.16000000000000003,1,-1,1,-1,1,1,-1,-1,-1,1,1,-1,1,-1,1,1,1,-1,1,1,1,-1,1,1,1
JLRX,L,0.4,0,1,-6.4,1,-1,-1,-1,-1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1
JLRX,L,0.4,0,2,-6.720000000000001,1,-1,-1,-1,-1,1,-1,-1,-1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,1
JLRX,L,0.4,0,3,-7.68,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,1
JLRX,L,0.4,0,4,-7.68,1,-1,-1,-1,-1,1,-1,-1,-1,1,1,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,1
JLRX,L,0.4,0,5,-7.68,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,1
JLRX,L,0.45,0,0,0.96,1,-1,1,-1,1,-1,-1,1,-1,1,1,-1,1,-1,1,1,1,1,1,1,1,-1,1,1,1
JLRX,L,0.45,0,1,-10.719999999999999,-1,-1,-1,-1,-1,1,1,1,-1,1,1,1,1,-1,1,-1,1,1,-1,1,1,-1,-1,1,1
JLRX,L,0.45,0,2,-10.719999999999999,-1,-1,-1,-1,-1,1,1,1,-1,1,1,1,1,-1,1,-1,1,1,-1,1,1,-1,-1,1,1
JLRX,L,0.5,0,0,-1.1200000000000006,1,-1,1,-1,1,-1,-1,1,-1,1,1,-1,1,-1,1,-1,1,1,1,1,1,-1,-1,1,1
JLRX,L,0.5,0,1,-8.48,-1,-1,-1,-1,-1,1,1,1,1,1,-1,1,1,-1,1,-1,1,1,-1,1,1,-1,-1,1,1
JLRX,L,0.5,0,2,-10.719999999999999,-1,-1,-1,-1,-1,1,1,1,-1,1,1,1,1,-1,1,-1,1,1,-1,1,1,-1,-1,1,1
JLRX,L,0.5,0,3,-10.719999999999999,-1,-1,-1,-1,-1,1,1,1,-1,1,1,1,1,-1,1,-1,1,1,-1,1,1,-1,-1,1,1
JLRX,L,0.55,0,0,-3.3600000000000003,-1,-1,1,-1,1,-1,-1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,-1,-1,1,1
JLRX,L,0.55,0,1,-9.280000000000001,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,1,1,-1,1,-1,1,1,-1,1,1,-1,-1,1,1
JLRX,L,0.55,0,2,-10.719999999999999,-1,-1,-1,-1,-1,1,1,1,-1,1,1,1,1,-1,1,-1,1,1,-1,1,1,-1,-1,1,1
JLRX,L,0.55,0,3,-10.719999999999999,-1,-1,-1,-1,-1,1,1,1,-1,1,1,1,1,-1,1,-1,1,1,-1,1,1,-1,-1,1,1
JLRX,L,0.6,0,0,-3.3600000000000003,-1,-1,1,-1,1,-1,-1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,-1,-1,1,1
JLRX,L,0.6,0,1,-9.280000000000001,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,1,1,-1,1,-1,1,1,-1,1,1,-1,-1,1,1
JLRX,L,0.6,0,2,-10.719999999999999,-1,-1,-1,-1,-1,1,1,1,-1,1,1,1,1,-1,1,-1,1,1,-1,1,1,-1,-1,1,1
JLRX,L,0.6,0,3,-10.719999999999999,-1,-1,-1,-1,-1,1,1,1,-1,1,1,1,1,-1,1,-1,1,1,-1,1,1,-1,-1,1,1
JLRX,L,0.65,0,0,-3.3600000000000003,-1,-1,1,-1,1,-1,-1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,-1,-1,1,1
JLRX,L,0.65,0,1,-9.280000000000001,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,1,1,-1,1,-1,1,1,-1,1,1,-1,-1,1,1
JLRX,L,0.65,0,2,-10.719999999999999,-1,-1,-1,-1,-1,1,1,1,-1,1,1,1,1,-1,1,-1,1,1,-1,1,1,-1,-1,1,1
JLRX,L,0.65,0,3,-10.719999999999999,-1,-1,-1,-1,-1,1,1,1,-1,1,1,1,1,-1,1,-1,1,1,-1,1,1,-1,-1,1,1
JLRX,R,0.1,0,0,-9.600000000000001,1,1,1,1,-1,1,-1,-1,-1,-1,1,1,1,1,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
JLRX,R,0.1,0,1,-10.879999999999999,1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,1,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
JLRX,R,0.1,0,2,-10.879999999999999,1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,1,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
JLRX,R,0.2,0,0,-6.24,1,1,-1,1,-1,1,-1,-1,-1,-1,1,1,1,1,-1,1,1,-1,1,-1,1,-1,-1,-1,1
JLRX,R,0.2,0,1,-10.879999999999999,1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,1,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
JLRX,R,0.2,0,2,-10.879999999999999,1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,1,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
JLRX,R,0.3,0,0,-2.4000000000000004,1,1,-1,1,-1,1,-1,-1,-1,-1,1,1,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,1
JLRX,R,0.3,0,1,-10.879999999999999,1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,1,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
JLRX,R,0.3,0,2,-10.879999999999999,1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,1,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
JLRX,R,0.4,0,0,0.32000000000000006,1,1,-1,1,1,1,-1,-1,-1,-1,1,1,-1,1,1,1,1,-1,-1,1,1,1,-1,-1,1
JLRX,R,0.4,0,1,-8.48,1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,1,-1,1,-1,-1,1,-1,1,-1,1,1,1
JLRX,R,0.4,0,2,-10.879999999999999,1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,1,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
JLRX,R,0.4,0,3,-10.879999999999999,1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,1,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
JLRX,R,0.45,0,0,1.44,1,1,-1,1,1,-1,-1,1,-1,-1,1,1,-1,1,1,1,1,1,-1,1,1,1,-1,-1,1
JLRX,R,0.45,0,1,-7.040000000000001,-1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,-1,-1,1,-1,1,-1,-1,1,1,-1
JLRX,R,0.45,0,2,-7.84,-1,1,1,1,-1,1,-1,1,-1,1,1,1,-1,1,1,1,1,1,-1,1,-1,1,-1,1,-1
JLRX,R,0.45,0,3,-10.559999999999999,-1,1,1,1,-1,1,-1,1,-1,1,1,1,-1,1,1,1,-1,1,-1,1,-1,1,1,1,-1
JLRX,R,0.45,0,4,-10.559999999999999,-1,1,1,1,-1,1,-1,1,-1,1,1,1,-1,1,1,1,-1,1,-1,1,-1,1,1,1,-1
JLRX,R,0.5,0,0,1.28,1,1,-1,1,1,-1,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,-1,1,1,1,1,-1,1
JLRX,R,0.5,0,1,-4.32,-1,-1,1,-1,-1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,1,-1,1,-1,1,1,1,-1
JLRX,R,0.5,0,2,-6.880000000000001,-1,1,-1,1,-1,1,-1,1,-1,1,1,1,-1,1,1,-1,1,1,-1,1,-1,1,1,1,-1
JLRX,R,0.5,0,3,-8.959999999999999,-1,1,1,1,-1,1,1,1,-1,1,1,1,-1,1,1,1,-1,1,-1,1,-1,1,1,1,-1
JLRX,R,0.5,0,4,-10.559999999999999,-1,1,1,1,-1,1,-1,1,-1,1,1,1,-1,1,1,1,-1,1,-1,1,-1,1,1,1,-1
JLRX,R,0.5,0,5,-10.559999999999999,-1,1,1,1,-1,1,-1,1,-1,1,1,1,-1,1,1,1,-1,1,-1,1,-1,1,1,1,-1
JLRX,R,0.55,0,0,1.942890293094024e-16,-1,1,-1,1,1,-1,-1,1,1,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,1,-1,1
JLRX,R,0.55,0,1,-9.120000000000001,-1,-1,1,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,1,-1
JLRX,R,0.55,0,2,-10.879999999999999,-1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,1,-1
JLRX,R,0.55,0,3,-10.879999999999999,-1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,1,-1
JLRX,R,0.6,0,0,1.942890293094024e-16,-1,1,-1,1,1,-1,-1,1,1,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,1,-1,1
JLRX,R,0.6,0,1,-9.120000000000001,-1,-1,1,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,1,-1
JLRX,R,0.6,0,2,-10.879999999999999,-1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,1,-1
JLRX,R,0.6,0,3,-10.879999999999999,-1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,1,-1
JLRX,R,0.65,0,0,1.942890293094024e-16,-1,1,-1,1,1,-1,-1,1,1,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,1,-1,1
JLRX,R,0.65,0,1,-9.120000000000001,-1,-1,1,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,1,-1
JLRX,R,0.65,0,2,-10.879999999999999,-1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,1,-1
JLRX,R,0.65,0,3,-10.879999999999999,-1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,1,-1
JLRX,X,0.1,0,0,-8.64,1,-1,-1,-1,1,-1,1,-1,1,1,-1,-1,1,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,1
JLRX,X,0.1,0,1,-10.559999999999999,1,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,1
JLRX,X,0.1,0,2,-10.559999999999999,1,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,1
JLRX,X,0.2,0,0,-5.92,1,-1,1,-1,1,-1,1,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1
JLRX,X,0.2,0,1,-10.559999999999999,1,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,1
JLRX,X,0.2,0,2,-10.559999999999999,1,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,1
JLRX,X,0.3,0,0,-1.44,1,-1,1,-1,1,-1,1,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,1
JLRX,X,0.3,0,1,-10.559999999999999,1,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,1
JLRX,X,0.3,0,2,-10.559999999999999,1,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,1
JLRX,X,0.4,0,0,0.64,1,-1,1,-1,-1,-1,1,-1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,-1,-1,1
JLRX,X,0.4,0,1,-7.840000000000001,1,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,1,-1,1,1,1
JLRX,X,0.4,0,2,-10.559999999999999,1,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,1
JLRX,X,0.4,0,3,-10.559999999999999,1,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,1
JLRX,X,0.45,0,0,0.48,1,-1,1,-1,-1,1,1,1,1,1,-1,-1,-1,-1,1,-1,-1,1,-1,1,1,1,-1,-1,1
JLRX,X,0.45,0,1,-6.08,-1,-1,-1,-1,1,-1,1,1,-1,-1,1,1,1,-1,1,-1,1,1,-1,1,1,-1,1,1,-1
JLRX,X,0.45,0,2,-7.84,-1,-1,-1,-1,-1,1,1,1,1,1,-1,1,1,-1,1,-1,1,1,-1,1,-1,-1,-1,1,1
JLRX,X,0.45,0,3,-8.48,-1,-1,-1,-1,1,-1,1,1,-1,1,1,1,1,-1,1,-1,1,1,-1,1,1,-1,-1,1,1
JLRX,X,0.45,0,4,-10.719999999999999,-1,-1,-1,-1,-1,1,1,1,-1,1,1,1,1,-1,1,-1,1,1,-1,1,1,-1,-1,1,1
JLRX,X,0.45,0,5,-10.719999999999999,-1,-1,-1,-1,-1,1,1,1,-1,1,1,1,1,-1,1,-1,1,1,-1,1,1,-1,-1,1,1
JLRX,X,0.5,0,0,0.6400000000000001,1,-1,1,-1,-1,1,1,1,1,1,-1,-1,-1,-1,1,1,-1,1,-1,1,1,1,1,-1,1
JLRX,X,0.5,0,1,-6.720000000000001,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,1,-1
JLRX,X,0.5,0,2,-7.68,-1,-1,-1,-1,-1,1,1,1,-1,-1,1,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,1,-1
JLRX,X,0.5,0,3,-7.68,-1,-1,-1,-1,-1,1,1,1,-1,-1,1,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,1,-1
JLRX,X,0.55,0,0,-1.5999999999999996,-1,-1,1,-1,-1,1,1,1,-1,1,-1,1,-1,-1,1,1,-1,1,-1,1,1,1,1,-1,1
JLRX,X,0.55,0,1,-7.36,-1,-1,-1,-1,-1,1,-1,1,-1,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,1,1,1,-1
JLRX,X,0.55,0,2,-8.32,-1,-1,-1,-1,-1,1,1,1,-1,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,1,1,1,-1
JLRX,X,0.55,0,3,-8.32,-1,-1,-1,-1,-1,1,1,1,-1,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,1,1,1,-1
JLRX,X,0.6,0,0,-1.5999999999999996,-1,-1,1,-1,-1,1,1,1,-1,1,-1,1,-1,-1,1,1,-1,1,-1,1,1,1,1,-1,1
JLRX,X,0.6,0,1,-7.36,-1,-1,-1,-1,-1,1,-1,1,-1,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,1,1,1,-1
JLRX,X,0.6,0,2,-8.32,-1,-1,-1,-1,-1,1,1,1,-1,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,1,1,1,-1
JLRX,X,0.6,0,3,-8.32,-1,-1,-1,-1,-1,1,1,1,-1,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,1,1,1,-1
JLRX,X,0.65,0,0,-1.5999999999999996,-1,-1,1,-1,-1,1,1,1,-1,1,-1,1,-1,-1,1,1,-1,1,-1,1,1,1,1,-1,1
JLRX,X,0.65,0,1,-7.36,-1,-1,-1,-1,-1,1,-1,1,-1,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,1,1,1,-1
JLRX,X,0.65,0,2,-8.32,-1,-1,-1,-1,-1,1,1,1,-1,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,1,1,1,-1
JLRX,X,0.65,0,3,-8.32,-1,-1,-1,-1,-1,1,1,1,-1,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,1,1,1,-1
AJKU,A,0.1,0,0,-9.440000000000001,-1,1,1,1,-1,1,-1,-1,-1,-1,1,1,1,1,1,1,-1,-1,-1,1,1,-1,-1,-1,1
AJKU,A,0.1,0,1,-11.200000000000001,-1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,1,1,-1,-1,-1,1
AJKU,A,0.1,0,2,-11.200000000000001,-1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,1,1,-1,-1,-1,1
AJKU,A,0.2,0,0,-6.880000000000001,-1,1,-1,1,-1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1,1
AJKU,A,0.2,0,1,-11.200000000000001,-1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,1,1,-1,-1,-1,1
AJKU,A,0.2,0,2,-11.200000000000001,-1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,1,1,-1,-1,-1,1
AJKU,A,0.3,0,0,-2.8800000000000003,-1,1,-1,1,-1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,1,-1,1,1,-1,-1,1
AJKU,A,0.3,0,1,-8.32,-1,1,1,1,-1,1,-1,-1,1,1,1,1,1,1,-1,1,-1,-1,-1,1,1,-1,-1,-1,1
AJKU,A,0.3,0,2,-11.200000000000001,-1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,1,1,-1,-1,-1,1
AJKU,A,0.3,0,3,-11.200000000000001,-1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,1,1,-1,-1,-1,1
AJKU,A,0.4,0,0,-1.2800000000000002,-1,1,-1,1,1,1,-1,-1,-1,-1,1,1,-1,1,-1,1,1,-1,1,-1,1,1,-1,-1,1
AJKU,A,0.4,0,1,-8.8,1,1,1,1,1,1,-1,-1,1,-1,1,1,1,1,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
AJKU,A,0.4,0,2,-8.8,1,1,1,1,1,1,-1,-1,1,-1,1,1,1,1,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
AJKU,A,0.45,0,0,-1.1102230246251565e-16,-1,1,-1,1,1,-1,-1,1,-1,-1,1,1,-1,1,-1,1,1,1,1,-1,1,1,-1,-1,1
AJKU,A,0.45,0,1,-7.200000000000001,-1,1,1,1,-1,-1,1,-1,1,-1,-1,1,1,1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1
AJKU,A,0.45,0,2,-7.68,-1,1,1,1,-1,-1,-1,1,1,-1,-1,1,1,1,-1,1,1,1,1,-1,1,-1,-1,-1,1
AJKU,A,0.45,0,3,-10.56,-1,1,1,1,-1,-1,1,1,1,-1,-1,1,1,1,-1,-1,1,1,1,-1,1,-1,-1,-1,1
AJKU,A,0.45,0,4,-10.56,-1,1,1,1,-1,-1,1,1,1,-1,-1,1,1,1,-1,-1,1,1,1,-1,1,-1,-1,-1,1
AJKU,A,0.5,0,0,0.0,-1,1,-1,1,1,-1,-1,1,-1,-1,1,1,-1,1,-1,-1,1,1,1,-1,1,1,1,-1,1
AJKU,A,0.5,0,1,-7.200000000000001,-1,1,1,1,-1,-1,1,1,1,-1,-1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1
AJKU,A,0.5,0,2,-7.200000000000001,-1,1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1,-1,-1,1,1,1,-1,1,1,1,-1,1
AJKU,A,0.5,0,3,-7.200000000000001,-1,1,1,1,-1,-1,1,1,1,-1,-1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1
AJKU,A,0.55,0,0,-2.24,1,1,-1,1,1,-1,-1,1,1,-1,1,-1,-1,1,-1,-1,1,1,1,-1,1,1,1,-1,1
AJKU,A,0.55,0,1,-10.24,1,1,1,1,1,-1,1,1,1,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,-1,1,1,-1,-1
AJKU,A,0.55,0,2,-10.56,1,1,1,1,1,-1,1,1,1,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,-1,1,1,1,-1
AJKU,A,0.55,0,3,-10.56,1,1,1,1,1,-1,1,1,1,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,-1,1,1,1,-1
AJKU,A,0.6,0,0,-2.24,1,1,-1,1,1,-1,-1,1,1,-1,1,-1,-1,1,-1,-1,1,1,1,-1,1,1,1,-1,1
AJKU,A,0.6,0,1,-10.24,1,1,1,1,1,-1,1,1,1,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,-1,1,1,-1,-1
AJKU,A,0.6,0,2,-10.56,1,1,1,1,1,-1,1,1,1,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,-1,1,1,1,-1
AJKU,A,0.6,0,3,-10.56,1,1,1,1,1,-1,1,1,1,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,-1,1,1,1,-1
AJKU,A,0.65,0,0,-2.24,1,1,-1,1,1,-1,-1,1,1,-1,1,-1,-1,1,-1,-1,1,1,1,-1,1,1,1,-1,1
AJKU,A,0.65,0,1,-10.24,1,1,1,1,1,-1,1,1,1,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,-1,1,1,-1,-1
AJKU,A,0.65,0,2,-10.56,1,1,1,1,1,-1,1,1,1,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,-1,1,1,1,-1
AJKU,A,0.65,0,3,-10.56,1,1,1,1,1,-1,1,1,1,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,-1,1,1,1,-1
AJKU,J,0.1,0,0,-8.96,1,1,1,1,1,-1,-1,-1,1,1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,1,1,-1,-1
AJKU,J,0.1,0,1,-11.040000000000001,1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,1,1,-1,-1
AJKU,J,0.1,0,2,-11.040000000000001,1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,1,1,-1,-1
AJKU,J,0.2,0,0,-6.4,1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,1,1,-1,-1
AJKU,J,0.2,0,1,-11.040000000000001,1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,1,1,-1,-1
AJKU,J,0.2,0,2,-11.040000000000001,1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,1,1,-1,-1
AJKU,J,0.3,0,0,-2.08,1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,-1,-1,1,-1,-1
AJKU,J,0.3,0,1,-11.040000000000001,1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,1,1,-1,-1
AJKU,J,0.3,0,2,-11.040000000000001,1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,1,1,-1,-1
AJKU,J,0.4,0,0,-0.16000000000000014,1,1,-1,1,-1,-1,-1,-1,1,1,-1,-1,1,1,1,1,1,-1,-1,1,-1,-1,1,-1,-1
AJKU,J,0.4,0,1,-6.4,-1,1,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,1,-1,-1
AJKU,J,0.4,0,2,-7.360000000000001,1,1,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1
AJKU,J,0.4,0,3,-7.360000000000001,1,1,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1
AJKU,J,0.45,0,0,0.7999999999999999,1,1,-1,1,-1,1,-1,1,1,1,-1,-1,1,1,1,1,1,1,-1,1,-1,-1,1,-1,-1
AJKU,J,0.45,0,1,-6.4,-1,1,1,1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,-1,1,1,1,-1
AJKU,J,0.45,0,2,-10.72,-1,1,1,1,-1,-1,1,1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,1,-1,1,1,1,-1
AJKU,J,0.45,0,3,-10.72,-1,1,1,1,-1,-1,1,1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,1,-1,1,1,1,-1
AJKU,J,0.5,0,0,0.48000000000000004,1,1,-1,1,-1,1,-1,1,1,1,-1,-1,1,1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1
AJKU,J,0.5,0,1,-7.359999999999999,-1,1,1,1,-1,-1,1,1,-1,1,-1,1,-1,1,1,-1,1,1,-1,1,1,1,1,1,1
AJKU,J,0.5,0,2,-7.359999999999999,-1,1,1,1,-1,-1,1,1,-1,1,-1,-1,1,1,1,-1,1,1,-1,1,-1,-1,-1,1,-1
AJKU,J,0.5,0,3,-7.359999999999999,-1,1,1,1,-1,-1,1,1,-1,1,-1,1,-1,1,1,-1,1,1,-1,1,1,1,1,1,1
AJKU,J,0.55,0,0,-3.36,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,1,1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1
