i,j,Area,GDP,Inflation,Life.expect,Military,Pop.growth,Unemployment
0,0,0.3475679567579718,0.6413832372833336,-0.6231266815254001,0.32955308986952264,0.09335124154615113,0.17350251151987436,-0.6273909923932838
0,1,-0.36422441322148025,-0.07475417423867475,-0.41464385906703516,-0.058108786114773006,0.0070882517699542525,-0.26200432325643747,0.11751917225939935
0,2,-0.21581237802010786,0.2227515981122153,0.0796818357897057,0.2018000727505862,-0.4103073971927962,-0.13196450749763036,-0.48005536502409724
1,0,-0.36486319007175305,-0.05443583219446644,-0.4292346880344925,-0.04112713227235954,0.010120279706761165,-0.23885792117660037,0.10813447744221383
1,1,0.27031728548285855,-0.040863963465005544,-0.09906847401836293,0.44134270713682255,0.06412955079301576,0.15807974314202194,-0.147548014723363
1,2,-0.263133886344185,-0.4397914416578048,0.3397098144958972,-0.6402227241403686,-0.2606675953239804,-0.6146411003198287,0.23135691429510413
2,0,-0.331570700747856,0.32846680311804705,-0.330663127575198,0.4094436293955524,-0.03061175892281359,0.28142129037271296,-0.526947906333736
2,1,0.4020042714510132,0.1765215780349262,-0.22387892469929757,0.2699671484836116,-0.074092489814798,-0.2513227582394652,-0.3514247110602961
2,2,0.1466679199119065,0.10358917276582309,0.34966086999785173,0.24219455283796412,0.49734407852113144,0.2857579999264563,-0.1657060667782304
