group,p,letter,noise,sample_idx,seed,target_idx,motivo,iters,outcome,convergio_a,hamming_input_target,hamming_output_target,hamming_input_output,energia_inicial,energia_final
JLRTVX,6,L,0.1,26,27,1,stable,2,TP,L,2,0,2,-7.6800000000000015,-10.400000000000002
JLRTVX,6,L,0.1,27,28,1,stable,3,TP,L,5,0,5,-3.2,-10.400000000000002
JLRTVX,6,L,0.1,28,29,1,stable,2,TP,L,4,0,4,-4.800000000000001,-10.400000000000002
JLRTVX,6,L,0.1,29,30,1,stable,2,TP,L,2,0,2,-7.040000000000001,-10.400000000000002
JLRTVX,6,L,0.15,0,1,1,stable,3,TP,L,3,0,3,-6.24,-10.400000000000002
JLRTVX,6,L,0.15,1,2,1,stable,2,TP,L,2,0,2,-6.24,-10.400000000000002
JLRTVX,6,L,0.15,2,3,1,stable,3,TP,L,4,0,4,-4.800000000000001,-10.400000000000002
JLRTVX,6,L,0.15,3,4,1,stable,3,TP,L,2,0,2,-7.84,-10.400000000000002
JLRTVX,6,L,0.15,4,5,1,stable,2,TP,L,5,0,5,-2.2399999999999998,-10.400000000000002
JLRTVX,6,L,0.15,5,6,1,cycle,4,CICLO,,5,6,5,-4.4799999999999995,-8.96
JLRTVX,6,L,0.15,6,7,1,stable,3,TP,L,3,0,3,-5.6,-10.400000000000002
JLRTVX,6,L,0.15,7,8,1,stable,2,TP,L,2,0,2,-7.040000000000001,-10.400000000000002
JLRTVX,6,L,0.15,8,9,1,stable,3,TP,L,3,0,3,-5.44,-10.400000000000002
JLRTVX,6,L,0.15,9,10,1,stable,4,TP,L,4,0,4,-4.640000000000001,-10.400000000000002
JLRTVX,6,L,0.15,10,11,1,stable,3,TP,L,6,0,6,-1.4400000000000002,-10.400000000000002
JLRTVX,6,L,0.15,11,12,1,stable,2,TP,L,4,0,4,-3.3599999999999994,-10.400000000000002
JLRTVX,6,L,0.15,12,13,1,stable,2,TP,L,4,0,4,-3.52,-10.400000000000002
JLRTVX,6,L,0.15,13,14,1,stable,2,TP,L,1,0,1,-8.8,-10.400000000000002
JLRTVX,6,L,0.15,14,15,1,stable,2,TP,L,3,0,3,-4.640000000000001,-10.400000000000002
JLRTVX,6,L,0.15,15,16,1,stable,3,TP,L,4,0,4,-4.48,-10.400000000000002
JLRTVX,6,L,0.15,16,17,1,stable,4,TP,L,4,0,4,-6.239999999999999,-10.400000000000002
JLRTVX,6,L,0.15,17,18,1,cycle,5,CICLO,,5,7,8,-4.8,-9.44
JLRTVX,6,L,0.15,18,19,1,stable,4,TP,L,3,0,3,-6.08,-10.400000000000002
JLRTVX,6,L,0.15,19,20,1,stable,3,TP,L,8,0,8,0.8,-10.400000000000002
JLRTVX,6,L,0.15,20,21,1,stable,2,TP,L,3,0,3,-5.279999999999999,-10.400000000000002
JLRTVX,6,L,0.15,21,22,1,stable,3,TP,L,5,0,5,-3.04,-10.400000000000002
JLRTVX,6,L,0.15,22,23,1,stable,4,TP,L,4,0,4,-4.960000000000001,-10.400000000000002
JLRTVX,6,L,0.15,23,24,1,stable,3,TP,L,4,0,4,-3.6799999999999997,-10.400000000000002
JLRTVX,6,L,0.15,24,25,1,stable,4,TP,L,5,0,5,-2.88,-10.400000000000002
JLRTVX,6,L,0.15,25,26,1,stable,2,TP,L,1,0,1,-8.48,-10.400000000000002
JLRTVX,6,L,0.15,26,27,1,stable,2,TP,L,3,0,3,-5.44,-10.400000000000002
JLRTVX,6,L,0.15,27,28,1,stable,5,TP,L,6,0,6,-3.5200000000000005,-10.400000000000002
JLRTVX,6,L,0.15,28,29,1,stable,4,TP,L,5,0,5,-4.32,-10.400000000000002
JLRTVX,6,L,0.15,29,30,1,stable,2,TP,L,3,0,3,-4.799999999999999,-10.400000000000002
JLRTVX,6,L,0.2,0,1,1,stable,3,TP,L,3,0,3,-6.24,-10.400000000000002
JLRTVX,6,L,0.2,1,2,1,stable,5,COMPLEMENT,-T,5,11,10,-3.52,-11.36
JLRTVX,6,L,0.2,2,3,1,stable,3,TP,L,5,0,5,-3.2,-10.400000000000002
JLRTVX,6,L,0.2,3,4,1,stable,2,TP,L,4,0,4,-4.8,-10.400000000000002
JLRTVX,6,L,0.2,4,5,1,stable,2,TP,L,5,0,5,-2.2399999999999998,-10.400000000000002
JLRTVX,6,L,0.2,5,6,1,cycle,6,CICLO,,6,6,6,-4.640000000000001,-8.96
JLRTVX,6,L,0.2,6,7,1,stable,5,TP,L,4,0,4,-5.119999999999999,-10.400000000000002
JLRTVX,6,L,0.2,7,8,1,stable,4,TP,L,5,0,5,-2.56,-10.400000000000002
JLRTVX,6,L,0.2,8,9,1,stable,3,TP,L,3,0,3,-5.44,-10.400000000000002
JLRTVX,6,L,0.2,9,10,1,stable,4,TP,L,4,0,4,-4.640000000000001,-10.400000000000002
JLRTVX,6,L,0.2,10,11,1,stable,3,TP,L,6,0,6,-1.4400000000000002,-10.400000000000002
JLRTVX,6,L,0.2,11,12,1,stable,6,FP,J,7,12,11,-1.6000000000000003,-11.36
JLRTVX,6,L,0.2,12,13,1,stable,2,TP,L,4,0,4,-3.52,-10.400000000000002
JLRTVX,6,L,0.2,13,14,1,stable,2,TP,L,1,0,1,-8.8,-10.400000000000002
JLRTVX,6,L,0.2,14,15,1,stable,2,TP,L,3,0,3,-4.640000000000001,-10.400000000000002
JLRTVX,6,L,0.2,15,16,1,stable,5,FP,J,7,12,9,-2.2399999999999998,-11.36
JLRTVX,6,L,0.2,16,17,1,stable,4,TP,L,7,0,7,-0.9600000000000004,-10.400000000000002
JLRTVX,6,L,0.2,17,18,1,cycle,5,CICLO,,5,7,8,-4.8,-9.44
JLRTVX,6,L,0.2,18,19,1,stable,4,TP,L,3,0,3,-6.08,-10.400000000000002
JLRTVX,6,L,0.2,19,20,1,stable,3,TP,L,8,0,8,0.8,-10.400000000000002
JLRTVX,6,L,0.2,20,21,1,stable,5,TP,L,5,0,5,-2.72,-10.400000000000002
JLRTVX,6,L,0.2,21,22,1,stable,6,FP,R,7,11,8,-1.5999999999999999,-9.92
JLRTVX,6,L,0.2,22,23,1,stable,4,TP,L,4,0,4,-4.960000000000001,-10.400000000000002
JLRTVX,6,L,0.2,23,24,1,stable,7,TP,L,5,0,5,-2.88,-10.400000000000002
JLRTVX,6,L,0.2,24,25,1,stable,3,TP,L,7,0,7,-0.1600000000000003,-10.400000000000002
JLRTVX,6,L,0.2,25,26,1,stable,2,TP,L,3,0,3,-5.4399999999999995,-10.400000000000002
JLRTVX,6,L,0.2,26,27,1,stable,5,COMPLEMENT,-T,5,11,10,-3.52,-11.36
JLRTVX,6,L,0.2,27,28,1,stable,7,TP,L,7,0,7,-2.08,-10.400000000000002
JLRTVX,6,L,0.2,28,29,1,cycle,4,CICLO,,6,5,5,-3.6799999999999997,-9.28
JLRTVX,6,L,0.2,29,30,1,stable,2,TP,L,4,0,4,-3.1999999999999997,-10.400000000000002
JLRTVX,6,L,0.25,0,1,1,stable,3,TP,L,4,0,4,-6.4,-10.400000000000002
JLRTVX,6,L,0.25,1,2,1,stable,5,COMPLEMENT,-T,5,11,10,-3.52,-11.36
JLRTVX,6,L,0.25,2,3,1,stable,3,TP,L,6,0,6,-1.9200000000000004,-10.400000000000002
JLRTVX,6,L,0.25,3,4,1,stable,2,TP,L,4,0,4,-4.8,-10.400000000000002
JLRTVX,6,L,0.25,4,5,1,stable,2,TP,L,6,0,6,-0.64,-10.400000000000002
JLRTVX,6,L,0.25,5,6,1,cycle,6,CICLO,,7,6,7,-2.7199999999999998,-8.96
JLRTVX,6,L,0.25,6,7,1,stable,6,TP,L,6,0,6,-3.2,-10.400000000000002
JLRTVX,6,L,0.25,7,8,1,stable,6,TP,L,6,0,6,-1.5999999999999994,-10.400000000000002
JLRTVX,6,L,0.25,8,9,1,stable,3,TP,L,3,0,3,-5.44,-10.400000000000002
JLRTVX,6,L,0.25,9,10,1,stable,8,TP,L,6,0,6,-2.72,-10.400000000000002
JLRTVX,6,L,0.25,10,11,1,stable,5,TP,L,7,0,7,-0.32,-10.400000000000002
JLRTVX,6,L,0.25,11,12,1,stable,4,FP,J,8,12,10,-1.92,-11.36
JLRTVX,6,L,0.25,12,13,1,stable,3,TP,L,5,0,5,-2.88,-10.400000000000002
JLRTVX,6,L,0.25,13,14,1,stable,3,TP,L,2,0,2,-7.68,-10.400000000000002
JLRTVX,6,L,0.25,14,15,1,stable,2,TP,L,4,0,4,-3.0400000000000005,-10.400000000000002
JLRTVX,6,L,0.25,15,16,1,stable,5,FP,J,7,12,9,-2.2399999999999998,-11.36
JLRTVX,6,L,0.25,16,17,1,cycle,5,CICLO,,8,5,9,-0.48000000000000037,-9.120000000000001
JLRTVX,6,L,0.25,17,18,1,cycle,5,CICLO,,5,7,8,-4.8,-9.44
JLRTVX,6,L,0.25,18,19,1,stable,4,TP,L,3,0,3,-6.08,-10.400000000000002
JLRTVX,6,L,0.25,19,20,1,stable,3,TP,L,8,0,8,0.8,-10.400000000000002
JLRTVX,6,L,0.25,20,21,1,stable,5,TP,L,7,0,7,0.16000000000000025,-10.400000000000002
JLRTVX,6,L,0.25,21,22,1,stable,6,COMPLEMENT,-T,8,11,11,-0.32,-11.36
JLRTVX,6,L,0.25,22,23,1,stable,3,TP,L,6,0,6,-1.4400000000000002,-10.400000000000002
JLRTVX,6,L,0.25,23,24,1,stable,7,TP,L,5,0,5,-2.88,-10.400000000000002
JLRTVX,6,L,0.25,24,25,1,stable,7,TP,L,9,0,9,1.6,-10.400000000000002
JLRTVX,6,L,0.25,25,26,1,stable,4,TP,L,6,0,6,-3.52,-10.400000000000002
JLRTVX,6,L,0.25,26,27,1,stable,5,COMPLEMENT,-T,5,11,10,-3.52,-11.36
JLRTVX,6,L,0.25,27,28,1,stable,5,TP,L,8,0,8,1.3877787807814457e-16,-10.400000000000002
JLRTVX,6,L,0.25,28,29,1,stable,6,TP,L,7,0,7,-2.2399999999999993,-10.400000000000002
JLRTVX,6,L,0.25,29,30,1,stable,2,TP,L,5,0,5,-2.08,-10.400000000000002
JLRTVX,6,L,0.3,0,1,1,cycle,3,CICLO,,6,4,6,-4.16,-8.0
JLRTVX,6,L,0.3,1,2,1,cycle,6,CICLO,,8,14,8,-3.2,-9.12
JLRTVX,6,L,0.3,2,3,1,cycle,5,CICLO,,9,11,10,0.15999999999999998,-10.56
JLRTVX,6,L,0.3,3,4,1,stable,2,TP,L,4,0,4,-4.8,-10.400000000000002
JLRTVX,6,L,0.3,4,5,1,stable,3,TP,L,8,0,8,1.12,-10.400000000000002
JLRTVX,6,L,0.3,5,6,1,cycle,6,CICLO,,7,6,7,-2.7199999999999998,-8.96
JLRTVX,6,L,0.3,6,7,1,cycle,5,CICLO,,8,5,9,-0.6399999999999997,-9.28
JLRTVX,6,L,0.3,7,8,1,stable,6,TP,L,9,0,9,0.16000000000000025,-10.400000000000002
JLRTVX,6,L,0.3,8,9,1,stable,4,TP,L,6,0,6,-2.08,-10.400000000000002
JLRTVX,6,L,0.3,9,10,1,stable,8,TP,L,6,0,6,-2.72,-10.400000000000002
JLRTVX,6,L,0.3,10,11,1,cycle,3,CICLO,,8,4,12,0.8,-7.04
JLRTVX,6,L,0.3,11,12,1,stable,5,FP,J,11,12,9,-0.48000000000000004,-11.36
JLRTVX,6,L,0.3,12,13,1,cycle,5,CICLO,,7,13,12,-2.2399999999999993,-10.4
JLRTVX,6,L,0.3,13,14,1,stable,3,TP,L,3,0,3,-6.5600000000000005,-10.400000000000002
JLRTVX,6,L,0.3,14,15,1,stable,2,TP,L,4,0,4,-3.0400000000000005,-10.400000000000002
JLRTVX,6,L,0.3,15,16,1,cycle,6,CICLO,,9,12,9,4.440892098500626e-16,-10.399999999999999
JLRTVX,6,L,0.3,16,17,1,cycle,5,CICLO,,9,7,10,0.4799999999999999,-9.44
JLRTVX,6,L,0.3,17,18,1,cycle,6,CICLO,,6,7,7,-4.16,-9.44
JLRTVX,6,L,0.3,18,19,1,stable,4,TP,L,4,0,4,-5.44,-10.400000000000002
JLRTVX,6,L,0.3,19,20,1,stable,5,FN,,10,12,8,-0.6400000000000002,-11.2
JLRTVX,6,L,0.3,20,21,1,stable,5,FP,J,8,12,10,0.16000000000000014,-11.36
JLRTVX,6,L,0.3,21,22,1,stable,6,COMPLEMENT,-T,8,11,11,-0.32,-11.36
JLRTVX,6,L,0.3,22,23,1,stable,3,TP,L,6,0,6,-1.4400000000000002,-10.400000000000002
JLRTVX,6,L,0.3,23,24,1,stable,7,TP,L,5,0,5,-2.88,-10.400000000000002
JLRTVX,6,L,0.3,24,25,1,stable,7,TP,L,10,0,10,1.1199999999999999,-10.400000000000002
JLRTVX,6,L,0.3,25,26,1,stable,3,TP,L,7,0,7,-2.2400000000000007,-10.400000000000002
JLRTVX,6,L,0.3,26,27,1,stable,4,COMPLEMENT,-T,7,11,10,-2.0800000000000005,-11.36
JLRTVX,6,L,0.3,27,28,1,stable,5,TP,L,8,0,8,1.3877787807814457e-16,-10.400000000000002
JLRTVX,6,L,0.3,28,29,1,cycle,5,CICLO,,9,9,10,-0.9600000000000001,-9.759999999999998
JLRTVX,6,L,0.3,29,30,1,stable,3,TP,L,6,0,6,-0.7999999999999998,-10.400000000000002
JLRTVX,6,L,0.35,0,1,1,cycle,3,CICLO,,9,8,9,-2.0800000000000005,-8.0
JLRTVX,6,L,0.35,1,2,1,stable,4,FN,,10,14,10,-1.5999999999999996,-10.559999999999999
JLRTVX,6,L,0.35,2,3,1,cycle,6,CICLO,,10,6,8,1.44,-8.96
JLRTVX,6,L,0.35,3,4,1,stable,2,TP,L,4,0,4,-4.8,-10.400000000000002
JLRTVX,6,L,0.35,4,5,1,stable,3,TP,L,8,0,8,1.12,-10.400000000000002
JLRTVX,6,L,0.35,5,6,1,stable,11,TP,L,9,0,9,-0.4800000000000001,-10.400000000000002
JLRTVX,6,L,0.35,6,7,1,stable,5,FN,,10,13,7,-0.8000000000000003,-11.2
JLRTVX,6,L,0.35,7,8,1,stable,8,TP,L,11,0,11,1.92,-10.400000000000002
JLRTVX,6,L,0.35,8,9,1,stable,6,TP,L,7,0,7,-0.96,-10.400000000000002
JLRTVX,6,L,0.35,9,10,1,stable,5,TP,L,8,0,8,-0.32,-10.400000000000002
JLRTVX,6,L,0.35,10,11,1,cycle,3,CICLO,,8,4,12,0.8,-7.04
JLRTVX,6,L,0.35,11,12,1,stable,4,FP,J,12,12,8,-0.31999999999999984,-11.36
JLRTVX,6,L,0.35,12,13,1,cycle,5,CICLO,,7,13,12,-2.2399999999999993,-10.4
JLRTVX,6,L,0.35,13,14,1,stable,3,TP,L,3,0,3,-6.5600000000000005,-10.400000000000002
JLRTVX,6,L,0.35,14,15,1,stable,6,FP,J,7,12,11,-2.4000000000000004,-11.36
JLRTVX,6,L,0.35,15,16,1,stable,4,FP,J,10,12,10,-0.6399999999999998,-11.36
JLRTVX,6,L,0.35,16,17,1,cycle,5,CICLO,,9,7,10,0.4799999999999999,-9.44
JLRTVX,6,L,0.35,17,18,1,stable,4,FN,,7,8,9,-2.88,-10.08
JLRTVX,6,L,0.35,18,19,1,cycle,7,CICLO,,6,7,9,-3.2,-9.44
JLRTVX,6,L,0.35,19,20,1,cycle,4,CICLO,,12,13,7,0.48000000000000015,-8.8
JLRTVX,6,L,0.35,20,21,1,cycle,7,CICLO,,9,13,12,0.96,-10.4
JLRTVX,6,L,0.35,21,22,1,stable,6,FN,,9,12,9,-1.12,-11.2
JLRTVX,6,L,0.35,22,23,1,stable,7,FN,,8,12,12,-0.1600000000000002,-11.2
JLRTVX,6,L,0.35,23,24,1,stable,4,FN,,7,12,7,-3.04,-11.2
JLRTVX,6,L,0.35,24,25,1,stable,7,TP,L,10,0,10,1.1199999999999999,-10.400000000000002
JLRTVX,6,L,0.35,25,26,1,stable,6,TP,L,9,0,9,-1.12,-10.400000000000002
JLRTVX,6,L,0.35,26,27,1,stable,4,FN,,11,14,7,0.1600000000000003,-10.559999999999999
JLRTVX,6,L,0.35,27,28,1,stable,3,FN,,12,11,7,0.4800000000000003,-10.559999999999999
JLRTVX,6,L,0.35,28,29,1,cycle,5,CICLO,,10,9,9,-1.44,-9.759999999999998
JLRTVX,6,L,0.35,29,30,1,stable,3,TP,L,7,0,7,-0.15999999999999992,-10.400000000000002
JLRTVX,6,L,0.4,0,1,1,cycle,3,CICLO,,9,8,9,-2.0800000000000005,-8.0
JLRTVX,6,L,0.4,1,2,1,stable,4,FN,,11,14,11,-0.1600000000000001,-10.559999999999999
JLRTVX,6,L,0.4,2,3,1,cycle,6,CICLO,,11,9,10,2.3999999999999995,-9.92
JLRTVX,6,L,0.4,3,4,1,stable,6,FN,,6,8,8,-2.5600000000000005,-10.08
JLRTVX,6,L,0.4,4,5,1,stable,7,FN,,10,8,10,1.92,-10.08
JLRTVX,6,L,0.4,5,6,1,stable,3,FP,R,11,11,8,-0.8,-9.92
JLRTVX,6,L,0.4,6,7,1,stable,5,FN,,10,13,7,-0.8000000000000003,-11.2
JLRTVX,6,L,0.4,7,8,1,stable,9,COMPLEMENT,-V,14,15,9,1.1199999999999999,-10.559999999999999
JLRTVX,6,L,0.4,8,9,1,stable,6,TP,L,7,0,7,-0.96,-10.400000000000002
JLRTVX,6,L,0.4,9,10,1,stable,5,TP,L,8,0,8,-0.32,-10.400000000000002
JLRTVX,6,L,0.4,10,11,1,stable,6,COMPLEMENT,-R,10,14,10,1.7599999999999998,-9.92
JLRTVX,6,L,0.4,11,12,1,stable,4,FP,J,12,12,8,-0.31999999999999984,-11.36
JLRTVX,6,L,0.4,12,13,1,cycle,5,CICLO,,7,13,12,-2.2399999999999993,-10.4
JLRTVX,6,L,0.4,13,14,1,stable,7,TP,L,5,0,5,-4.32,-10.400000000000002
JLRTVX,6,L,0.4,14,15,1,stable,4,TP,L,8,0,8,-0.6400000000000003,-10.400000000000002
JLRTVX,6,L,0.4,15,16,1,stable,3,FP,J,11,12,9,0.1599999999999998,-11.36
JLRTVX,6,L,0.4,16,17,1,cycle,4,CICLO,,11,12,7,0.48,-9.920000000000002
JLRTVX,6,L,0.4,17,18,1,stable,4,FN,,8,8,10,-0.48000000000000004,-10.08
JLRTVX,6,L,0.4,18,19,1,cycle,7,CICLO,,6,7,9,-3.2,-9.44
JLRTVX,6,L,0.4,19,20,1,cycle,4,CICLO,,12,13,7,0.48000000000000015,-8.8
JLRTVX,6,L,0.4,20,21,1,cycle,7,CICLO,,9,13,12,0.96,-10.4
JLRTVX,6,L,0.4,21,22,1,stable,4,FN,,12,14,10,-0.15999999999999986,-10.559999999999999
JLRTVX,6,L,0.4,22,23,1,stable,5,FN,,9,12,13,0.7999999999999996,-11.2
JLRTVX,6,L,0.4,23,24,1,stable,4,TP,L,9,0,9,0.6400000000000001,-10.400000000000002
JLRTVX,6,L,0.4,24,25,1,stable,4,FP,J,13,12,9,1.12,-11.36
JLRTVX,6,L,0.4,25,26,1,stable,6,TP,L,9,0,9,-1.12,-10.400000000000002
JLRTVX,6,L,0.4,26,27,1,stable,4,FN,,12,14,8,1.4400000000000002,-10.559999999999999
JLRTVX,6,L,0.4,27,28,1,stable,3,FN,,12,11,7,0.4800000000000003,-10.559999999999999
JLRTVX,6,L,0.4,28,29,1,stable,3,FN,,12,11,9,0.8,-10.559999999999999
JLRTVX,6,L,0.4,29,30,1,cycle,5,CICLO,,9,16,11,-0.48000000000000015,-9.759999999999998
JLRTVX,6,L,0.45,0,1,1,stable,6,FN,,12,12,10,1.44,-9.919999999999998
JLRTVX,6,L,0.45,1,2,1,stable,4,FN,,13,12,11,0.15999999999999998,-11.2
JLRTVX,6,L,0.45,2,3,1,stable,5,FP,T,13,14,11,2.4,-11.36
JLRTVX,6,L,0.45,3,4,1,stable,6,FN,,7,8,9,-2.24,-10.08
JLRTVX,6,L,0.45,4,5,1,stable,4,FP,X,12,12,8,0.9600000000000001,-10.08
JLRTVX,6,L,0.45,5,6,1,stable,5,FN,,12,14,8,-0.6400000000000001,-10.559999999999999
JLRTVX,6,L,0.45,6,7,1,cycle,5,CICLO,,11,13,8,-1.3877787807814457e-17,-10.4
JLRTVX,6,L,0.45,7,8,1,stable,4,COMPLEMENT,-L,16,25,9,-0.8000000000000002,-10.400000000000002
JLRTVX,6,L,0.45,8,9,1,stable,7,TP,L,8,0,8,-1.1199999999999997,-10.400000000000002
JLRTVX,6,L,0.45,9,10,1,stable,5,TP,L,9,0,9,-0.16000000000000014,-10.400000000000002
JLRTVX,6,L,0.45,10,11,1,stable,6,COMPLEMENT,-R,10,14,10,1.7599999999999998,-9.92
JLRTVX,6,L,0.45,11,12,1,stable,7,FP,T,13,14,11,0.6400000000000001,-11.36
JLRTVX,6,L,0.45,12,13,1,cycle,5,CICLO,,9,12,13,-0.8,-10.399999999999999
JLRTVX,6,L,0.45,13,14,1,stable,3,TP,L,6,0,6,-2.4,-10.400000000000002
JLRTVX,6,L,0.45,14,15,1,stable,4,TP,L,8,0,8,-0.6400000000000003,-10.400000000000002
JLRTVX,6,L,0.45,15,16,1,stable,6,FP,J,13,12,7,-3.04,-11.36
JLRTVX,6,L,0.45,16,17,1,stable,5,FN,,12,11,11,1.4400000000000002,-10.559999999999999
JLRTVX,6,L,0.45,17,18,1,stable,4,FN,,8,8,10,-0.48000000000000004,-10.08
JLRTVX,6,L,0.45,18,19,1,stable,5,FP,J,11,12,13,2.5599999999999996,-11.36
JLRTVX,6,L,0.45,19,20,1,stable,5,FN,,14,12,10,1.1199999999999999,-11.2
JLRTVX,6,L,0.45,20,21,1,cycle,7,CICLO,,12,19,11,2.0799999999999996,-8.96
JLRTVX,6,L,0.45,21,22,1,stable,4,COMPLEMENT,-T,13,11,8,0.32,-11.36
JLRTVX,6,L,0.45,22,23,1,stable,5,TP,L,10,0,10,1.4399999999999997,-10.400000000000002
JLRTVX,6,L,0.45,23,24,1,cycle,5,CICLO,,12,13,9,1.4400000000000004,-8.96
JLRTVX,6,L,0.45,24,25,1,cycle,7,CICLO,,14,14,10,1.92,-8.8
JLRTVX,6,L,0.45,25,26,1,stable,6,TP,L,9,0,9,-1.12,-10.400000000000002
JLRTVX,6,L,0.45,26,27,1,stable,3,FN,,13,17,8,1.12,-10.08
JLRTVX,6,L,0.45,27,28,1,stable,3,FN,,12,11,7,0.4800000000000003,-10.559999999999999
JLRTVX,6,L,0.45,28,29,1,stable,3,FN,,13,11,10,1.44,-10.559999999999999
JLRTVX,6,L,0.45,29,30,1,cycle,5,CICLO,,11,16,9,-0.4800000000000001,-9.92
JLRTVX,6,L,0.5,0,1,1,stable,4,FN,,14,12,8,-0.6399999999999999,-9.919999999999998
JLRTVX,6,L,0.5,1,2,1,stable,4,FN,,13,12,11,0.15999999999999998,-11.2
JLRTVX,6,L,0.5,2,3,1,cycle,4,CICLO,,14,18,8,1.44,-8.16
JLRTVX,6,L,0.5,3,4,1,stable,5,FP,J,9,12,11,1.1102230246251565e-16,-11.36
JLRTVX,6,L,0.5,4,5,1,stable,6,COMPLEMENT,-J,13,13,10,0.6400000000000001,-11.36
JLRTVX,6,L,0.5,5,6,1,cycle,5,CICLO,,13,16,11,-0.6400000000000001,-9.92
JLRTVX,6,L,0.5,6,7,1,cycle,5,CICLO,,12,13,9,0.4800000000000001,-10.4
JLRTVX,6,L,0.5,7,8,1,stable,6,COMPLEMENT,-L,17,25,8,-0.6400000000000003,-10.400000000000002
JLRTVX,6,L,0.5,8,9,1,stable,7,TP,L,9,0,9,0.47999999999999987,-10.400000000000002
JLRTVX,6,L,0.5,9,10,1,stable,5,TP,L,9,0,9,-0.16000000000000014,-10.400000000000002
JLRTVX,6,L,0.5,10,11,1,cycle,5,CICLO,,12,13,11,1.7599999999999998,-10.399999999999999
JLRTVX,6,L,0.5,11,12,1,stable,10,COMPLEMENT,-L,15,25,10,1.12,-10.400000000000002
JLRTVX,6,L,0.5,12,13,1,stable,5,FN,,10,13,9,-2.220446049250313e-16,-9.919999999999998
JLRTVX,6,L,0.5,13,14,1,stable,7,TP,L,8,0,8,-0.32000000000000034,-10.400000000000002
JLRTVX,6,L,0.5,14,15,1,stable,8,FN,,10,12,10,1.6,-11.2
JLRTVX,6,L,0.5,15,16,1,stable,6,FP,J,13,12,7,-3.04,-11.36
JLRTVX,6,L,0.5,16,17,1,stable,4,FN,,14,13,5,-1.6,-11.2
JLRTVX,6,L,0.5,17,18,1,stable,5,FP,J,9,12,9,0.6399999999999999,-11.36
JLRTVX,6,L,0.5,18,19,1,stable,6,FP,J,12,12,12,2.2399999999999998,-11.36
JLRTVX,6,L,0.5,19,20,1,cycle,5,CICLO,,16,16,10,0.48,-9.759999999999998
JLRTVX,6,L,0.5,20,21,1,cycle,7,CICLO,,12,19,11,2.0799999999999996,-8.96
JLRTVX,6,L,0.5,21,22,1,stable,6,FN,,15,12,11,1.44,-11.2
JLRTVX,6,L,0.5,22,23,1,stable,4,FN,,12,14,8,1.44,-10.559999999999999
JLRTVX,6,L,0.5,23,24,1,cycle,5,CICLO,,12,13,9,1.4400000000000004,-8.96
JLRTVX,6,L,0.5,24,25,1,cycle,7,CICLO,,14,14,10,1.92,-8.8
JLRTVX,6,L,0.5,25,26,1,stable,5,COMPLEMENT,-X,10,13,7,-0.96,-10.08
JLRTVX,6,L,0.5,26,27,1,cycle,4,CICLO,,14,16,6,-2.7755575615628914e-17,-9.92
JLRTVX,6,L,0.5,27,28,1,stable,3,FN,,12,11,7,0.4800000000000003,-10.559999999999999
JLRTVX,6,L,0.5,28,29,1,stable,7,COMPLEMENT,-R,14,14,12,0.96,-9.92
JLRTVX,6,L,0.5,29,30,1,stable,5,FN,,12,19,7,-0.1600000000000002,-9.76
JLRTVX,6,L,0.55,0,1,1,stable,4,COMPLEMENT,-J,17,13,6,-2.88,-11.36
JLRTVX,6,L,0.55,1,2,1,stable,4,FN,,14,12,12,1.2800000000000002,-11.2
JLRTVX,6,L,0.55,2,3,1,stable,5,FN,,15,17,10,1.12,-10.08
JLRTVX,6,L,0.55,3,4,1,cycle,5,CICLO,,11,13,10,-0.16000000000000014,-10.4
JLRTVX,6,L,0.55,4,5,1,stable,4,COMPLEMENT,-V,14,15,9,0.64,-10.559999999999999
JLRTVX,6,L,0.55,5,6,1,cycle,4,CICLO,,14,16,8,-0.7999999999999998,-9.759999999999998
JLRTVX,6,L,0.55,6,7,1,stable,5,FN,,13,11,12,1.1199999999999999,-10.559999999999999
JLRTVX,6,L,0.55,7,8,1,stable,6,COMPLEMENT,-L,17,25,8,-0.6400000000000003,-10.400000000000002
JLRTVX,6,L,0.55,8,9,1,stable,7,TP,L,9,0,9,0.47999999999999987,-10.400000000000002
JLRTVX,6,L,0.55,9,10,1,stable,4,FP,J,11,12,7,0.0,-11.36
JLRTVX,6,L,0.55,10,11,1,stable,3,FN,,15,19,10,1.1102230246251565e-16,-9.76
JLRTVX,6,L,0.55,11,12,1,stable,5,COMPLEMENT,-L,16,25,9,1.12,-10.400000000000002
JLRTVX,6,L,0.55,12,13,1,stable,3,FP,T,12,14,8,0.8000000000000003,-11.36
JLRTVX,6,L,0.55,13,14,1,stable,7,TP,L,10,0,10,1.2799999999999996,-10.400000000000002
JLRTVX,6,L,0.55,14,15,1,stable,8,FN,,11,12,11,2.4000000000000004,-11.2
JLRTVX,6,L,0.55,15,16,1,stable,6,FP,J,13,12,7,-3.04,-11.36
JLRTVX,6,L,0.55,16,17,1,stable,4,FN,,14,13,5,-1.6,-11.2
JLRTVX,6,L,0.55,17,18,1,stable,5,FP,J,9,12,9,0.6399999999999999,-11.36
JLRTVX,6,L,0.55,18,19,1,stable,6,FP,T,13,14,9,1.92,-11.36
JLRTVX,6,L,0.55,19,20,1,cycle,6,CICLO,,17,16,7,-1.44,-9.759999999999998
