group,p,letter,noise,sample_idx,seed,target_idx,motivo,iters,outcome,convergio_a,hamming_input_target,hamming_output_target,hamming_input_output,energia_inicial,energia_final
AL,2,A,0.05,0,1,0,stable,2,TP,A,1,0,1,-9.6,-11.520000000000001
AL,2,A,0.05,1,2,0,stable,1,TP,A,0,0,0,-11.520000000000001,-11.520000000000001
AL,2,A,0.05,2,3,0,stable,2,TP,A,1,0,1,-9.76,-11.520000000000001
AL,2,A,0.05,3,4,0,stable,1,TP,A,0,0,0,-11.520000000000001,-11.520000000000001
AL,2,A,0.05,4,5,0,stable,2,TP,A,2,0,2,-8.32,-11.520000000000001
AL,2,A,0.05,5,6,0,stable,2,TP,A,2,0,2,-7.84,-11.520000000000001
AL,2,A,0.05,6,7,0,stable,2,TP,A,3,0,3,-6.4,-11.520000000000001
AL,2,A,0.05,7,8,0,stable,2,TP,A,1,0,1,-9.76,-11.520000000000001
AL,2,A,0.05,8,9,0,stable,2,TP,A,2,0,2,-7.84,-11.520000000000001
AL,2,A,0.05,9,10,0,stable,1,TP,A,0,0,0,-11.520000000000001,-11.520000000000001
AL,2,A,0.05,10,11,0,stable,2,TP,A,1,0,1,-9.6,-11.520000000000001
AL,2,A,0.05,11,12,0,stable,2,TP,A,1,0,1,-9.76,-11.520000000000001
AL,2,A,0.05,12,13,0,stable,2,TP,A,1,0,1,-9.76,-11.520000000000001
AL,2,A,0.05,13,14,0,stable,1,TP,A,0,0,0,-11.520000000000001,-11.520000000000001
AL,2,A,0.05,14,15,0,stable,2,TP,A,2,0,2,-8.0,-11.520000000000001
AL,2,A,0.05,15,16,0,stable,2,TP,A,2,0,2,-8.32,-11.520000000000001
AL,2,A,0.05,16,17,0,stable,2,TP,A,3,0,3,-6.4,-11.520000000000001
AL,2,A,0.05,17,18,0,stable,2,TP,A,2,0,2,-7.840000000000001,-11.520000000000001
AL,2,A,0.05,18,19,0,stable,2,TP,A,1,0,1,-9.76,-11.520000000000001
AL,2,A,0.05,19,20,0,stable,2,TP,A,1,0,1,-9.76,-11.520000000000001
AL,2,A,0.05,20,21,0,stable,2,TP,A,1,0,1,-9.6,-11.520000000000001
AL,2,A,0.05,21,22,0,stable,1,TP,A,0,0,0,-11.520000000000001,-11.520000000000001
AL,2,A,0.05,22,23,0,stable,2,TP,A,1,0,1,-9.76,-11.520000000000001
AL,2,A,0.05,23,24,0,stable,2,TP,A,2,0,2,-7.84,-11.520000000000001
AL,2,A,0.05,24,25,0,stable,2,TP,A,2,0,2,-7.84,-11.520000000000001
AL,2,A,0.05,25,26,0,stable,1,TP,A,0,0,0,-11.520000000000001,-11.520000000000001
AL,2,A,0.05,26,27,0,stable,2,TP,A,2,0,2,-7.84,-11.520000000000001
AL,2,A,0.05,27,28,0,stable,2,TP,A,2,0,2,-7.999999999999999,-11.520000000000001
AL,2,A,0.05,28,29,0,stable,2,TP,A,3,0,3,-7.2,-11.520000000000001
AL,2,A,0.05,29,30,0,stable,1,TP,A,0,0,0,-11.520000000000001,-11.520000000000001
AL,2,A,0.1,0,1,0,stable,2,TP,A,1,0,1,-9.6,-11.520000000000001
AL,2,A,0.1,1,2,0,stable,2,TP,A,2,0,2,-7.840000000000001,-11.520000000000001
AL,2,A,0.1,2,3,0,stable,2,TP,A,3,0,3,-6.4,-11.520000000000001
AL,2,A,0.1,3,4,0,stable,2,TP,A,1,0,1,-9.6,-11.520000000000001
AL,2,A,0.1,4,5,0,stable,2,TP,A,5,0,5,-3.68,-11.520000000000001
AL,2,A,0.1,5,6,0,stable,2,TP,A,3,0,3,-6.4,-11.520000000000001
AL,2,A,0.1,6,7,0,stable,2,TP,A,3,0,3,-6.4,-11.520000000000001
AL,2,A,0.1,7,8,0,stable,2,TP,A,1,0,1,-9.76,-11.520000000000001
AL,2,A,0.1,8,9,0,stable,2,TP,A,3,0,3,-6.24,-11.520000000000001
AL,2,A,0.1,9,10,0,stable,1,TP,A,0,0,0,-11.520000000000001,-11.520000000000001
AL,2,A,0.1,10,11,0,stable,2,TP,A,2,0,2,-7.84,-11.520000000000001
AL,2,A,0.1,11,12,0,stable,2,TP,A,2,0,2,-8.32,-11.520000000000001
AL,2,A,0.1,12,13,0,stable,2,TP,A,3,0,3,-6.4,-11.520000000000001
AL,2,A,0.1,13,14,0,stable,2,TP,A,1,0,1,-9.6,-11.520000000000001
AL,2,A,0.1,14,15,0,stable,2,TP,A,2,0,2,-8.0,-11.520000000000001
AL,2,A,0.1,15,16,0,stable,2,TP,A,3,0,3,-6.4,-11.520000000000001
AL,2,A,0.1,16,17,0,stable,2,TP,A,4,0,4,-4.800000000000001,-11.520000000000001
AL,2,A,0.1,17,18,0,stable,2,TP,A,3,0,3,-6.24,-11.520000000000001
AL,2,A,0.1,18,19,0,stable,2,TP,A,3,0,3,-6.24,-11.520000000000001
AL,2,A,0.1,19,20,0,stable,2,TP,A,6,0,6,-2.4,-11.520000000000001
AL,2,A,0.1,20,21,0,stable,2,TP,A,2,0,2,-8.0,-11.520000000000001
AL,2,A,0.1,21,22,0,stable,2,TP,A,4,0,4,-4.96,-11.520000000000001
AL,2,A,0.1,22,23,0,stable,2,TP,A,2,0,2,-7.84,-11.520000000000001
AL,2,A,0.1,23,24,0,stable,2,TP,A,4,0,4,-5.279999999999999,-11.520000000000001
AL,2,A,0.1,24,25,0,stable,2,TP,A,2,0,2,-7.84,-11.520000000000001
AL,2,A,0.1,25,26,0,stable,2,TP,A,1,0,1,-9.600000000000001,-11.520000000000001
AL,2,A,0.1,26,27,0,stable,2,TP,A,2,0,2,-7.84,-11.520000000000001
AL,2,A,0.1,27,28,0,stable,2,TP,A,5,0,5,-3.5200000000000005,-11.520000000000001
AL,2,A,0.1,28,29,0,stable,2,TP,A,4,0,4,-5.279999999999999,-11.520000000000001
AL,2,A,0.1,29,30,0,stable,2,TP,A,2,0,2,-8.0,-11.520000000000001
AL,2,A,0.15,0,1,0,stable,2,TP,A,3,0,3,-6.239999999999999,-11.520000000000001
AL,2,A,0.15,1,2,0,stable,2,TP,A,2,0,2,-7.840000000000001,-11.520000000000001
AL,2,A,0.15,2,3,0,stable,2,TP,A,4,0,4,-4.800000000000001,-11.520000000000001
AL,2,A,0.15,3,4,0,stable,2,TP,A,2,0,2,-8.0,-11.520000000000001
AL,2,A,0.15,4,5,0,stable,2,TP,A,5,0,5,-3.68,-11.520000000000001
AL,2,A,0.15,5,6,0,stable,2,TP,A,5,0,5,-3.5200000000000005,-11.520000000000001
AL,2,A,0.15,6,7,0,stable,2,TP,A,3,0,3,-6.4,-11.520000000000001
AL,2,A,0.15,7,8,0,stable,2,TP,A,2,0,2,-8.32,-11.520000000000001
AL,2,A,0.15,8,9,0,stable,2,TP,A,3,0,3,-6.24,-11.520000000000001
AL,2,A,0.15,9,10,0,stable,2,TP,A,4,0,4,-5.28,-11.520000000000001
AL,2,A,0.15,10,11,0,stable,2,TP,A,6,0,6,-2.4000000000000004,-11.520000000000001
AL,2,A,0.15,11,12,0,stable,2,TP,A,4,0,4,-5.28,-11.520000000000001
AL,2,A,0.15,12,13,0,stable,2,TP,A,4,0,4,-5.28,-11.520000000000001
AL,2,A,0.15,13,14,0,stable,2,TP,A,1,0,1,-9.6,-11.520000000000001
AL,2,A,0.15,14,15,0,stable,2,TP,A,3,0,3,-6.24,-11.520000000000001
AL,2,A,0.15,15,16,0,stable,2,TP,A,4,0,4,-5.28,-11.520000000000001
AL,2,A,0.15,16,17,0,stable,2,TP,A,4,0,4,-4.800000000000001,-11.520000000000001
AL,2,A,0.15,17,18,0,stable,2,TP,A,5,0,5,-3.52,-11.520000000000001
AL,2,A,0.15,18,19,0,stable,2,TP,A,3,0,3,-6.24,-11.520000000000001
AL,2,A,0.15,19,20,0,stable,2,TP,A,8,0,8,-0.8,-11.520000000000001
AL,2,A,0.15,20,21,0,stable,2,TP,A,3,0,3,-6.24,-11.520000000000001
AL,2,A,0.15,21,22,0,stable,2,TP,A,5,0,5,-3.52,-11.520000000000001
AL,2,A,0.15,22,23,0,stable,2,TP,A,4,0,4,-4.96,-11.520000000000001
AL,2,A,0.15,23,24,0,stable,2,TP,A,4,0,4,-5.279999999999999,-11.520000000000001
AL,2,A,0.15,24,25,0,stable,2,TP,A,5,0,5,-3.5200000000000005,-11.520000000000001
AL,2,A,0.15,25,26,0,stable,2,TP,A,1,0,1,-9.600000000000001,-11.520000000000001
AL,2,A,0.15,26,27,0,stable,2,TP,A,3,0,3,-6.239999999999999,-11.520000000000001
AL,2,A,0.15,27,28,0,stable,2,TP,A,6,0,6,-2.3999999999999995,-11.520000000000001
AL,2,A,0.15,28,29,0,stable,2,TP,A,5,0,5,-4.48,-11.520000000000001
AL,2,A,0.15,29,30,0,stable,2,TP,A,3,0,3,-6.24,-11.520000000000001
AL,2,A,0.2,0,1,0,stable,2,TP,A,3,0,3,-6.239999999999999,-11.520000000000001
AL,2,A,0.2,1,2,0,stable,2,TP,A,5,0,5,-3.52,-11.520000000000001
AL,2,A,0.2,2,3,0,stable,2,TP,A,5,0,5,-3.6800000000000006,-11.520000000000001
AL,2,A,0.2,3,4,0,stable,2,TP,A,4,0,4,-4.800000000000001,-11.520000000000001
AL,2,A,0.2,4,5,0,stable,2,TP,A,5,0,5,-3.68,-11.520000000000001
AL,2,A,0.2,5,6,0,stable,2,TP,A,6,0,6,-2.56,-11.520000000000001
AL,2,A,0.2,6,7,0,stable,2,TP,A,4,0,4,-4.800000000000001,-11.520000000000001
AL,2,A,0.2,7,8,0,stable,2,TP,A,5,0,5,-3.5200000000000005,-11.520000000000001
AL,2,A,0.2,8,9,0,stable,2,TP,A,3,0,3,-6.24,-11.520000000000001
AL,2,A,0.2,9,10,0,stable,2,TP,A,4,0,4,-5.28,-11.520000000000001
AL,2,A,0.2,10,11,0,stable,2,TP,A,6,0,6,-2.4000000000000004,-11.520000000000001
AL,2,A,0.2,11,12,0,stable,2,TP,A,7,0,7,-1.44,-11.520000000000001
AL,2,A,0.2,12,13,0,stable,2,TP,A,4,0,4,-5.28,-11.520000000000001
AL,2,A,0.2,13,14,0,stable,2,TP,A,1,0,1,-9.6,-11.520000000000001
AL,2,A,0.2,14,15,0,stable,2,TP,A,3,0,3,-6.24,-11.520000000000001
AL,2,A,0.2,15,16,0,stable,2,TP,A,7,0,7,-2.4,-11.520000000000001
AL,2,A,0.2,16,17,0,stable,2,TP,A,7,0,7,-1.4400000000000002,-11.520000000000001
AL,2,A,0.2,17,18,0,stable,2,TP,A,5,0,5,-3.52,-11.520000000000001
AL,2,A,0.2,18,19,0,stable,2,TP,A,3,0,3,-6.24,-11.520000000000001
AL,2,A,0.2,19,20,0,stable,2,TP,A,8,0,8,-0.8,-11.520000000000001
AL,2,A,0.2,20,21,0,stable,2,TP,A,5,0,5,-3.6800000000000006,-11.520000000000001
AL,2,A,0.2,21,22,0,stable,2,TP,A,7,0,7,-1.9200000000000004,-11.520000000000001
AL,2,A,0.2,22,23,0,stable,2,TP,A,4,0,4,-4.96,-11.520000000000001
AL,2,A,0.2,23,24,0,stable,2,TP,A,5,0,5,-3.68,-11.520000000000001
AL,2,A,0.2,24,25,0,stable,2,TP,A,7,0,7,-1.44,-11.520000000000001
AL,2,A,0.2,25,26,0,stable,2,TP,A,3,0,3,-6.24,-11.520000000000001
AL,2,A,0.2,26,27,0,stable,2,TP,A,5,0,5,-3.5200000000000005,-11.520000000000001
AL,2,A,0.2,27,28,0,stable,2,TP,A,7,0,7,-1.6,-11.520000000000001
AL,2,A,0.2,28,29,0,stable,2,TP,A,6,0,6,-4.0,-11.520000000000001
AL,2,A,0.2,29,30,0,stable,2,TP,A,4,0,4,-4.800000000000001,-11.520000000000001
AL,2,A,0.25,0,1,0,stable,2,TP,A,4,0,4,-4.800000000000001,-11.520000000000001
AL,2,A,0.25,1,2,0,stable,2,TP,A,5,0,5,-3.52,-11.520000000000001
AL,2,A,0.25,2,3,0,stable,2,TP,A,6,0,6,-2.4,-11.520000000000001
AL,2,A,0.25,3,4,0,stable,2,TP,A,4,0,4,-4.800000000000001,-11.520000000000001
AL,2,A,0.25,4,5,0,stable,2,TP,A,6,0,6,-2.3999999999999995,-11.520000000000001
AL,2,A,0.25,5,6,0,stable,2,TP,A,7,0,7,-1.44,-11.520000000000001
AL,2,A,0.25,6,7,0,stable,2,TP,A,6,0,6,-2.3999999999999995,-11.520000000000001
AL,2,A,0.25,7,8,0,stable,2,TP,A,6,0,6,-2.3999999999999995,-11.520000000000001
AL,2,A,0.25,8,9,0,stable,2,TP,A,3,0,3,-6.24,-11.520000000000001
AL,2,A,0.25,9,10,0,stable,2,TP,A,6,0,6,-2.88,-11.520000000000001
AL,2,A,0.25,10,11,0,stable,2,TP,A,7,0,7,-1.44,-11.520000000000001
AL,2,A,0.25,11,12,0,stable,2,TP,A,8,0,8,-0.6399999999999999,-11.520000000000001
AL,2,A,0.25,12,13,0,stable,2,TP,A,5,0,5,-4.48,-11.520000000000001
AL,2,A,0.25,13,14,0,stable,2,TP,A,2,0,2,-7.84,-11.520000000000001
AL,2,A,0.25,14,15,0,stable,2,TP,A,4,0,4,-4.800000000000001,-11.520000000000001
AL,2,A,0.25,15,16,0,stable,2,TP,A,7,0,7,-2.4,-11.520000000000001
AL,2,A,0.25,16,17,0,stable,2,TP,A,8,0,8,-0.6400000000000001,-11.520000000000001
AL,2,A,0.25,17,18,0,stable,2,TP,A,5,0,5,-3.52,-11.520000000000001
AL,2,A,0.25,18,19,0,stable,2,TP,A,3,0,3,-6.24,-11.520000000000001
AL,2,A,0.25,19,20,0,stable,2,TP,A,8,0,8,-0.8,-11.520000000000001
AL,2,A,0.25,20,21,0,stable,2,TP,A,7,0,7,-1.5999999999999999,-11.520000000000001
AL,2,A,0.25,21,22,0,stable,2,TP,A,8,0,8,-1.6000000000000003,-11.520000000000001
AL,2,A,0.25,22,23,0,stable,2,TP,A,6,0,6,-2.4000000000000004,-11.520000000000001
AL,2,A,0.25,23,24,0,stable,2,TP,A,5,0,5,-3.68,-11.520000000000001
AL,2,A,0.25,24,25,0,stable,2,TP,A,9,0,9,-0.48000000000000015,-11.520000000000001
AL,2,A,0.25,25,26,0,stable,2,TP,A,6,0,6,-2.5600000000000005,-11.520000000000001
AL,2,A,0.25,26,27,0,stable,2,TP,A,5,0,5,-3.5200000000000005,-11.520000000000001
AL,2,A,0.25,27,28,0,stable,2,TP,A,8,0,8,-0.6400000000000001,-11.520000000000001
AL,2,A,0.25,28,29,0,stable,2,TP,A,7,0,7,-2.4,-11.520000000000001
AL,2,A,0.25,29,30,0,stable,2,TP,A,5,0,5,-3.5200000000000005,-11.520000000000001
AL,2,A,0.3,0,1,0,stable,2,TP,A,6,0,6,-2.56,-11.520000000000001
AL,2,A,0.3,1,2,0,stable,2,TP,A,8,0,8,-0.7999999999999999,-11.520000000000001
AL,2,A,0.3,2,3,0,stable,2,TP,A,9,0,9,-8.326672684688674e-17,-11.520000000000001
AL,2,A,0.3,3,4,0,stable,2,TP,A,4,0,4,-4.800000000000001,-11.520000000000001
AL,2,A,0.3,4,5,0,stable,2,TP,A,8,0,8,-0.8,-11.520000000000001
AL,2,A,0.3,5,6,0,stable,2,TP,A,7,0,7,-1.44,-11.520000000000001
AL,2,A,0.3,6,7,0,stable,2,TP,A,8,0,8,-0.7999999999999998,-11.520000000000001
AL,2,A,0.3,7,8,0,stable,2,TP,A,9,0,9,1.3877787807814457e-16,-11.520000000000001
AL,2,A,0.3,8,9,0,stable,2,TP,A,6,0,6,-2.3999999999999995,-11.520000000000001
AL,2,A,0.3,9,10,0,stable,2,TP,A,6,0,6,-2.88,-11.520000000000001
AL,2,A,0.3,10,11,0,stable,2,TP,A,8,0,8,-0.8,-11.520000000000001
AL,2,A,0.3,11,12,0,stable,2,TP,A,11,0,11,0.8,-11.520000000000001
AL,2,A,0.3,12,13,0,stable,2,TP,A,7,0,7,-2.4,-11.520000000000001
AL,2,A,0.3,13,14,0,stable,2,TP,A,3,0,3,-6.24,-11.520000000000001
AL,2,A,0.3,14,15,0,stable,2,TP,A,4,0,4,-4.800000000000001,-11.520000000000001
AL,2,A,0.3,15,16,0,stable,2,TP,A,9,0,9,-0.16,-11.520000000000001
AL,2,A,0.3,16,17,0,stable,2,TP,A,9,0,9,-0.1600000000000002,-11.520000000000001
AL,2,A,0.3,17,18,0,stable,2,TP,A,6,0,6,-2.5600000000000005,-11.520000000000001
AL,2,A,0.3,18,19,0,stable,2,TP,A,4,0,4,-4.959999999999999,-11.520000000000001
AL,2,A,0.3,19,20,0,stable,2,FP,L,10,13,9,-0.48000000000000004,-11.520000000000001
AL,2,A,0.3,20,21,0,stable,2,TP,A,8,0,8,-1.1199999999999999,-11.520000000000001
AL,2,A,0.3,21,22,0,stable,2,TP,A,8,0,8,-1.6000000000000003,-11.520000000000001
AL,2,A,0.3,22,23,0,stable,2,TP,A,6,0,6,-2.4000000000000004,-11.520000000000001
AL,2,A,0.3,23,24,0,stable,2,TP,A,5,0,5,-3.68,-11.520000000000001
AL,2,A,0.3,24,25,0,stable,2,TP,A,10,0,10,0.32000000000000006,-11.520000000000001
AL,2,A,0.3,25,26,0,stable,2,TP,A,7,0,7,-1.44,-11.520000000000001
AL,2,A,0.3,26,27,0,stable,2,TP,A,7,0,7,-1.6,-11.520000000000001
AL,2,A,0.3,27,28,0,stable,2,TP,A,8,0,8,-0.6400000000000001,-11.520000000000001
AL,2,A,0.3,28,29,0,stable,2,TP,A,9,0,9,-0.16000000000000003,-11.520000000000001
AL,2,A,0.3,29,30,0,stable,2,TP,A,6,0,6,-2.4000000000000004,-11.520000000000001
AL,2,A,0.35,0,1,0,stable,3,TP,A,9,0,9,-0.48000000000000015,-11.520000000000001
AL,2,A,0.35,1,2,0,stable,2,TP,A,10,0,10,0.48000000000000004,-11.520000000000001
AL,2,A,0.35,2,3,0,stable,2,TP,A,10,0,10,0.3200000000000001,-11.520000000000001
AL,2,A,0.35,3,4,0,stable,2,TP,A,4,0,4,-4.800000000000001,-11.520000000000001
AL,2,A,0.35,4,5,0,stable,2,TP,A,8,0,8,-0.8,-11.520000000000001
AL,2,A,0.35,5,6,0,stable,2,TP,A,9,0,9,-2.7755575615628914e-17,-11.520000000000001
AL,2,A,0.35,6,7,0,stable,2,TP,A,10,0,10,0.48,-11.520000000000001
AL,2,A,0.35,7,8,0,stable,2,FP,L,11,13,10,0.32000000000000006,-11.520000000000001
AL,2,A,0.35,8,9,0,stable,2,TP,A,7,0,7,-1.5999999999999999,-11.520000000000001
AL,2,A,0.35,9,10,0,stable,2,TP,A,8,0,8,-0.6400000000000001,-11.520000000000001
AL,2,A,0.35,10,11,0,stable,2,TP,A,8,0,8,-0.8,-11.520000000000001
AL,2,A,0.35,11,12,0,cycle,3,CICLO,,12,6,18,0.96,-5.76
AL,2,A,0.35,12,13,0,stable,2,TP,A,7,0,7,-2.4,-11.520000000000001
AL,2,A,0.35,13,14,0,stable,2,TP,A,3,0,3,-6.24,-11.520000000000001
AL,2,A,0.35,14,15,0,stable,2,TP,A,7,0,7,-1.6,-11.520000000000001
AL,2,A,0.35,15,16,0,stable,2,TP,A,10,0,10,0.48,-11.520000000000001
AL,2,A,0.35,16,17,0,stable,2,TP,A,9,0,9,-0.1600000000000002,-11.520000000000001
AL,2,A,0.35,17,18,0,stable,2,TP,A,7,0,7,-1.44,-11.520000000000001
AL,2,A,0.35,18,19,0,stable,2,TP,A,6,0,6,-2.4,-11.520000000000001
AL,2,A,0.35,19,20,0,stable,2,FP,L,12,13,9,0.0,-11.520000000000001
AL,2,A,0.35,20,21,0,stable,2,TP,A,9,0,9,-0.15999999999999992,-11.520000000000001
AL,2,A,0.35,21,22,0,stable,2,FP,L,9,13,8,-1.6,-11.520000000000001
AL,2,A,0.35,22,23,0,stable,2,TP,A,8,0,8,-0.8,-11.520000000000001
AL,2,A,0.35,23,24,0,stable,2,TP,A,7,0,7,-1.5999999999999996,-11.520000000000001
AL,2,A,0.35,24,25,0,stable,2,TP,A,10,0,10,0.32000000000000006,-11.520000000000001
AL,2,A,0.35,25,26,0,stable,2,TP,A,9,0,9,1.3877787807814457e-17,-11.520000000000001
AL,2,A,0.35,26,27,0,stable,2,FP,L,11,13,10,0.3200000000000001,-11.520000000000001
AL,2,A,0.35,27,28,0,stable,2,COMPLEMENT,-L,12,12,10,0.4800000000000001,-11.520000000000001
AL,2,A,0.35,28,29,0,stable,2,TP,A,10,0,10,0.4799999999999999,-11.520000000000001
AL,2,A,0.35,29,30,0,stable,2,TP,A,7,0,7,-1.6,-11.520000000000001
AL,2,A,0.4,0,1,0,stable,3,TP,A,9,0,9,-0.48000000000000015,-11.520000000000001
AL,2,A,0.4,1,2,0,cycle,3,CICLO,,11,6,17,0.6400000000000001,-5.76
AL,2,A,0.4,2,3,0,stable,2,TP,A,11,0,11,0.7999999999999999,-11.520000000000001
AL,2,A,0.4,3,4,0,stable,2,TP,A,6,0,6,-2.880000000000001,-11.520000000000001
AL,2,A,0.4,4,5,0,stable,2,TP,A,10,0,10,0.47999999999999987,-11.520000000000001
AL,2,A,0.4,5,6,0,stable,3,FP,L,11,13,10,0.32,-11.520000000000001
AL,2,A,0.4,6,7,0,stable,2,TP,A,10,0,10,0.48,-11.520000000000001
AL,2,A,0.4,7,8,0,cycle,3,CICLO,,14,19,17,0.64,-5.76
AL,2,A,0.4,8,9,0,stable,2,TP,A,7,0,7,-1.5999999999999999,-11.520000000000001
AL,2,A,0.4,9,10,0,stable,2,TP,A,8,0,8,-0.6400000000000001,-11.520000000000001
AL,2,A,0.4,10,11,0,stable,2,TP,A,10,0,10,0.48000000000000004,-11.520000000000001
AL,2,A,0.4,11,12,0,cycle,3,CICLO,,12,6,18,0.96,-5.76
AL,2,A,0.4,12,13,0,stable,2,TP,A,7,0,7,-2.4,-11.520000000000001
AL,2,A,0.4,13,14,0,stable,2,TP,A,5,0,5,-4.0,-11.520000000000001
AL,2,A,0.4,14,15,0,stable,2,TP,A,8,0,8,-1.12,-11.520000000000001
AL,2,A,0.4,15,16,0,cycle,3,CICLO,,11,6,17,0.64,-5.76
AL,2,A,0.4,16,17,0,cycle,3,CICLO,,11,6,17,0.64,-5.76
AL,2,A,0.4,17,18,0,stable,2,TP,A,8,0,8,-0.8,-11.520000000000001
AL,2,A,0.4,18,19,0,stable,2,TP,A,6,0,6,-2.4,-11.520000000000001
AL,2,A,0.4,19,20,0,stable,2,FP,L,12,13,9,0.0,-11.520000000000001
AL,2,A,0.4,20,21,0,stable,2,TP,A,9,0,9,-0.15999999999999992,-11.520000000000001
AL,2,A,0.4,21,22,0,stable,2,FP,L,12,13,9,2.7755575615628914e-17,-11.520000000000001
AL,2,A,0.4,22,23,0,stable,2,TP,A,9,0,9,4.3021142204224816e-16,-11.520000000000001
AL,2,A,0.4,23,24,0,stable,2,TP,A,9,0,9,-0.1599999999999997,-11.520000000000001
AL,2,A,0.4,24,25,0,stable,2,FP,L,13,13,10,0.4799999999999999,-11.520000000000001
AL,2,A,0.4,25,26,0,stable,2,TP,A,9,0,9,1.3877787807814457e-17,-11.520000000000001
AL,2,A,0.4,26,27,0,stable,2,FP,L,12,13,11,0.8,-11.520000000000001
AL,2,A,0.4,27,28,0,stable,2,COMPLEMENT,-L,12,12,10,0.4800000000000001,-11.520000000000001
AL,2,A,0.4,28,29,0,stable,2,COMPLEMENT,-L,12,12,10,0.48,-11.520000000000001
AL,2,A,0.4,29,30,0,stable,2,TP,A,9,0,9,-0.16000000000000036,-11.520000000000001
AL,2,A,0.45,0,1,0,cycle,4,CICLO,,12,6,6,0.96,-5.76
AL,2,A,0.45,1,2,0,cycle,3,CICLO,,13,19,18,0.96,-5.76
AL,2,A,0.45,2,3,0,cycle,3,CICLO,,13,19,18,0.96,-5.76
AL,2,A,0.45,3,4,0,stable,2,TP,A,7,0,7,-1.5999999999999999,-11.520000000000001
AL,2,A,0.45,4,5,0,cycle,3,CICLO,,12,6,18,0.9599999999999999,-5.76
AL,2,A,0.45,5,6,0,stable,2,FP,L,12,13,9,5.551115123125783e-17,-11.520000000000001
AL,2,A,0.45,6,7,0,stable,2,TP,A,11,0,11,0.7999999999999999,-11.520000000000001
AL,2,A,0.45,7,8,0,stable,2,COMPLEMENT,-A,16,25,9,-6.938893903907228e-17,-11.520000000000001
AL,2,A,0.45,8,9,0,stable,2,TP,A,8,0,8,-0.6400000000000001,-11.520000000000001
AL,2,A,0.45,9,10,0,stable,2,TP,A,9,0,9,-0.16000000000000017,-11.520000000000001
AL,2,A,0.45,10,11,0,stable,2,TP,A,10,0,10,0.48000000000000004,-11.520000000000001
AL,2,A,0.45,11,12,0,cycle,4,CICLO,,13,19,6,0.9600000000000001,-5.76
AL,2,A,0.45,12,13,0,cycle,3,CICLO,,9,6,15,-0.9599999999999997,-5.76
AL,2,A,0.45,13,14,0,stable,2,TP,A,6,0,6,-3.36,-11.520000000000001
AL,2,A,0.45,14,15,0,stable,2,TP,A,8,0,8,-1.12,-11.520000000000001
AL,2,A,0.45,15,16,0,cycle,3,CICLO,,13,19,18,0.96,-5.76
AL,2,A,0.45,16,17,0,stable,2,COMPLEMENT,-L,12,12,10,0.48000000000000004,-11.520000000000001
AL,2,A,0.45,17,18,0,stable,2,TP,A,8,0,8,-0.8,-11.520000000000001
AL,2,A,0.45,18,19,0,stable,2,TP,A,11,0,11,0.8,-11.520000000000001
AL,2,A,0.45,19,20,0,stable,2,FP,L,14,13,9,-0.15999999999999998,-11.520000000000001
AL,2,A,0.45,20,21,0,stable,2,COMPLEMENT,-L,12,12,10,0.4800000000000001,-11.520000000000001
AL,2,A,0.45,21,22,0,stable,2,FP,L,13,13,10,0.48,-11.520000000000001
AL,2,A,0.45,22,23,0,stable,2,TP,A,10,0,10,0.4800000000000001,-11.520000000000001
AL,2,A,0.45,23,24,0,stable,2,FP,L,12,13,11,0.8000000000000002,-11.520000000000001
AL,2,A,0.45,24,25,0,stable,2,FP,L,14,13,9,-0.15999999999999998,-11.520000000000001
AL,2,A,0.45,25,26,0,stable,2,TP,A,9,0,9,1.3877787807814457e-17,-11.520000000000001
AL,2,A,0.45,26,27,0,cycle,3,CICLO,,13,19,18,0.96,-5.76
AL,2,A,0.45,27,28,0,stable,2,COMPLEMENT,-L,12,12,10,0.4800000000000001,-11.520000000000001
AL,2,A,0.45,28,29,0,stable,2,COMPLEMENT,-L,13,12,9,4.163336342344337e-17,-11.520000000000001
AL,2,A,0.45,29,30,0,cycle,3,CICLO,,11,6,17,0.6400000000000001,-5.76
AL,2,A,0.5,0,1,0,stable,2,COMPLEMENT,-A,14,25,11,0.8,-11.520000000000001
AL,2,A,0.5,1,2,0,cycle,3,CICLO,,13,19,18,0.96,-5.76
AL,2,A,0.5,2,3,0,stable,2,COMPLEMENT,-A,14,25,11,0.8,-11.520000000000001
AL,2,A,0.5,3,4,0,stable,2,TP,A,9,0,9,-0.16000000000000003,-11.520000000000001
AL,2,A,0.5,4,5,0,stable,2,COMPLEMENT,-L,13,12,11,0.7999999999999999,-11.520000000000001
AL,2,A,0.5,5,6,0,stable,2,FP,L,13,13,8,-0.6399999999999999,-11.520000000000001
AL,2,A,0.5,6,7,0,stable,2,FP,L,12,13,11,0.8,-11.520000000000001
AL,2,A,0.5,7,8,0,stable,2,COMPLEMENT,-A,17,25,8,-0.6400000000000001,-11.520000000000001
AL,2,A,0.5,8,9,0,stable,2,TP,A,9,0,9,-0.1600000000000002,-11.520000000000001
AL,2,A,0.5,9,10,0,stable,2,TP,A,9,0,9,-0.16000000000000017,-11.520000000000001
AL,2,A,0.5,10,11,0,stable,2,FP,L,12,13,11,0.8,-11.520000000000001
AL,2,A,0.5,11,12,0,stable,3,COMPLEMENT,-A,15,25,10,0.31999999999999995,-11.520000000000001
