group,letter,noise,sample_idx,iter,energia,s_0,s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8,s_9,s_10,s_11,s_12,s_13,s_14,s_15,s_16,s_17,s_18,s_19,s_20,s_21,s_22,s_23,s_24
GMPVZ,Z,0.4,0,3,-9.28,1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1
GMPVZ,Z,0.4,0,4,-10.56,1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,1,1,1,1
GMPVZ,Z,0.4,0,5,-10.56,1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,1,1,1,1
GMPVZ,Z,0.45,0,0,1.9200000000000002,1,1,-1,1,-1,1,-1,1,1,1,-1,-1,-1,-1,1,-1,-1,1,1,1,1,-1,1,1,1
GMPVZ,Z,0.45,0,1,-4.32,-1,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,1,-1,1,-1,1,-1,1,-1,-1,1,1,-1,1
GMPVZ,Z,0.45,0,2,-8.64,1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,-1,1,1,1,1,-1,1,1,1,1
GMPVZ,Z,0.45,0,3,-10.240000000000002,-1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,-1,1,1,1,1,-1,1,1,1,1
GMPVZ,Z,0.45,0,4,-10.240000000000002,-1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,-1,1,1,1,1,-1,1,1,1,1
GMPVZ,Z,0.5,0,0,1.6,1,1,-1,1,-1,1,-1,1,1,1,-1,-1,-1,-1,1,1,-1,1,1,1,1,-1,-1,1,1
GMPVZ,Z,0.5,0,1,-1.6,-1,-1,-1,-1,1,-1,1,-1,1,-1,1,1,1,1,1,1,-1,-1,-1,1,-1,1,-1,-1,1
GMPVZ,Z,0.5,0,2,-4.640000000000001,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,1,1,-1,1,-1,1,1,-1,-1,1,1
GMPVZ,Z,0.5,0,3,-8.959999999999999,1,-1,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,1,1,-1,-1,1,1,-1,-1,-1,-1,1
GMPVZ,Z,0.5,0,4,-10.24,1,-1,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,-1,-1
GMPVZ,Z,0.5,0,5,-10.879999999999999,1,-1,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,-1,1
GMPVZ,Z,0.5,0,6,-10.879999999999999,1,-1,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,-1,1
GMPVZ,Z,0.55,0,0,0.32000000000000006,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,-1,1,1,-1,1,1,1,1,-1,-1,1,1
GMPVZ,Z,0.55,0,1,-3.04,-1,-1,1,-1,-1,-1,1,1,-1,-1,1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,-1,-1
GMPVZ,Z,0.55,0,2,-4.32,-1,1,-1,1,-1,1,1,1,-1,1,-1,1,-1,1,1,1,-1,1,1,1,-1,-1,-1,1,-1
GMPVZ,Z,0.55,0,3,-8.32,-1,-1,1,-1,-1,1,1,1,-1,1,1,1,-1,1,1,1,-1,1,1,1,-1,-1,-1,-1,-1
GMPVZ,Z,0.55,0,4,-10.56,-1,-1,-1,-1,-1,1,1,1,-1,1,1,1,-1,1,1,1,-1,1,1,1,-1,-1,-1,-1,-1
GMPVZ,Z,0.55,0,5,-10.56,-1,-1,-1,-1,-1,1,1,1,-1,1,1,1,-1,1,1,1,-1,1,1,1,-1,-1,-1,-1,-1
GMPVZ,Z,0.6,0,0,0.32000000000000006,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,-1,1,1,-1,1,1,1,1,-1,-1,1,1
GMPVZ,Z,0.6,0,1,-3.04,-1,-1,1,-1,-1,-1,1,1,-1,-1,1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,-1,-1
GMPVZ,Z,0.6,0,2,-4.32,-1,1,-1,1,-1,1,1,1,-1,1,-1,1,-1,1,1,1,-1,1,1,1,-1,-1,-1,1,-1
GMPVZ,Z,0.6,0,3,-8.32,-1,-1,1,-1,-1,1,1,1,-1,1,1,1,-1,1,1,1,-1,1,1,1,-1,-1,-1,-1,-1
GMPVZ,Z,0.6,0,4,-10.56,-1,-1,-1,-1,-1,1,1,1,-1,1,1,1,-1,1,1,1,-1,1,1,1,-1,-1,-1,-1,-1
GMPVZ,Z,0.6,0,5,-10.56,-1,-1,-1,-1,-1,1,1,1,-1,1,1,1,-1,1,1,1,-1,1,1,1,-1,-1,-1,-1,-1
GMPVZ,Z,0.65,0,0,0.32000000000000006,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,-1,1,1,-1,1,1,1,1,-1,-1,1,1
GMPVZ,Z,0.65,0,1,-3.04,-1,-1,1,-1,-1,-1,1,1,-1,-1,1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,-1,-1
GMPVZ,Z,0.65,0,2,-4.32,-1,1,-1,1,-1,1,1,1,-1,1,-1,1,-1,1,1,1,-1,1,1,1,-1,-1,-1,1,-1
GMPVZ,Z,0.65,0,3,-8.32,-1,-1,1,-1,-1,1,1,1,-1,1,1,1,-1,1,1,1,-1,1,1,1,-1,-1,-1,-1,-1
GMPVZ,Z,0.65,0,4,-10.56,-1,-1,-1,-1,-1,1,1,1,-1,1,1,1,-1,1,1,1,-1,1,1,1,-1,-1,-1,-1,-1
GMPVZ,Z,0.65,0,5,-10.56,-1,-1,-1,-1,-1,1,1,1,-1,1,1,1,-1,1,1,1,-1,1,1,1,-1,-1,-1,-1,-1
JLRTVX,J,0.05,0,0,-9.28,1,1,1,1,1,-1,-1,-1,1,1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,1,1,-1,-1
JLRTVX,J,0.05,0,1,-11.36,1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,1,1,-1,-1
JLRTVX,J,0.05,0,2,-11.36,1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,1,1,-1,-1
JLRTVX,J,0.1,0,0,-9.28,1,1,1,1,1,-1,-1,-1,1,1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,1,1,-1,-1
JLRTVX,J,0.1,0,1,-11.36,1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,1,1,-1,-1
JLRTVX,J,0.1,0,2,-11.36,1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,1,1,-1,-1
JLRTVX,J,0.15,0,0,-5.6000000000000005,1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,1,1,-1,-1
JLRTVX,J,0.15,0,1,-10.559999999999999,1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1
JLRTVX,J,0.15,0,2,-10.399999999999999,1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1
JLRTVX,J,0.15,0,3,-10.4,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1
JLRTVX,J,0.15,0,4,-10.399999999999999,1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1
JLRTVX,J,0.2,0,0,-5.6000000000000005,1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,1,1,-1,-1
JLRTVX,J,0.2,0,1,-10.559999999999999,1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1
JLRTVX,J,0.2,0,2,-10.399999999999999,1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1
JLRTVX,J,0.2,0,3,-10.4,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1
JLRTVX,J,0.2,0,4,-10.399999999999999,1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1
JLRTVX,J,0.25,0,0,-3.84,1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,-1,-1,1,1,-1,-1
JLRTVX,J,0.25,0,1,-10.24,1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1
JLRTVX,J,0.25,0,2,-10.879999999999999,1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1
JLRTVX,J,0.25,0,3,-11.36,1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,1,1,-1,-1
JLRTVX,J,0.25,0,4,-11.36,1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,1,1,-1,-1
JLRTVX,J,0.3,0,0,-1.6000000000000003,1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,-1,-1,1,-1,-1
JLRTVX,J,0.3,0,1,-10.24,1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1
JLRTVX,J,0.3,0,2,-10.879999999999999,1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1
JLRTVX,J,0.3,0,3,-11.36,1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,1,1,-1,-1
JLRTVX,J,0.3,0,4,-11.36,1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,1,1,-1,-1
JLRTVX,J,0.35,0,0,1.1199999999999997,1,1,-1,1,-1,-1,-1,-1,1,1,-1,-1,1,1,1,1,1,-1,-1,1,-1,-1,1,-1,-1
JLRTVX,J,0.35,0,1,-8.96,1,1,1,1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,1,-1,-1,1,1,-1,-1
JLRTVX,J,0.35,0,2,-9.280000000000001,1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1
JLRTVX,J,0.35,0,3,-10.4,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1
JLRTVX,J,0.35,0,4,-10.399999999999999,1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1
JLRTVX,J,0.35,0,5,-10.4,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1
JLRTVX,J,0.4,0,0,1.1199999999999997,1,1,-1,1,-1,-1,-1,-1,1,1,-1,-1,1,1,1,1,1,-1,-1,1,-1,-1,1,-1,-1
JLRTVX,J,0.4,0,1,-8.96,1,1,1,1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,1,-1,-1,1,1,-1,-1
JLRTVX,J,0.4,0,2,-9.280000000000001,1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1
JLRTVX,J,0.4,0,3,-10.4,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1
JLRTVX,J,0.4,0,4,-10.399999999999999,1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1
JLRTVX,J,0.4,0,5,-10.4,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1
JLRTVX,J,0.45,0,0,0.47999999999999976,1,1,-1,1,-1,1,-1,1,1,1,-1,-1,1,1,1,1,1,1,-1,1,-1,-1,1,-1,-1
JLRTVX,J,0.45,0,1,-5.92,-1,1,1,1,1,-1,-1,1,-1,1,-1,1,-1,1,1,-1,-1,1,1,1,-1,1,1,-1,-1
JLRTVX,J,0.45,0,2,-7.039999999999999,-1,1,1,1,1,-1,-1,1,1,1,-1,1,1,1,1,1,-1,1,-1,1,-1,-1,1,-1,-1
JLRTVX,J,0.45,0,3,-8.8,-1,1,1,1,1,-1,1,1,1,-1,-1,1,1,1,1,-1,-1,1,-1,1,-1,1,-1,-1,-1
JLRTVX,J,0.45,0,4,-9.120000000000001,-1,1,1,1,1,-1,1,1,1,-1,-1,1,1,1,1,-1,1,1,-1,1,-1,-1,-1,1,-1
JLRTVX,J,0.45,0,5,-9.120000000000001,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,-1,1,-1,1,-1,-1,-1
JLRTVX,J,0.45,0,6,-9.44,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,-1,-1,1,-1
JLRTVX,J,0.45,0,7,-9.920000000000002,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1
JLRTVX,J,0.45,0,8,-10.400000000000002,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,-1,-1,-1,-1
JLRTVX,J,0.45,0,9,-10.400000000000002,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,-1,-1,-1,-1
JLRTVX,J,0.5,0,0,-0.32000000000000006,1,1,-1,1,-1,1,-1,1,1,1,-1,-1,1,1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1
JLRTVX,J,0.5,0,1,-6.720000000000001,-1,1,1,1,1,-1,1,1,-1,1,-1,1,1,-1,1,-1,1,1,1,1,-1,-1,1,-1,-1
JLRTVX,J,0.5,0,2,-9.920000000000002,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1
JLRTVX,J,0.5,0,3,-10.400000000000002,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,-1,-1,-1,-1
JLRTVX,J,0.5,0,4,-10.400000000000002,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,-1,-1,-1,-1
JLRTVX,J,0.55,0,0,-3.8400000000000007,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,1,1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1
JLRTVX,J,0.55,0,1,-6.88,-1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,-1,1,1,-1,1,-1,-1,-1,1,-1
JLRTVX,J,0.55,0,2,-9.120000000000001,-1,1,1,1,-1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,-1,1,-1,-1,-1,1,-1
JLRTVX,J,0.55,0,3,-9.44,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,-1,1,-1,1,-1,1,-1
JLRTVX,J,0.55,0,4,-9.600000000000001,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,-1,1,-1,-1,-1,1,-1
JLRTVX,J,0.55,0,5,-9.920000000000002,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1
JLRTVX,J,0.55,0,6,-10.400000000000002,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,-1,-1,-1,-1
JLRTVX,J,0.55,0,7,-10.400000000000002,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,-1,-1,-1,-1
JLRTVX,J,0.6,0,0,-3.8400000000000007,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,1,1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1
JLRTVX,J,0.6,0,1,-6.88,-1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,-1,1,1,-1,1,-1,-1,-1,1,-1
JLRTVX,J,0.6,0,2,-9.120000000000001,-1,1,1,1,-1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,-1,1,-1,-1,-1,1,-1
JLRTVX,J,0.6,0,3,-9.44,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,-1,1,-1,1,-1,1,-1
JLRTVX,J,0.6,0,4,-9.600000000000001,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,-1,1,-1,-1,-1,1,-1
JLRTVX,J,0.6,0,5,-9.920000000000002,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1
JLRTVX,J,0.6,0,6,-10.400000000000002,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,-1,-1,-1,-1
JLRTVX,J,0.6,0,7,-10.400000000000002,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,-1,-1,-1,-1
JLRTVX,J,0.65,0,0,-3.8400000000000007,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,1,1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1
JLRTVX,J,0.65,0,1,-6.88,-1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,-1,1,1,-1,1,-1,-1,-1,1,-1
JLRTVX,J,0.65,0,2,-9.120000000000001,-1,1,1,1,-1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,-1,1,-1,-1,-1,1,-1
JLRTVX,J,0.65,0,3,-9.44,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,-1,1,-1,1,-1,1,-1
JLRTVX,J,0.65,0,4,-9.600000000000001,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,-1,1,-1,-1,-1,1,-1
JLRTVX,J,0.65,0,5,-9.920000000000002,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1
JLRTVX,J,0.65,0,6,-10.400000000000002,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,-1,-1,-1,-1
JLRTVX,J,0.65,0,7,-10.400000000000002,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,-1,-1,-1,-1
JLRTVX,L,0.05,0,0,-9.600000000000001,1,-1,-1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,1
JLRTVX,L,0.05,0,1,-10.400000000000002,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,1
JLRTVX,L,0.05,0,2,-10.400000000000002,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,1
JLRTVX,L,0.1,0,0,-9.600000000000001,1,-1,-1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,1
JLRTVX,L,0.1,0,1,-10.400000000000002,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,1
JLRTVX,L,0.1,0,2,-10.400000000000002,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,1
JLRTVX,L,0.15,0,0,-6.24,1,-1,1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,-1,-1,-1,1,1,1,1,1
JLRTVX,L,0.15,0,1,-9.920000000000002,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,1,1,1,1,1
JLRTVX,L,0.15,0,2,-10.400000000000002,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,1
JLRTVX,L,0.15,0,3,-10.400000000000002,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,1
JLRTVX,L,0.2,0,0,-6.24,1,-1,1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,-1,-1,-1,1,1,1,1,1
JLRTVX,L,0.2,0,1,-9.920000000000002,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,1,1,1,1,1
JLRTVX,L,0.2,0,2,-10.400000000000002,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,1
JLRTVX,L,0.2,0,3,-10.400000000000002,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,1
JLRTVX,L,0.25,0,0,-6.4,1,-1,1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,-1,1,-1,1,1,1,1,1
JLRTVX,L,0.25,0,1,-9.920000000000002,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,1,1,1,1,1
JLRTVX,L,0.25,0,2,-10.400000000000002,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,1
JLRTVX,L,0.25,0,3,-10.400000000000002,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,1
JLRTVX,L,0.3,0,0,-4.16,1,-1,1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,-1,1,1,1,-1,1,1,1
JLRTVX,L,0.3,0,1,-8.0,1,-1,-1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,1,1,-1,-1,1,-1,1,1,-1,1,1
JLRTVX,L,0.3,0,2,-8.0,1,-1,-1,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,1,1,-1,1,-1,1,1,1,1,1
JLRTVX,L,0.3,0,3,-8.0,1,-1,-1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,1,1,-1,-1,1,-1,1,1,-1,1,1
JLRTVX,L,0.35,0,0,-2.0800000000000005,1,-1,1,-1,1,1,-1,-1,-1,1,1,-1,1,-1,1,1,1,-1,1,1,1,-1,1,1,1
JLRTVX,L,0.35,0,1,-8.0,1,-1,-1,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,1
JLRTVX,L,0.35,0,2,-8.0,1,-1,-1,-1,-1,1,-1,-1,-1,1,1,-1,1,-1,1,1,1,-1,1,-1,1,-1,-1,-1,1
JLRTVX,L,0.35,0,3,-8.0,1,-1,-1,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,1
JLRTVX,L,0.4,0,0,-2.0800000000000005,1,-1,1,-1,1,1,-1,-1,-1,1,1,-1,1,-1,1,1,1,-1,1,1,1,-1,1,1,1
JLRTVX,L,0.4,0,1,-8.0,1,-1,-1,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,1
JLRTVX,L,0.4,0,2,-8.0,1,-1,-1,-1,-1,1,-1,-1,-1,1,1,-1,1,-1,1,1,1,-1,1,-1,1,-1,-1,-1,1
JLRTVX,L,0.4,0,3,-8.0,1,-1,-1,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,1
JLRTVX,L,0.45,0,0,1.44,1,-1,1,-1,1,-1,-1,1,-1,1,1,-1,1,-1,1,1,1,1,1,1,1,-1,1,1,1
JLRTVX,L,0.45,0,1,-3.84,-1,-1,-1,-1,-1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
JLRTVX,L,0.45,0,2,-6.88,1,-1,-1,-1,1,1,1,-1,-1,1,1,-1,-1,-1,1,-1,1,-1,1,1,1,-1,1,1,1
JLRTVX,L,0.45,0,3,-8.64,1,-1,-1,-1,-1,1,1,-1,-1,1,1,-1,-1,-1,1,-1,1,-1,1,-1,1,-1,-1,1,1
JLRTVX,L,0.45,0,4,-8.64,1,-1,-1,-1,-1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1,-1,1,-1,1,-1,-1,1,1
JLRTVX,L,0.45,0,5,-9.919999999999998,-1,-1,-1,-1,-1,1,1,-1,-1,1,1,1,1,-1,1,-1,1,-1,1,1,1,-1,-1,1,1
JLRTVX,L,0.45,0,6,-9.919999999999998,-1,-1,-1,-1,-1,1,1,-1,-1,1,1,1,1,-1,1,-1,1,-1,1,1,1,-1,-1,1,1
JLRTVX,L,0.5,0,0,-0.6399999999999999,1,-1,1,-1,1,-1,-1,1,-1,1,1,-1,1,-1,1,-1,1,1,1,1,1,-1,-1,1,1
JLRTVX,L,0.5,0,1,-7.04,-1,-1,-1,-1,-1,1,1,-1,-1,1,1,1,1,-1,1,-1,1,-1,-1,-1,1,-1,-1,-1,1
JLRTVX,L,0.5,0,2,-8.8,1,-1,-1,-1,-1,1,1,-1,-1,1,1,1,1,-1,1,-1,1,-1,1,1,1,-1,-1,1,1
JLRTVX,L,0.5,0,3,-9.919999999999998,-1,-1,-1,-1,-1,1,1,-1,-1,1,1,1,1,-1,1,-1,1,-1,1,1,1,-1,-1,1,1
JLRTVX,L,0.5,0,4,-9.919999999999998,-1,-1,-1,-1,-1,1,1,-1,-1,1,1,1,1,-1,1,-1,1,-1,1,1,1,-1,-1,1,1
JLRTVX,L,0.55,0,0,-2.88,-1,-1,1,-1,1,-1,-1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,-1,-1,1,1
JLRTVX,L,0.55,0,1,-9.120000000000001,-1,-1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,-1,1,1,-1,-1,1,1
JLRTVX,L,0.55,0,2,-10.719999999999999,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,-1,1,1,1,-1,1,1
JLRTVX,L,0.55,0,3,-11.36,-1,-1,-1,-1,-1,1,1,1,-1,1,1,1,1,-1,1,-1,1,1,-1,1,1,-1,-1,1,1
JLRTVX,L,0.55,0,4,-11.36,-1,-1,-1,-1,-1,1,1,1,-1,1,1,1,1,-1,1,-1,1,1,-1,1,1,-1,-1,1,1
JLRTVX,L,0.6,0,0,-2.88,-1,-1,1,-1,1,-1,-1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,-1,-1,1,1
JLRTVX,L,0.6,0,1,-9.120000000000001,-1,-1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,-1,1,1,-1,-1,1,1
