epoch,eta,w_norm,delta_w_norm
0,0.2,6.327397377129483,6.1499850471662345
1,0.1,1.8879659439979803,6.971909186681171
2,0.06666666666666667,1.2725769030677248,0.8032870499110708
3,0.05,1.2344286969530982,0.4697381963633831
4,0.04,1.1782529484504636,0.2311833281822045
5,0.03333333333333333,1.131664686803948,0.12502552421787247
6,0.028571428571428574,1.1009971854455352,0.07981830005648824
7,0.025,1.080358277046092,0.0566976363178815
8,0.022222222222222223,1.0659049051093124,0.04279505967461138
9,0.02,1.0553976335881399,0.03358646222406379
10,0.018181818181818184,1.0475074549946544,0.027105726873618455
11,0.016666666666666666,1.0414165233194623,0.022349811558493454
12,0.015384615384615385,1.0366025401019716,0.018748728973468663
13,0.014285714285714287,1.032720362172092,0.01595381391696185
14,0.013333333333333334,1.0295348339202546,0.013740163833650124
15,0.0125,1.0268813295338017,0.011956727813552033
16,0.011764705882352941,1.0246417902709788,0.010498735226669264
17,0.011111111111111112,1.0227297197832985,0.0092915577595252
18,0.010526315789473684,1.0210805236102911,0.008280826692057802
19,0.01,1.0196451306536,0.007426155330056958
20,0.009523809523809525,1.0183856843501928,0.006697028083338438
21,0.009090909090909092,1.0172725710184858,0.006070037546736421
22,0.008695652173913044,1.0162823314060427,0.005526985218086496
23,0.008333333333333333,1.0153961674878105,0.005053549721510157
24,0.008,1.0145988579324476,0.00463833631764603
25,0.007692307692307693,1.0138779589431846,0.004272187686112775
26,0.007407407407407408,1.0132232075153502,0.003947676932467407
27,0.0071428571428571435,1.0126260703535255,0.003658729732750852
28,0.006896551724137932,1.0120793990129762,0.0034003393328398495
29,0.006666666666666667,1.011577163470313,0.003168349206608177
30,0.0064516129032258064,1.011114244270391,0.0029592856193242805
31,0.00625,1.0106862688924574,0.002770227418364455
32,0.006060606060606061,1.01028948183238,0.0025987038854289723
33,0.0058823529411764705,1.0099206406336554,0.0024426139474226136
34,0.005714285714285714,1.0095769320646935,0.002300161791929879
35,0.005555555555555556,1.0092559040662963,0.0021698051892775267
36,0.005405405405405406,1.0089554101394143,0.002050213735070892
37,0.005263157894736842,1.008673563617954,0.0019402348958327171
38,0.005128205128205128,1.008408699850249,0.001838866235405048
39,0.005,1.0081593447490615,0.001745232569500608
40,0.004878048780487805,1.0079241885013865,0.0016585670742173418
41,0.004761904761904762,1.0077020634830687,0.001578195585677966
42,0.004651162790697674,1.0074919256188788,0.0015035234895575574
43,0.004545454545454546,1.0072928385806257,0.0014340247237245658
44,0.0044444444444444444,1.0071039603345897,0.0013692325136971484
45,0.004347826086956522,1.0069245316429443,0.001308731535894039
46,0.00425531914893617,1.0067538661976856,0.0012521512627326169
47,0.004166666666666667,1.0065913421243546,0.0011991602902714396
48,0.004081632653061225,1.0064363946398376,0.0011494614861040026
49,0.004,1.0062885096863232,0.0011027878247517598
50,0.00392156862745098,1.0061472183940185,0.0010588988014816395
51,0.0038461538461538464,1.006012092250024,0.0010175773345616245
52,0.0037735849056603774,1.005882738870966,0.0009786270814052533
53,0.003703703703703704,1.0057587982935534,0.0009418701066132716
54,0.0036363636363636364,1.005639939710827,0.0009071448501760398
55,0.0035714285714285718,1.0055258585931168,0.0008743043524916026
56,0.0035087719298245615,1.0054162741420396,0.0008432146997742454
57,0.003448275862068966,1.005310927033622,0.0008137536591380403
58,0.0033898305084745766,1.0052095774131018,0.0007858094773653722
59,0.0033333333333333335,1.0051120031093863,0.0007592798213168283
60,0.003278688524590164,1.005017998041703,0.0007340708412133512
61,0.0032258064516129032,1.0049273707948174,0.0007100963407825372
62,0.0031746031746031746,1.004839943342447,0.0006872770405571181
63,0.003125,1.0047555499012588,0.0006655399225749171
64,0.003076923076923077,1.0046740359001733,0.0006448176463586775
65,0.0030303030303030303,1.004595257051713,0.0006250480274548919
66,0.0029850746268656717,1.0045190785138318,0.0006061735709912422
67,0.0029411764705882353,1.0044453741321455,0.0005881410537163034
68,0.002898550724637681,1.0043740257537206,0.0005709011488537818
69,0.002857142857142857,1.0043049226046963,0.0005544080888241214
70,0.0028169014084507044,1.004237960724931,0.000538619361537821
71,0.002777777777777778,1.004173042453686,0.0005234954364865985
72,0.0027397260273972603,1.0041100759610708,0.0005089995173478657
73,0.002702702702702703,1.0040489748205754,0.0004950973182009185
74,0.002666666666666667,1.0039896576185636,0.0004817568608205731
75,0.002631578947368421,1.003932047597057,0.00046894829080995127
76,0.0025974025974025974,1.0038760723265563,0.00045664371059430043
77,0.002564102564102564,1.0038216634059995,0.00044481702753496055
78,0.002531645569620253,1.0037687561872752,0.00043344381561970555
79,0.0025,1.0037172895219795,0.0004225011893582561
80,0.0024691358024691358,1.0036672055283582,0.000411967688668905
