K,seed,country,i,j,dist
4,2,Portugal,0,0,1.1458059199719466
4,2,Slovakia,0,0,1.3351592028655734
4,2,Slovenia,0,3,1.5717397216342337
4,2,Spain,0,0,3.5789134460757372
4,2,Sweden,3,2,1.89286307176362
4,2,Switzerland,3,3,3.0019918465658284
4,2,Ukraine,0,0,5.256711762218629
4,2,United Kingdom,3,0,1.9529683631807713
4,3,Austria,3,0,1.4701925893070213
4,3,Belgium,3,1,1.0681049269521437
4,3,Bulgaria,0,3,2.049867493471622
4,3,Croatia,0,3,1.9971979228480035
4,3,Czech Republic,3,3,1.392650225486344
4,3,Denmark,3,1,0.9990988472892044
4,3,Estonia,0,3,1.7575082504527966
4,3,Finland,1,0,1.223090526592717
4,3,Germany,2,0,1.654722454645155
4,3,Greece,0,3,3.6003199412994533
4,3,Hungary,0,3,0.7374085689409596
4,3,Iceland,3,0,2.1697299847178693
4,3,Ireland,3,0,2.310591961354284
4,3,Italy,3,0,1.3298982608364347
4,3,Latvia,0,3,1.9159678396345479
4,3,Lithuania,0,3,1.6176968584324347
4,3,Luxembourg,3,0,3.5406560436594083
4,3,Netherlands,3,0,1.2318541539441874
4,3,Norway,3,0,2.060138155648687
4,3,Poland,0,3,0.9258239698018127
4,3,Portugal,0,2,1.1611686158326358
4,3,Slovakia,1,3,1.3467651757364252
4,3,Slovenia,2,3,1.5782724243383777
4,3,Spain,0,0,3.5797458693287063
4,3,Sweden,3,0,1.8057708679827447
4,3,Switzerland,3,0,2.6819722395154186
4,3,Ukraine,0,3,5.002097321430478
4,3,United Kingdom,0,0,1.9679847188326351
4,4,Austria,3,0,1.5080640974299477
4,4,Belgium,3,1,1.0752527631737712
4,4,Bulgaria,0,3,2.0349820087691355
4,4,Croatia,0,3,1.993737981656262
4,4,Czech Republic,3,3,1.3606534568716526
4,4,Denmark,3,1,1.015023855406174
4,4,Estonia,0,3,1.7398634858175377
4,4,Finland,1,0,1.2128131058241114
4,4,Germany,3,0,1.6320120337859318
4,4,Greece,0,3,3.590793658739205
4,4,Hungary,0,3,0.7172220629360866
4,4,Iceland,3,0,2.2112786499269577
4,4,Ireland,3,0,2.3463970145156114
4,4,Italy,3,0,1.2909819992827218
4,4,Latvia,0,3,1.9150647201548958
4,4,Lithuania,0,3,1.6287364532718263
4,4,Luxembourg,3,0,3.526526024792375
4,4,Netherlands,3,0,1.204433570542253
4,4,Norway,3,0,1.9739471564552065
4,4,Poland,0,3,0.9682012753350693
4,4,Portugal,0,2,1.1343819507998592
4,4,Slovakia,1,3,1.3365090378628275
4,4,Slovenia,3,3,1.543806441383278
4,4,Spain,0,0,3.5839538584774924
4,4,Sweden,3,0,1.7578335661482278
4,4,Switzerland,3,0,2.645164172704825
4,4,Ukraine,0,3,5.024120594320667
4,4,United Kingdom,0,0,1.9513137267043559
4,5,Austria,0,0,1.4882024791829151
4,5,Belgium,0,1,1.054521947754769
4,5,Bulgaria,3,3,2.147120501150664
4,5,Croatia,3,3,2.002445138580358
4,5,Czech Republic,0,3,1.3750325288997338
4,5,Denmark,0,1,0.992104704456974
4,5,Estonia,3,3,1.822203896023317
4,5,Finland,2,0,1.228897500548744
4,5,Germany,0,0,1.6230875772176225
4,5,Greece,3,3,3.6246912450980955
4,5,Hungary,3,3,0.7289618590541338
4,5,Iceland,0,0,2.2012961375962186
4,5,Ireland,0,0,2.340633273707337
4,5,Italy,0,0,1.2972449250447504
4,5,Latvia,3,3,1.9500158914547059
4,5,Lithuania,3,3,1.5842621191924695
4,5,Luxembourg,0,0,3.5899723622832784
4,5,Netherlands,0,0,1.281020975760127
4,5,Norway,0,0,2.0741084184120755
4,5,Poland,3,3,1.0585825344045376
4,5,Portugal,3,2,1.1431602840569355
4,5,Slovakia,3,3,1.235117502905754
4,5,Slovenia,0,3,1.5628623331047544
4,5,Spain,3,0,3.5747344638332668
4,5,Sweden,0,0,1.773868088259633
4,5,Switzerland,0,0,2.7429408872618564
4,5,Ukraine,3,3,5.133372849144795
4,5,United Kingdom,2,0,1.9622731421522748
4,6,Austria,3,0,1.3731536057214007
4,6,Belgium,2,0,1.0547165648427799
4,6,Bulgaria,0,3,2.364008491586136
4,6,Croatia,0,3,1.9066890285442384
4,6,Czech Republic,0,0,1.4081895095613546
4,6,Denmark,3,0,0.8945048414070612
4,6,Estonia,0,3,2.1075453239608324
4,6,Finland,3,3,1.2668197936629557
4,6,Germany,3,1,1.696291934343676
4,6,Greece,0,3,3.4590767880297633
4,6,Hungary,0,3,1.0318756905957192
4,6,Iceland,3,0,2.0665139725359167
4,6,Ireland,3,0,2.2912523304092502
4,6,Italy,3,1,1.3827988057649299
4,6,Latvia,0,3,2.2275712817226596
4,6,Lithuania,0,3,1.7484898723875437
4,6,Luxembourg,3,0,3.541362845222917
4,6,Netherlands,3,0,1.2705260825701896
4,6,Norway,3,0,2.1944110118826936
4,6,Poland,0,3,0.9804651945555904
4,6,Portugal,0,3,1.0748726835389346
4,6,Slovakia,0,2,1.2965884177695288
4,6,Slovenia,0,1,1.5562790908341313
4,6,Spain,0,3,3.5818694223631544
4,6,Sweden,3,0,1.898400428291957
4,6,Switzerland,3,0,2.729439956442816
4,6,Ukraine,0,3,5.2771017579480795
4,6,United Kingdom,3,3,1.9831511975114584
4,7,Austria,3,3,1.6911819496526883
4,7,Belgium,2,3,1.1462379347901548
4,7,Bulgaria,0,0,2.1088729273373987
4,7,Croatia,0,0,2.0891545276510994
4,7,Czech Republic,0,3,1.4311928820639588
4,7,Denmark,2,3,1.0990486154260597
4,7,Estonia,0,0,1.7967109782079098
4,7,Finland,3,1,1.2528828770139775
4,7,Germany,2,3,1.6982397825435263
4,7,Greece,1,0,3.664624203893237
4,7,Hungary,0,0,0.7005070612385286
4,7,Iceland,3,3,2.336280208777987
4,7,Ireland,3,3,2.2548547172770217
4,7,Italy,3,3,1.2197418641624902
4,7,Latvia,0,0,1.894264224703754
4,7,Lithuania,0,0,1.5890487060326581
4,7,Luxembourg,3,3,3.7056240569733703
4,7,Netherlands,3,3,1.370947997846603
4,7,Norway,3,3,2.1835935344848103
4,7,Poland,0,0,0.9958953661769386
4,7,Portugal,1,0,1.121475284300322
4,7,Slovakia,0,0,1.2681396347397222
4,7,Slovenia,0,1,1.5512813025985044
4,7,Spain,3,0,3.5358362092684166
4,7,Sweden,3,3,1.8319614821211918
4,7,Switzerland,3,3,2.8416466036069394
4,7,Ukraine,0,0,5.021614814602953
4,7,United Kingdom,3,1,1.9768803180111871
4,8,Austria,3,0,1.4520407750206281
4,8,Belgium,2,0,1.0871885689489833
4,8,Bulgaria,0,3,2.0776094364595914
4,8,Croatia,0,3,1.961095159573224
4,8,Czech Republic,3,3,1.449681265283777
4,8,Denmark,3,0,0.9911657675337725
4,8,Estonia,0,3,1.8116144685512965
4,8,Finland,1,0,1.3052074413074581
4,8,Germany,2,0,1.6848009538758821
4,8,Greece,0,3,3.5551871661365717
4,8,Hungary,0,3,0.7509561337543454
4,8,Iceland,3,0,2.085380293218288
4,8,Ireland,3,0,2.246454078307704
4,8,Italy,3,0,1.3585671206083811
4,8,Latvia,0,3,1.976908243786695
4,8,Lithuania,0,3,1.6498849953636396
4,8,Luxembourg,3,0,3.5354435242390347
4,8,Netherlands,3,0,1.2856730375916352
4,8,Norway,3,0,2.151855946002118
4,8,Poland,0,3,0.9973488752685268
4,8,Portugal,1,3,1.14335258505182
4,8,Slovakia,1,3,1.2754219118153505
4,8,Slovenia,2,3,1.570609637832496
4,8,Spain,3,3,3.615849891073426
4,8,Sweden,3,0,1.8377608240247836
4,8,Switzerland,3,0,2.7131426866775032
4,8,Ukraine,0,3,5.10786586285461
4,8,United Kingdom,2,0,2.0588217479340245
4,9,Austria,3,0,1.3929024031309984
4,9,Belgium,3,0,0.9918927034975392
4,9,Bulgaria,0,3,2.3645160274001444
4,9,Croatia,0,3,2.115992243830986
4,9,Czech Republic,0,0,1.4239480655156336
4,9,Denmark,3,0,0.7934828469715125
4,9,Estonia,0,3,2.10734046316054
4,9,Finland,3,3,1.238036798225251
4,9,Germany,3,1,1.674210581817838
4,9,Greece,0,3,3.594570287838565
4,9,Hungary,0,3,1.0177521960692022
4,9,Iceland,3,0,2.1758238314056553
4,9,Ireland,3,0,2.345192581933798
4,9,Italy,3,1,1.393239903659689
4,9,Latvia,0,3,2.218534606473458
4,9,Lithuania,0,3,1.791620957729309
4,9,Luxembourg,3,0,3.6428408785931135
4,9,Netherlands,3,0,1.2871091381224835
4,9,Norway,3,0,2.270195202236815
4,9,Poland,0,3,1.0046766470208814
4,9,Portugal,1,3,1.153205199758805
4,9,Slovakia,0,2,1.3390390221207586
4,9,Slovenia,0,1,1.587719122922519
4,9,Spain,2,3,3.593945619096421
4,9,Sweden,3,1,1.9218849943949807
4,9,Switzerland,3,0,2.80020503445761
4,9,Ukraine,0,3,5.215631135434366
4,9,United Kingdom,3,3,1.9979744876081063
