i,j,Area,GDP,Inflation,Life.expect,Military,Pop.growth,Unemployment
0,0,0.10195918638108452,-0.6768193250521611,0.5208526081532026,-0.6536923779723857,0.4025006255391896,-0.5422964797299453,0.426000181380835
0,1,0.1723871324038403,-0.7036105224915735,0.5841594961072522,-0.7388542312730544,0.354525315298369,-0.5904553539931339,0.3924742851665398
0,2,0.08271314484747529,-0.6347481995119668,0.411200598238223,-0.6275109370377115,0.31871479968274147,-0.5622676538709201,0.38857221343298637
0,3,-0.049428993652827984,-0.5031109809700629,0.3612239548049675,-0.5501537241168656,0.1817836875632819,-0.48198047313369685,0.3262735553107622
0,4,-0.05946235387579373,-0.3871918956232931,0.25527604035347384,-0.4478298263822325,0.10646799350638361,-0.37135084911651806,0.20229466534361173
0,5,-0.09293419805268809,-0.29949050224328144,0.14372485056361087,-0.35328691941124224,0.04906089511802503,-0.30436860046613995,0.13763448686512733
0,6,-0.09842706866947896,-0.23929649033780379,0.09269052878147786,-0.29416666119354434,0.0056037146625592575,-0.2621736506176916,0.08587685886391874
0,7,-0.11998870724036798,-0.20293023478283645,0.048474229190667635,-0.28370748419893915,-0.04413332267131834,-0.2577051179181782,0.03521731289207144
1,0,0.09312614984334952,-0.6148251187960766,0.43341526686445264,-0.5874547851149177,0.3505707182152998,-0.4681234884901868,0.44909633998231047
1,1,0.010713882747198247,-0.5113044106790208,0.39164503140178425,-0.5242345065856014,0.29226149096670523,-0.44523661638824874,0.3573804281487342
1,2,-0.00870863104752338,-0.3804923055762457,0.29441244570953934,-0.4072131192184308,0.19556395066795182,-0.35414935225450345,0.2524271106569158
1,3,-0.0449926672585735,-0.2924624212940765,0.200014741497054,-0.32882434359625023,0.12656240220705922,-0.27742010914173687,0.1617301560459712
1,4,-0.0769800461064445,-0.21566195343862574,0.13405129941538327,-0.25748935350425456,0.06436600314044474,-0.22460492818508268,0.07809304645625038
1,5,-0.09332828910375783,-0.17444173838468224,0.07902844933560971,-0.22085371731497472,0.006975646251723074,-0.20116629637880248,0.04276022584465268
1,6,-0.11732121827536851,-0.09524574132381784,0.03301078510793954,-0.1755220011154596,-0.06183834045390811,-0.14762770772054437,-0.011557745780278619
1,7,-0.12717441620621076,-0.06455567463731178,-0.049361055856435895,-0.12269055685946653,-0.1328530221545943,-0.12111850367124094,-0.059433119272547574
2,0,0.07078274700505538,-0.4775419021005297,0.38763593168659577,-0.48508272673401664,0.31640986841124646,-0.40585863289850915,0.36377105371285867
2,1,0.01914781508239299,-0.34957760631002854,0.2920202233188298,-0.357368117287863,0.20688999860443813,-0.30765316103602774,0.26113066359343406
2,2,-0.011329198938704937,-0.25994314880992675,0.20859630087243697,-0.28440287082003995,0.14528833928265067,-0.2366356900057871,0.1718097943235302
2,3,-0.022118712911400617,-0.1995021172864881,0.1463925186443004,-0.22406237885780145,0.08175681627789486,-0.19145204489394477,0.10777907551021898
2,4,-0.03337800883804395,-0.1501222930367047,0.09540253642609921,-0.16776331088478147,0.06480033151785586,-0.1575036911425674,0.05022661273838003
2,5,-0.07034004390362901,-0.0835046661618677,0.028389967626130923,-0.12424942647313006,-0.019900806884431674,-0.10887637390352893,-0.04124869336578328
2,6,-0.09314275873786422,-0.028597661119161868,-0.012652474251057881,-0.07457105121716123,-0.07928877633730669,-0.07958523357670147,-0.08233555459097028
2,7,-0.09796163094362606,0.03607782814734724,-0.08247838770644574,-0.008907259021075255,-0.15160587941693154,-0.02438200415577999,-0.13677146105491714
3,0,0.0247671617444355,-0.3767184904412266,0.348846752927329,-0.378342379342109,0.22729603015339142,-0.2885268245703623,0.30223714345451036
