epoch,eta,w_norm,delta_w_norm
0,0.001,1.7736519888741629,0.11507394201888094
1,0.001,1.6827860334392533,0.0946912977595433
2,0.001,1.6072191429104488,0.08008945780999636
3,0.001,1.5431993307311038,0.06932550679401644
4,0.001,1.4881435219575865,0.06123407190824461
5,0.001,1.4402085242693627,0.055076081497745115
6,0.001,1.3980402908953367,0.050360065828486296
7,0.001,1.3606200354514237,0.04674512710066697
8,0.001,1.3271658772039303,0.04398552038935243
9,0.001,1.2970677830232455,0.041897750712518014
10,0.001,1.2698432396348383,0.040340444709462735
11,0.001,1.2451062495832037,0.03920172132780107
12,0.001,1.222545124458287,0.038391063330299374
13,0.001,1.2019062204859834,0.037833932292050114
14,0.001,1.1829817659758137,0.037468085531471504
15,0.001,1.1656005531733504,0.037240979929641385
16,0.001,1.1496206654547902,0.03710790175448849
17,0.001,1.1349236731873196,0.03703060877157312
18,0.001,1.121409909421813,0.0369763520690916
19,0.001,1.1089945602699864,0.03691718714920512
20,0.001,1.0976043924262153,0.03682950447002866
21,0.001,1.0871750025779459,0.03669371963418167
22,0.001,1.0776485168154697,0.03649406920747776
23,0.001,1.068971696553353,0.03621846327251893
24,0.001,1.0610944236526212,0.035858352074966716
25,0.001,1.053968543719178,0.035408572175188315
26,0.001,1.0475470453288966,0.03486714726863269
27,0.001,1.0417835467635437,0.034235029631968596
28,0.001,1.0366320533952864,0.03351577899867949
29,0.001,1.0320469406247061,0.032715185465466964
30,0.001,1.0279831112777695,0.03184085079391937
31,0.001,1.0243962739012598,0.030901747522490353
32,0.001,1.0212432899356945,0.02990777738511952
33,0.001,1.0184825429881759,0.028869349824172906
34,0.001,1.0160742914918006,0.02779699842487392
35,0.001,1.0139809757261913,0.026701048643660578
36,0.001,1.0121674602461825,0.02559134507171209
37,0.001,1.0106012021584416,0.02447704140488262
38,0.001,1.0092523436402423,0.023366451844810798
39,0.001,1.0080937331988837,0.02226695917884572
40,0.001,1.0071008843285942,0.021184972414547146
41,0.001,1.0062518825801336,0.020125925543337246
42,0.001,1.0055272529143744,0.019094308627358517
43,0.001,1.0049097989300182,0.01809372273354723
44,0.001,1.0043844245039295,0.017126951055201865
45,0.001,1.0039379468849543,0.016196039658107585
46,0.001,1.0035589085990215,0.01530238249651882
47,0.001,1.0032373938449506,0.014446806538525226
48,0.001,1.0029648535118463,0.013629653937214025
49,0.001,1.0027339416010148,0.012850859136390544
50,0.001,1.0025383647175126,0.012110019588132851
51,0.001,1.0023727454094602,0.011406459384563257
52,0.001,1.0022324994596445,0.010739285580841081
53,0.001,1.0021137267465436,0.01010743733012596
54,0.001,1.0020131149596423,0.009509728186350482
55,0.001,1.0019278552459563,0.00894488207902034
56,0.001,1.0018555687526987,0.008411563545996533
57,0.001,1.0017942429904367,0.007908402842647632
58,0.001,1.0017421769515016,0.0074340165432059515
59,0.001,1.00169793396336,0.006987024224085146
60,0.001,1.001660301323527,0.006566061778081624
61,0.001,1.0016282558416674,0.006169791859423964
62,0.001,1.0016009344989287,0.005796911907280411
63,0.001,1.0015776095192725,0.0054461601428734685
64,0.001,1.001557667229374,0.005116319884999351
65,0.001,1.0015405901604097,0.004806222481819608
66,0.001,1.0015259419156448,0.004514749114016091
67,0.001,1.0015133543915307,0.004240831686109927
68,0.001,1.0015025169970515,0.003983452988887796
69,0.001,1.0014931675664327,0.0037416462863370803
70,0.001,1.001485084704484,0.003514494454914614
71,0.001,1.0014780813423045,0.003301128781021459
72,0.001,1.0014719993143324,0.0031007275038575917
73,0.001,1.0014667047963706,0.002912514174979537
74,0.001,1.0014620844687823,0.002735755892539211
75,0.001,1.001458042290043,0.0025697614569891833
76,0.001,1.0014544967837096,0.0024138794857120824
77,0.001,1.0014513787570758,0.0022674965162741098
78,0.001,1.0014486293826474,0.002130035121592274
79,0.001,1.0014461985844871,0.0020009520550346867
80,0.001,1.0014440436806848,0.0018797364391380145
