i,j,Area,GDP,Inflation,Life.expect,Military,Pop.growth,Unemployment
0,0,0.19265386324422912,0.4021983174458207,-0.3173741268131918,0.4703167437998403,-0.1769579687737458,0.24335399612810443,-0.647064005997163
0,1,0.09963712514541154,0.33933365725552095,-0.2449542550393047,0.2881193612621346,-0.2320776130260946,0.1156449875876132,-0.5841405730272102
0,2,0.0939455282495943,0.3666343278928558,-0.2652501134787416,0.3513957829604395,-0.2307929003661434,0.20626517483921636,-0.5764982969170188
0,3,0.3125296468253173,0.29070069580395547,-0.06949244056490146,0.19972842311217825,-0.20215677368138427,0.10944497186623564,-0.6483182314682231
0,4,0.10270791372259985,0.44301769517034784,-0.2781050049069161,0.4266553937136016,-0.24893446993753807,0.1942188311418629,-0.6969106049133312
0,5,0.08472938604279563,0.36961863734288125,-0.36015801533144326,0.36704929409041265,-0.21478947583633426,0.16418409020934835,-0.6207948173515848
0,6,0.20340216716824863,0.401854477738342,-0.2889896045485234,0.4223883828656058,-0.20294265497707162,0.2693861265691043,-0.45834417874963074
0,7,0.21748644156538663,0.3319102870797452,-0.11078208996454111,0.2280080473599777,-0.19113095523759804,0.16010279388273618,-0.5948649370618306
0,8,0.02685166792027631,0.32375613869223535,-0.17859078537345036,0.2886738078808956,-0.1518749731046424,0.1601462567685005,-0.45879568722723085
0,9,0.07847644475216792,0.333324267942972,-0.20885775757674846,0.3386189865267022,-0.13766471330571028,0.19113349055676482,-0.4405408540141423
0,10,0.08408822846026145,0.2880002961820129,-0.1717567542134121,0.306417180061864,-0.11143071145052541,0.17510079828148306,-0.3775949285838898
0,11,0.021165681145728536,0.2768292547465327,-0.1432993588616191,0.27488677719388166,-0.12295173771489033,0.19629350103473267,-0.31886303498374813
0,12,0.026855335548102762,0.23465451579477575,-0.13379145910677898,0.23161701735001278,-0.07363766122770911,0.15240600757759445,-0.2647599884676822
0,13,0.027359802634453347,0.18941695038705092,-0.11299202435175254,0.20133334986723297,-0.06760727715274471,0.13161970363137251,-0.1920553184407417
0,14,0.012482839451042704,0.16314744588114097,-0.09820437863473752,0.1691122228115564,-0.03972098829637794,0.09565235448399881,-0.18721534924939967
0,15,-0.0020141248386321494,0.12351756282793314,-0.07598546759901485,0.14265498196422843,-0.04782243586488889,0.07457922558392127,-0.14885696400745507
0,16,0.015736716817688155,0.08919996356908678,-0.07018853800167306,0.10457115126760101,0.002932538757739128,0.02996488832576309,-0.11285759605872726
0,17,-0.0017121592147209272,-0.0019535196839985955,-0.007104027542310011,0.03829133513847618,0.01596310578975006,-0.03496318267703699,-0.027083035789098164
0,18,0.00481628969237689,-0.0916919070484729,0.047475350781502126,-0.03166863021108113,0.07547109758195975,-0.1154846973725046,0.03546152503599277
0,19,-0.019478149555397114,-0.14527758871676907,0.1142180555550196,-0.10774412997109639,0.08067987967762688,-0.17166356220053572,0.1271084408769987
1,0,0.2458245342331868,0.4535365801307667,-0.31300622468565586,0.4580952662482873,-0.20510588042693426,0.22095775751644017,-0.6621666411590731
1,1,0.09021332811130787,0.3739706939521971,-0.2698139317222116,0.3544276234436599,-0.23663347103938193,0.211010500459571,-0.5817697143587381
1,2,0.2654050620104243,0.40296633468780685,-0.3057553371994776,0.45881052913367026,-0.22308699293439302,0.2800561519548195,-0.460477059119777
1,3,0.09407375856609045,0.34876473294625054,-0.25651981851867667,0.34202867962569794,-0.24379261929488255,0.15932666879548482,-0.5445375073162734
1,4,0.06567913190227065,0.3782537799527114,-0.34522205590572674,0.36430135653953655,-0.17078913123786993,0.16969424602845998,-0.5761409087647373
1,5,0.08142482614218749,0.40520704089804305,-0.2865677729144918,0.41094385739246764,-0.021688058879033474,0.23056216312563074,-0.5088032924140492
1,6,0.05224760955613092,0.4270469686606472,-0.2814001506665873,0.3954274701498694,-0.1931110119626241,0.3123394729656271,-0.5221677167557145
1,7,0.030164815610710525,0.34868641812484125,-0.24035807107783388,0.3357039983066314,-0.15965647378933692,0.207426821588024,-0.44794830743485625
1,8,0.04060173912511796,0.29038123246913417,-0.19569040901233817,0.29650312024727804,-0.1095825602621994,0.18768274536692384,-0.3684482971515117
1,9,0.04077179018383043,0.28682955078883804,-0.17304750274319558,0.2822003807907317,-0.10222359180448794,0.18814364555600313,-0.3266422894761805
1,10,0.0034249157428611235,0.23514417660647943,-0.1494797284617299,0.22547092688407597,-0.07279284538218074,0.15679954567934376,-0.2537089750721529
1,11,0.0005103851312453403,0.22016978699655135,-0.13264696831259953,0.21659277726917062,-0.07779693895856424,0.161327252703887,-0.22055010862878485
1,12,0.00336716019773072,0.18695812622077948,-0.105783977966025,0.1909622275231008,-0.042508580712122254,0.1263695259102039,-0.20031405303231442
1,13,-0.011955309763938734,0.14056616507476008,-0.1063786360936277,0.15079094337698418,-0.032807468801709185,0.09080195414164087,-0.14146932222038128
1,14,-0.013996454930829239,0.10690687787111595,-0.07436942252194251,0.11587067055610092,-0.027505337662612952,0.06101618667653751,-0.11916723775388097
1,15,-0.013893437022528543,0.08442146849778027,-0.057912372209963224,0.1038844592665166,-0.03161426478203333,0.050744878182166026,-0.08996381858593615
1,16,-0.016977129089713845,0.03803161098568721,-0.05588500594213165,0.06252499428232217,0.007661473942478852,0.014392170048539831,-0.05736625796024294
1,17,-0.017582374926885493,-0.027001122127439006,0.0017774623722120531,0.007321158791380873,0.04092327012721622,-0.0470240533260407,0.003817837413074589
1,18,-0.014339604698730864,-0.12175063138798033,0.06338943094845248,-0.07422561472082381,0.06593585138181642,-0.12904451907200426,0.0900944521613205
1,19,-0.0004424190983029615,-0.19228600480070251,0.12711051751564312,-0.14151313822021833,0.11512583292179646,-0.18564421461781627,0.19119275764960386
2,0,0.0936015638264154,0.46084936380746583,-0.2936026980673989,0.43236707451856193,-0.2649032007593748,0.20712016834183375,-0.707518177378048
2,1,0.08129672083198229,0.37862894924400325,-0.2732888196628497,0.3553310728625555,-0.23959233997049936,0.21575887115452733,-0.5827360513942494
