epoch,eta,w_norm,delta_w_norm
0,0.3,6.2776853772950485,6.513045072140546
1,0.15,2.75170934693609,8.284483155694002
2,0.09999999999999999,1.9502934663336955,4.256707218445083
3,0.075,1.2837425479870193,2.5115148259792464
4,0.06,1.4041032509589235,1.15381413341434
5,0.049999999999999996,1.2911287621654755,0.17132876081454368
6,0.04285714285714286,1.2222182542766145,0.12838675902614843
7,0.0375,1.175702993802392,0.0939154275142137
8,0.03333333333333333,1.1427566934247302,0.07094287447926995
9,0.03,1.1186089868475846,0.05534125110299485
10,0.02727272727272727,1.10041118022777,0.044341808336657906
11,0.024999999999999998,1.08637028727675,0.03631506605300282
12,0.023076923076923075,1.0753138206570685,0.030283703027815998
13,0.02142857142857143,1.0664508340270515,0.025638579684126438
14,0.02,1.0592334805134629,0.021985523918454375
15,0.01875,1.0532734737321454,0.019060829298869066
16,0.01764705882352941,1.0482899642667198,0.016682856203048494
17,0.016666666666666666,1.044076080964918,0.014723256180071625
18,0.015789473684210527,1.0404769178793647,0.013089274540362385
19,0.015,1.0373747332015189,0.011712532481942844
20,0.014285714285714285,1.0346788017149047,0.010541721721891738
21,0.013636363636363636,1.0323183338839899,0.009537730154501
22,0.013043478260869565,1.0302374545372668,0.008670317525212592
23,0.012499999999999999,1.0283915888869528,0.007915802809037352
24,0.012,1.0267448255483573,0.007255426170988851
25,0.011538461538461537,1.0252679678086511,0.0066741695708665665
26,0.011111111111111112,1.0239370763644566,0.006159894807017671
27,0.010714285714285714,1.0227323674793536,0.005702704888622265
28,0.010344827586206896,1.021637371230843,0.005294464904165955
29,0.01,1.020638282205369,0.0049284383840322256
30,0.00967741935483871,1.0197234540792648,0.00459900836769498
31,0.009375,1.0188830028339655,0.0043014613307633745
32,0.00909090909090909,1.0181084927485018,0.004031818273007023
33,0.008823529411764706,1.0173926860163114,0.00378670154990682
34,0.008571428571428572,1.0167293416672245,0.0035632290513662825
35,0.008333333333333333,1.0161130529951017,0.003358929488689888
36,0.008108108108108109,1.0155391152782691,0.0031716741090026374
37,0.007894736842105263,1.0150034174976637,0.0029996212933141864
38,0.007692307692307692,1.014502353191405,0.002841171332410224
39,0.0075,1.0140327466650252,0.0026949292980172645
40,0.007317073170731707,1.0135917915970107,0.0025596743943322926
41,0.007142857142857143,1.0131769997067992,0.002434334528727626
42,0.0069767441860465115,1.0127861576355437,0.0023179651100861667
43,0.006818181818181818,1.0124172905644893,0.0022097312902648798
44,0.006666666666666666,1.0120686313879228,0.0021088930242606305
45,0.006521739130434782,1.0117385944868662,0.002014792449236806
46,0.006382978723404255,1.0114257533305524,0.0019268431801150664
47,0.0062499999999999995,1.0111288212762537,0.001844521196288148
48,0.006122448979591836,1.0108466350524952,0.0017673570548811066
49,0.006,1.010578140502463,0.0016949292144572523
50,0.0058823529411764705,1.0103223802383283,0.0016268582918846585
51,0.005769230769230769,1.0100784829170375,0.0015628021062794554
52,0.005660377358490566,1.0098456538967344,0.0015024513891750367
53,0.005555555555555556,1.0096231670726812,0.0014455260605434595
54,0.005454545454545454,1.009410357724075,0.0013917719869828103
55,0.005357142857142857,1.0092066162299385,0.0013409581520577982
56,0.005263157894736842,1.0090113825343774,0.0012928741800037216
57,0.005172413793103448,1.008824141259835,0.0012473281632735642
58,0.005084745762711864,1.0086444173822398,0.0012041447520765472
59,0.005,1.008471772394674,0.0011631634704270073
60,0.0049180327868852455,1.0083058008968668,0.001124237228543036
61,0.004838709677419355,1.0081461275567845,0.0010872310058663115
62,0.0047619047619047615,1.0079924043981405,0.0010520206827150393
63,0.0046875,1.007844308374053,0.0010184920017095704
64,0.004615384615384615,1.0077015391924813,0.0009865396427661188
65,0.004545454545454545,1.0075638173636885,0.0009560663976889952
