source,Area,GDP,Inflation,Life.expect,Military,Pop.growth,Unemployment
oja,-0.12601101077502633,0.5003995494870388,-0.4076319992781664,0.4831057641712565,-0.18715964820816877,0.47546270803792867,-0.2710961309259585
pca_eigvec,-0.12487390183337639,0.5005058583604998,-0.40651815481189013,0.4828733253002006,-0.18811161613179764,0.475703553912758,-0.27165582007504624
diff,-0.0011371089416499364,-0.00010630887346096962,-0.0011138444662762703,0.00023243887105589556,0.0009519679236288658,-0.00024084587482930964,0.0005596891490877165
