epoch,Area,GDP,Inflation,Life.expect,Military,Pop.growth,Unemployment
init,0.7739560485559633,0.4388784397520523,0.8585979199113825,0.6973680290593639,0.09417734788764953,0.9756223516367559,0.761139701990353
0,4.853260587894102,-0.28271051616727094,0.3790935395221726,-1.2772258856265517,-2.446842426250282,-0.44751103127692543,-2.7951651596482483
1,-0.6587746093549407,0.801003535262047,0.887129774163004,0.8682609482297655,1.525009502228396,-1.0800250322291745,1.2096814944548453
2,0.9758035756597835,-0.41202808020584286,0.5851970613623517,-1.0368304301182574,-0.5193009707342584,0.018456634717793113,-0.997094659828433
3,-0.39144743635915336,0.5022091460190045,-0.5840470543263792,0.342458385573688,-0.5548733409354388,0.3979059832291745,-0.5638683394618145
4,-0.6881794458567561,0.3793031751281963,-0.8099256780083722,0.7371692590964569,0.09828176401456218,0.3218064823781595,0.20353685980385852
5,-0.5997044859386564,0.39001720863783806,-0.7607015826431562,0.6695757211217003,0.05519925629976323,0.34136220230687075,0.09317151813222048
6,-0.5273586902730826,0.40781107756386786,-0.7218679317826029,0.6287711609590142,0.025305679961828163,0.36350516790661663,0.013324022427323728
7,-0.4723209816516432,0.42274397864246144,-0.6879711115937998,0.6009354124416584,0.002987521073407924,0.3800251549558844,-0.04027759245082832
8,-0.4297131037109279,0.43438196186126954,-0.6592973818380121,0.5810286773934352,-0.01457631529547419,0.39247341215689435,-0.07769562539813647
9,-0.39598350815947786,0.4434600313206445,-0.635256104851527,0.5662760497486152,-0.02894246667181108,0.4021703330451802,-0.10501809803188586
10,-0.3687195472197698,0.4506492664055769,-0.6150381985359621,0.5550191798769663,-0.04100573267277797,0.40994311478341083,-0.12574894272485732
11,-0.3462751268487944,0.4564410152092423,-0.5979066952905882,0.546216040170886,-0.05132529720952925,0.4163159724337665,-0.1419784610001866
12,-0.3275040473718121,0.46118252574629526,-0.5832596384140701,0.5391856199945516,-0.06027675960328242,0.42163562333448557,-0.15501214330722168
13,-0.311589502748742,0.46512024170142013,-0.5706225454867621,0.5334680373773654,-0.06812669389797732,0.42614109492071617,-0.165700960801839
14,-0.29793625756637165,0.46843180777803767,-0.5596249229942107,0.5287439329068475,-0.07507225421012217,0.4300031458638317,-0.17462085872756147
