Country,pc1_oja,pc1_pca_lib,diff
Austria,1.0806279406506594,1.0817476612095884,-0.0011197205589290604
Belgium,0.6813123044750702,0.681094068633839,0.00021823584123115136
Bulgaria,-2.6087572629462064,-2.60987881642048,0.0011215534742734512
Croatia,-1.2665920817000464,-1.2701488485858357,0.0035567668857892087
Czech Republic,0.1683686868713975,0.16720949379050887,0.001159193080888632
Denmark,0.9556084024518995,0.9551907971097169,0.00041760534218260315
Estonia,-2.4873177602705696,-2.4877352181041097,0.00041745783354008026
Finland,0.20970246242216364,0.21056315636343742,-0.0008606939412737769
Germany,0.591399829666973,0.5923936529244792,-0.0009938232575061878
Greece,-0.9958134198214587,-1.0004719569396439,0.004658537118185202
Hungary,-1.3965370735394587,-1.3968983127833734,0.00036123924391473494
Iceland,1.581276976810139,1.5837197024631102,-0.0024427256529713226
Ireland,1.8094955641392896,1.808917610939198,0.0005779532000915744
Italy,0.8528477972741695,0.8532239623948349,-0.00037616512066540597
Latvia,-2.306388681904379,-2.3060594085931685,-0.0003292733112103541
Lithuania,-1.530095020098913,-1.53009990995271,4.889853796985477e-06
Luxembourg,3.477423327610616,3.4784349567046364,-0.0010116290940205275
Netherlands,1.841061418113441,1.8400534050753592,0.0010080130380818453
Norway,2.106514240842542,2.106510833605666,3.4072368761961513e-06
Poland,-1.4727903172413006,-1.471773827629117,-0.001016489612183591
Portugal,-0.5250097458002592,-0.5264933349515403,0.0014835891512811061
Slovakia,-0.7829167576058295,-0.7829659710814737,4.9213475644238613e-05
Slovenia,-0.06480169638121441,-0.06754337538258576,0.0027416790013713443
Spain,0.16252024784769925,0.16376695684389564,-0.0012467089961963884
Sweden,0.883109465193544,0.8851053096517569,-0.001995844458212881
Switzerland,3.2831497357314374,3.281586128815988,0.0015636069154494336
Ukraine,-4.587746598529648,-4.580268066769383,-0.007478531760265028
United Kingdom,0.34034801573817064,0.34081935066733493,-0.000471334929164291
