eta_inicial,grilla,seed,country,i,j,dist
0.1,hexagonal,6,Switzerland,2,0,2.8478306774721798
0.1,hexagonal,6,Ukraine,1,1,3.7354836386270525
0.1,hexagonal,6,United Kingdom,1,0,1.7061156885847646
0.1,hexagonal,7,Austria,2,2,1.4826462065878678
0.1,hexagonal,7,Belgium,2,2,0.7961036051677379
0.1,hexagonal,7,Bulgaria,2,1,2.202756378272931
0.1,hexagonal,7,Croatia,2,1,2.248736519117916
0.1,hexagonal,7,Czech Republic,1,2,1.4079055879271545
0.1,hexagonal,7,Denmark,0,1,0.7944671827032983
0.1,hexagonal,7,Estonia,2,1,1.8928268987904786
0.1,hexagonal,7,Finland,0,2,1.2373531290951842
0.1,hexagonal,7,Germany,0,1,1.7267577671086027
0.1,hexagonal,7,Greece,0,2,3.7181935403613675
0.1,hexagonal,7,Hungary,2,1,0.8626612125111001
0.1,hexagonal,7,Iceland,1,1,2.1510348835052207
0.1,hexagonal,7,Ireland,1,1,2.170093981432258
0.1,hexagonal,7,Italy,0,1,1.4112215753956645
0.1,hexagonal,7,Latvia,2,1,2.0470917742656156
0.1,hexagonal,7,Lithuania,2,1,1.759395407096627
0.1,hexagonal,7,Luxembourg,1,1,2.7480018558865824
0.1,hexagonal,7,Netherlands,1,0,1.0392975143117715
0.1,hexagonal,7,Norway,1,0,2.0430138967127154
0.1,hexagonal,7,Poland,0,2,1.1376558716476917
0.1,hexagonal,7,Portugal,2,1,1.320610340956641
0.1,hexagonal,7,Slovakia,1,2,1.1181704850480043
0.1,hexagonal,7,Slovenia,1,2,1.5403646290256516
0.1,hexagonal,7,Spain,2,0,2.2309989728377886
0.1,hexagonal,7,Sweden,2,0,1.8969398872028145
0.1,hexagonal,7,Switzerland,1,0,2.2203550221186816
0.1,hexagonal,7,Ukraine,0,0,3.6353349501622643
0.1,hexagonal,7,United Kingdom,0,1,2.065157593850743
0.1,hexagonal,8,Austria,2,0,1.4281874970093786
0.1,hexagonal,8,Belgium,2,2,0.871172401339156
0.1,hexagonal,8,Bulgaria,0,2,2.123571827763803
0.1,hexagonal,8,Croatia,0,1,1.9919255009270025
0.1,hexagonal,8,Czech Republic,1,1,0.9455105243749425
0.1,hexagonal,8,Denmark,2,0,0.6586446561177864
0.1,hexagonal,8,Estonia,0,2,1.7324068302148938
0.1,hexagonal,8,Finland,1,2,0.9018405385476354
0.1,hexagonal,8,Germany,1,2,1.130932692103964
0.1,hexagonal,8,Greece,0,1,2.483861744299596
0.1,hexagonal,8,Hungary,0,2,0.7447496030235556
0.1,hexagonal,8,Iceland,2,0,2.3155557937194358
0.1,hexagonal,8,Ireland,2,0,2.4392496713059635
0.1,hexagonal,8,Italy,1,0,1.3359990368448638
0.1,hexagonal,8,Latvia,0,2,1.8933755887131432
0.1,hexagonal,8,Lithuania,0,2,1.6462750118310723
0.1,hexagonal,8,Luxembourg,2,0,3.703464034693041
0.1,hexagonal,8,Netherlands,2,0,1.1161769829335872
0.1,hexagonal,8,Norway,2,0,2.322549492536065
0.1,hexagonal,8,Poland,0,2,1.35811938962089
0.1,hexagonal,8,Portugal,0,1,0.7685730195293113
0.1,hexagonal,8,Slovakia,0,2,1.264038604625148
0.1,hexagonal,8,Slovenia,2,1,1.0771085012361852
0.1,hexagonal,8,Spain,0,0,3.6338306431608816
0.1,hexagonal,8,Sweden,1,2,1.5894602799225634
0.1,hexagonal,8,Switzerland,2,0,2.7692069903379926
0.1,hexagonal,8,Ukraine,0,2,5.167560981656037
0.1,hexagonal,8,United Kingdom,1,0,1.317124811127716
0.1,hexagonal,9,Austria,0,0,1.3637527239275413
0.1,hexagonal,9,Belgium,2,2,0.9595239334179099
0.1,hexagonal,9,Bulgaria,0,2,2.5186799687701344
0.1,hexagonal,9,Croatia,1,1,1.6906671161416513
0.1,hexagonal,9,Czech Republic,2,1,1.384619581638399
0.1,hexagonal,9,Denmark,2,2,0.6905760928114185
0.1,hexagonal,9,Estonia,0,2,2.300936294213335
0.1,hexagonal,9,Finland,0,1,0.7947884653710386
0.1,hexagonal,9,Germany,1,0,1.1539595476968643
0.1,hexagonal,9,Greece,1,1,3.3596271551701404
0.1,hexagonal,9,Hungary,2,1,1.4371502928125772
0.1,hexagonal,9,Iceland,0,0,1.5790894652079175
0.1,hexagonal,9,Ireland,1,2,2.1025999000294626
0.1,hexagonal,9,Italy,0,1,0.9953132932723959
0.1,hexagonal,9,Latvia,0,2,2.2993084331200278
0.1,hexagonal,9,Lithuania,2,1,1.9100751217854577
0.1,hexagonal,9,Luxembourg,1,2,2.6169456650424503
0.1,hexagonal,9,Netherlands,2,2,1.1096219835765606
0.1,hexagonal,9,Norway,2,0,1.5908966084900324
0.1,hexagonal,9,Poland,0,2,1.1416166145543127
0.1,hexagonal,9,Portugal,1,1,0.979898915491755
0.1,hexagonal,9,Slovakia,2,1,1.1215549071696773
0.1,hexagonal,9,Slovenia,1,1,1.1479630987002407
0.1,hexagonal,9,Spain,0,1,3.4246784239517405
0.1,hexagonal,9,Sweden,0,1,1.3361416100995174
0.1,hexagonal,9,Switzerland,2,0,2.7128299171209678
0.1,hexagonal,9,Ukraine,0,2,3.797714335687331
0.1,hexagonal,9,United Kingdom,0,1,1.944419356974125
0.3,rectangular,0,Austria,0,2,1.635271005348409
0.3,rectangular,0,Belgium,0,2,1.064084843970954
0.3,rectangular,0,Bulgaria,2,0,2.789466633447841
0.3,rectangular,0,Croatia,2,0,2.45242827694325
0.3,rectangular,0,Czech Republic,2,2,1.3137800733064324
0.3,rectangular,0,Denmark,0,2,1.065360565154858
0.3,rectangular,0,Estonia,2,0,2.614592923050835
0.3,rectangular,0,Finland,1,0,1.2223789694711802
0.3,rectangular,0,Germany,1,1,1.7486480169487841
0.3,rectangular,0,Greece,2,0,3.7565795398101662
0.3,rectangular,0,Hungary,2,0,1.4384116551460477
0.3,rectangular,0,Iceland,0,2,2.4164189796565116
0.3,rectangular,0,Ireland,0,0,2.52538758573201
0.3,rectangular,0,Italy,0,0,1.4350611553807149
0.3,rectangular,0,Latvia,2,2,2.666110880576913
0.3,rectangular,0,Lithuania,2,2,2.173574752645903
0.3,rectangular,0,Luxembourg,0,1,4.075271321591031
0.3,rectangular,0,Netherlands,0,1,1.7759793607309302
0.3,rectangular,0,Norway,0,1,2.6135606095917145
0.3,rectangular,0,Poland,2,0,1.5364480199707273
0.3,rectangular,0,Portugal,2,0,1.2766973075338994
0.3,rectangular,0,Slovakia,2,2,1.5064208251235984
0.3,rectangular,0,Slovenia,2,2,1.5186448002156643
0.3,rectangular,0,Spain,0,0,3.4446406563091965
0.3,rectangular,0,Sweden,0,0,1.9616450370203131
0.3,rectangular,0,Switzerland,0,1,3.3224946075970148
0.3,rectangular,0,Ukraine,2,0,5.6392855802546045
0.3,rectangular,0,United Kingdom,1,0,1.9921823800866245
0.3,rectangular,1,Austria,0,0,1.7022156918432174
0.3,rectangular,1,Belgium,0,1,1.209071074674626
0.3,rectangular,1,Bulgaria,2,2,2.7019773664447704
0.3,rectangular,1,Croatia,2,2,2.3183297560991143
0.3,rectangular,1,Czech Republic,1,2,1.406078066019911
0.3,rectangular,1,Denmark,0,0,1.2100445787907845
0.3,rectangular,1,Estonia,2,2,2.4254687925584033
0.3,rectangular,1,Finland,0,0,1.167757421591351
0.3,rectangular,1,Germany,0,0,1.6012227002443338
0.3,rectangular,1,Greece,2,2,3.8074611612223146
0.3,rectangular,1,Hungary,2,2,1.2436382005741944
0.3,rectangular,1,Iceland,0,0,2.3958909474561176
0.3,rectangular,1,Ireland,0,0,2.512090836719839
0.3,rectangular,1,Italy,0,0,1.2675732893666123
0.3,rectangular,1,Latvia,2,2,2.430721667458392
0.3,rectangular,1,Lithuania,2,2,1.9159035396375579
0.3,rectangular,1,Luxembourg,0,0,4.059117468442593
0.3,rectangular,1,Netherlands,0,0,1.776621468149897
0.3,rectangular,1,Norway,0,0,2.4914379189101448
0.3,rectangular,1,Poland,2,1,1.330707885359407
0.3,rectangular,1,Portugal,2,2,1.2401055618869363
0.3,rectangular,1,Slovakia,2,2,1.31332689298888
0.3,rectangular,1,Slovenia,1,2,1.5576191608967924
0.3,rectangular,1,Spain,2,0,3.3780865865579472
0.3,rectangular,1,Sweden,0,0,1.7939747715679912
0.3,rectangular,1,Switzerland,0,0,3.2780083291094484
0.3,rectangular,1,Ukraine,2,1,5.401246014670213
0.3,rectangular,1,United Kingdom,0,0,1.9968529377182687
0.3,rectangular,2,Austria,2,0,1.7256439298001056
0.3,rectangular,2,Belgium,2,0,1.1504723733530073
0.3,rectangular,2,Bulgaria,0,2,2.761691667955712
0.3,rectangular,2,Croatia,0,2,2.3182409961674835
0.3,rectangular,2,Czech Republic,1,2,1.4771419318059005
0.3,rectangular,2,Denmark,2,0,1.141945654095966
0.3,rectangular,2,Estonia,0,2,2.520235724726591
0.3,rectangular,2,Finland,1,0,1.2354622490654759
0.3,rectangular,2,Germany,1,0,1.7011953127588473
0.3,rectangular,2,Greece,2,2,3.654610080229156
0.3,rectangular,2,Hungary,0,2,1.3324931502015736
0.3,rectangular,2,Iceland,2,0,2.3851659791207664
0.3,rectangular,2,Ireland,2,0,2.406798774606417
0.3,rectangular,2,Italy,2,0,1.4551873537790552
0.3,rectangular,2,Latvia,0,2,2.5515339972469357
0.3,rectangular,2,Lithuania,0,2,2.0369842780497374
0.3,rectangular,2,Luxembourg,2,0,3.9616854283509215
0.3,rectangular,2,Netherlands,2,0,1.7698664390579983
0.3,rectangular,2,Norway,2,0,2.6113378605884927
0.3,rectangular,2,Poland,0,2,1.4819890934504363
0.3,rectangular,2,Portugal,2,2,1.184524103124517
0.3,rectangular,2,Slovakia,0,2,1.4086668575982562
0.3,rectangular,2,Slovenia,0,2,1.5660072351393703
0.3,rectangular,2,Spain,0,0,3.443274798379831
0.3,rectangular,2,Sweden,1,0,1.964561161971154
0.3,rectangular,2,Switzerland,2,0,3.2996427803476704
0.3,rectangular,2,Ukraine,0,2,5.623734369061239
0.3,rectangular,2,United Kingdom,2,2,1.9335949443161629
0.3,rectangular,3,Austria,2,1,1.7519833741830286
0.3,rectangular,3,Belgium,2,2,1.1317078225720685
0.3,rectangular,3,Bulgaria,0,1,2.6654658747895326
0.3,rectangular,3,Croatia,0,0,2.3653308608319557
0.3,rectangular,3,Czech Republic,1,2,1.4258564927087343
0.3,rectangular,3,Denmark,2,1,1.167000698570286
0.3,rectangular,3,Estonia,0,1,2.4747027850306558
0.3,rectangular,3,Finland,2,0,1.1747718746804512
0.3,rectangular,3,Germany,2,0,1.6942241514616676
0.3,rectangular,3,Greece,0,1,3.7356024586093883
0.3,rectangular,3,Hungary,0,1,1.2942423527338474
0.3,rectangular,3,Iceland,2,1,2.520694383176239
0.3,rectangular,3,Ireland,2,1,2.566932681900002
0.3,rectangular,3,Italy,2,0,1.4404475514630102
0.3,rectangular,3,Latvia,0,1,2.545650916777067
0.3,rectangular,3,Lithuania,0,1,2.1000543357775134
0.3,rectangular,3,Luxembourg,2,1,4.064982931068001
0.3,rectangular,3,Netherlands,2,1,1.8489392067679262
0.3,rectangular,3,Norway,2,1,2.6635837721952615
0.3,rectangular,3,Poland,0,1,1.4660040795004967
0.3,rectangular,3,Portugal,0,1,1.2226840096121867
0.3,rectangular,3,Slovakia,0,2,1.4713185754270919
0.3,rectangular,3,Slovenia,1,2,1.5486127142064379
0.3,rectangular,3,Spain,2,0,3.6213681573663727
0.3,rectangular,3,Sweden,2,0,1.958637948725566
0.3,rectangular,3,Switzerland,2,1,3.4168569207707575
0.3,rectangular,3,Ukraine,0,1,5.568603758175378
0.3,rectangular,3,United Kingdom,2,0,1.9808981494290865
0.3,rectangular,4,Austria,2,2,1.7228854818134578
0.3,rectangular,4,Belgium,2,2,1.126461690248999
0.3,rectangular,4,Bulgaria,0,0,2.6210836631557566
0.3,rectangular,4,Croatia,0,0,2.3056661419097355
0.3,rectangular,4,Czech Republic,2,1,1.4395906746396916
0.3,rectangular,4,Denmark,2,2,1.112496801892974
0.3,rectangular,4,Estonia,0,0,2.4445005681718524
0.3,rectangular,4,Finland,0,2,1.167985494224297
0.3,rectangular,4,Germany,0,2,1.7275747474839118
0.3,rectangular,4,Greece,0,0,3.6601721881264973
0.3,rectangular,4,Hungary,0,0,1.2628632357962295
0.3,rectangular,4,Iceland,2,2,2.4219987844879736
0.3,rectangular,4,Ireland,2,2,2.477969665838454
0.3,rectangular,4,Italy,1,2,1.4978298557375664
0.3,rectangular,4,Latvia,1,0,2.499752058483615
0.3,rectangular,4,Lithuania,1,0,2.0269614682808097
0.3,rectangular,4,Luxembourg,2,2,4.06179431902653
0.3,rectangular,4,Netherlands,2,2,1.8213033507325291
0.3,rectangular,4,Norway,2,2,2.6943353302619863
0.3,rectangular,4,Poland,0,1,1.336552308230713
0.3,rectangular,4,Portugal,0,0,1.1512144875539827
0.3,rectangular,4,Slovakia,1,0,1.392282405541364
0.3,rectangular,4,Slovenia,1,0,1.567444034470701
0.3,rectangular,4,Spain,0,2,3.642379679380165
0.3,rectangular,4,Sweden,0,2,2.0102773511248633
0.3,rectangular,4,Switzerland,2,2,3.3433371722706333
0.3,rectangular,4,Ukraine,0,1,5.381454597572519
0.3,rectangular,4,United Kingdom,1,2,1.9270586995644028
0.3,rectangular,5,Austria,0,0,1.6609547239856441
0.3,rectangular,5,Belgium,0,0,1.1257694623746395
0.3,rectangular,5,Bulgaria,2,2,2.7361221207860664
0.3,rectangular,5,Croatia,2,2,2.380251665966119
0.3,rectangular,5,Czech Republic,0,1,1.3833450467872799
0.3,rectangular,5,Denmark,0,0,1.1001975220406055
0.3,rectangular,5,Estonia,1,2,2.4820850489290343
0.3,rectangular,5,Finland,0,0,1.2883934100747985
0.3,rectangular,5,Germany,0,0,1.6702040411398067
0.3,rectangular,5,Greece,2,2,3.709544677470702
0.3,rectangular,5,Hungary,1,2,1.2919921842581776
0.3,rectangular,5,Iceland,0,0,2.4798646714297004
0.3,rectangular,5,Ireland,0,0,2.6069071605852465
0.3,rectangular,5,Italy,0,0,1.505473344365678
0.3,rectangular,5,Latvia,1,2,2.4820025981697436
0.3,rectangular,5,Lithuania,1,2,1.9779623605558794
0.3,rectangular,5,Luxembourg,0,0,4.103454179208862
0.3,rectangular,5,Netherlands,0,0,1.7995369874157274
0.3,rectangular,5,Norway,0,0,2.576396205583911
0.3,rectangular,5,Poland,2,2,1.4014822995326104
0.3,rectangular,5,Portugal,2,2,1.1464814564957038
0.3,rectangular,5,Slovakia,1,2,1.354049333432998
0.3,rectangular,5,Slovenia,0,1,1.5793321374698743
0.3,rectangular,5,Spain,1,1,3.655767272400747
0.3,rectangular,5,Sweden,0,0,1.992095908574443
0.3,rectangular,5,Switzerland,0,0,3.319544711807382
0.3,rectangular,5,Ukraine,2,2,5.533838981459725
0.3,rectangular,5,United Kingdom,2,0,2.04346084845786
0.3,rectangular,6,Austria,2,0,1.7674800786520533
0.3,rectangular,6,Belgium,2,1,1.2087034879967997
0.3,rectangular,6,Bulgaria,0,2,2.7383945664541876
0.3,rectangular,6,Croatia,0,2,2.2978412952346297
0.3,rectangular,6,Czech Republic,1,2,1.4946189680979054
0.3,rectangular,6,Denmark,2,0,1.201410152046804
0.3,rectangular,6,Estonia,0,2,2.4281923413465534
0.3,rectangular,6,Finland,2,0,1.1403132386604775
0.3,rectangular,6,Germany,2,0,1.6547978317410452
0.3,rectangular,6,Greece,1,0,3.7068448464775687
0.3,rectangular,6,Hungary,0,2,1.228704806730842
0.3,rectangular,6,Iceland,2,0,2.506114778729094
0.3,rectangular,6,Ireland,0,0,2.454426919911958
0.3,rectangular,6,Italy,2,0,1.2938266434482635
0.3,rectangular,6,Latvia,0,2,2.413087862197804
0.3,rectangular,6,Lithuania,0,2,1.8677744130634975
0.3,rectangular,6,Luxembourg,2,0,4.00793138551823
0.3,rectangular,6,Netherlands,2,0,1.7268708777674477
0.3,rectangular,6,Norway,2,0,2.439179302925391
0.3,rectangular,6,Poland,0,2,1.4324665158002603
0.3,rectangular,6,Portugal,0,2,1.2233987075110981
0.3,rectangular,6,Slovakia,0,2,1.2327806553844722
0.3,rectangular,6,Slovenia,1,2,1.6020527304670975
0.3,rectangular,6,Spain,0,0,3.5056907407697304
0.3,rectangular,6,Sweden,2,0,1.8450128799970045
0.3,rectangular,6,Switzerland,2,0,3.268966896503366
0.3,rectangular,6,Ukraine,0,2,5.542113865056543
0.3,rectangular,6,United Kingdom,1,0,1.8707274239303227
0.3,rectangular,7,Austria,2,2,1.7133872477639152
0.3,rectangular,7,Belgium,2,2,1.101158960374791
0.3,rectangular,7,Bulgaria,0,0,2.777610992555833
0.3,rectangular,7,Croatia,2,0,2.5249640081674602
0.3,rectangular,7,Czech Republic,1,0,1.448475236083013
0.3,rectangular,7,Denmark,2,2,1.0853953362938764
0.3,rectangular,7,Estonia,0,0,2.5628907148881748
0.3,rectangular,7,Finland,2,0,1.2558798927588066
0.3,rectangular,7,Germany,2,2,1.754979136259407
0.3,rectangular,7,Greece,2,0,3.7872275469744485
0.3,rectangular,7,Hungary,0,0,1.3958746941654412
0.3,rectangular,7,Iceland,2,2,2.4637298817204973
0.3,rectangular,7,Ireland,2,2,2.4659611883968564
0.3,rectangular,7,Italy,2,2,1.4150740715010155
0.3,rectangular,7,Latvia,0,0,2.5689990597499937
0.3,rectangular,7,Lithuania,0,0,2.1224753437309207
0.3,rectangular,7,Luxembourg,2,2,4.040938527576977
0.3,rectangular,7,Netherlands,2,2,1.6954042508004565
0.3,rectangular,7,Norway,2,2,2.5640727353186517
0.3,rectangular,7,Poland,0,0,1.35228246582634
0.3,rectangular,7,Portugal,0,2,1.349706796611552
0.3,rectangular,7,Slovakia,0,0,1.5318259427637866
0.3,rectangular,7,Slovenia,1,0,1.6080314699474447
0.3,rectangular,7,Spain,2,0,3.4067000125279727
0.3,rectangular,7,Sweden,2,0,2.0190542148477335
0.3,rectangular,7,Switzerland,2,2,3.2392484629894778
0.3,rectangular,7,Ukraine,0,0,5.392724549758509
0.3,rectangular,7,United Kingdom,1,1,2.0259473089522704
0.3,rectangular,8,Austria,2,0,1.6109370661786573
0.3,rectangular,8,Belgium,2,0,1.0503235396997546
0.3,rectangular,8,Bulgaria,0,2,2.608569090399209
0.3,rectangular,8,Croatia,0,2,2.280043876298398
0.3,rectangular,8,Czech Republic,2,1,1.400457056393112
0.3,rectangular,8,Denmark,2,0,0.9816983414403708
0.3,rectangular,8,Estonia,0,2,2.342526613069329
0.3,rectangular,8,Finland,1,0,1.276073593427219
0.3,rectangular,8,Germany,2,0,1.732645229663648
0.3,rectangular,8,Greece,0,1,3.6431831990246337
0.3,rectangular,8,Hungary,0,2,1.170649618794785
0.3,rectangular,8,Iceland,2,0,2.3723622198309102
0.3,rectangular,8,Ireland,2,0,2.4339909106102158
0.3,rectangular,8,Italy,2,0,1.3950443254776255
0.3,rectangular,8,Latvia,0,2,2.379239222079237
0.3,rectangular,8,Lithuania,0,2,1.8958026993546528
0.3,rectangular,8,Luxembourg,2,0,3.932890888729851
0.3,rectangular,8,Netherlands,2,0,1.568933655481984
0.3,rectangular,8,Norway,2,0,2.4711360510415603
0.3,rectangular,8,Poland,0,2,1.3364674652939355
0.3,rectangular,8,Portugal,0,1,1.1269318908965071
0.3,rectangular,8,Slovakia,0,2,1.3240866993033664
0.3,rectangular,8,Slovenia,1,1,1.5996394291363223
0.3,rectangular,8,Spain,0,1,3.6232954265778323
0.3,rectangular,8,Sweden,2,0,1.9904875150880226
0.3,rectangular,8,Switzerland,2,0,3.1150294860930168
0.3,rectangular,8,Ukraine,0,2,5.460126226295184
0.3,rectangular,8,United Kingdom,1,0,1.9561651328047163
0.3,rectangular,9,Austria,2,0,1.7439558544424971
0.3,rectangular,9,Belgium,2,2,1.160967282595766
0.3,rectangular,9,Bulgaria,0,2,2.741481020244716
0.3,rectangular,9,Croatia,1,1,2.4581443318059124
0.3,rectangular,9,Czech Republic,2,2,1.429686839336842
0.3,rectangular,9,Denmark,2,0,1.0753791271751445
0.3,rectangular,9,Estonia,0,2,2.478936390591997
0.3,rectangular,9,Finland,1,0,1.248528714939275
0.3,rectangular,9,Germany,2,0,1.6710275654429627
0.3,rectangular,9,Greece,1,1,3.7945437697452937
0.3,rectangular,9,Hungary,0,2,1.2860949779463657
0.3,rectangular,9,Iceland,0,0,2.4851962822192117
0.3,rectangular,9,Ireland,2,0,2.454632050883529
0.3,rectangular,9,Italy,2,0,1.3112324999292844
0.3,rectangular,9,Latvia,0,2,2.478766921362723
0.3,rectangular,9,Lithuania,0,2,2.006105812432678
0.3,rectangular,9,Luxembourg,2,0,3.9445600228958835
0.3,rectangular,9,Netherlands,2,0,1.5475564815078477
0.3,rectangular,9,Norway,2,0,2.328467629468043
0.3,rectangular,9,Poland,0,2,1.3590332158241512
0.3,rectangular,9,Portugal,1,1,1.293750426577225
0.3,rectangular,9,Slovakia,0,2,1.3817000159061228
0.3,rectangular,9,Slovenia,1,1,1.5497073114075868
0.3,rectangular,9,Spain,0,1,3.617901505392187
0.3,rectangular,9,Sweden,2,0,1.9174090962189057
0.3,rectangular,9,Switzerland,2,0,3.0651471435755444
0.3,rectangular,9,Ukraine,0,2,5.410459471680445
0.3,rectangular,9,United Kingdom,2,0,1.994825845650312
0.3,hexagonal,0,Austria,1,2,1.5893721047732945
0.3,hexagonal,0,Belgium,1,2,1.008588092995302
0.3,hexagonal,0,Bulgaria,2,0,2.7258654872836034
0.3,hexagonal,0,Croatia,2,0,2.3945325308525836
0.3,hexagonal,0,Czech Republic,2,2,1.3587129096369717
0.3,hexagonal,0,Denmark,1,2,0.9999337296147477
0.3,hexagonal,0,Estonia,2,0,2.5365602512141256
0.3,hexagonal,0,Finland,1,1,1.26671389812578
0.3,hexagonal,0,Germany,1,1,1.7233055271214792
0.3,hexagonal,0,Greece,2,0,3.7488527126604088
0.3,hexagonal,0,Hungary,2,0,1.3573503294373144
0.3,hexagonal,0,Iceland,1,2,2.4210917996550587
0.3,hexagonal,0,Ireland,1,2,2.5669877807854378
0.3,hexagonal,0,Italy,0,1,1.5247768996778444
0.3,hexagonal,0,Latvia,2,0,2.5931817719713366
0.3,hexagonal,0,Lithuania,2,0,2.1299892152957396
0.3,hexagonal,0,Luxembourg,1,2,4.034976930878667
0.3,hexagonal,0,Netherlands,1,2,1.7307398088676618
0.3,hexagonal,0,Norway,1,2,2.6161408669194843
0.3,hexagonal,0,Poland,2,0,1.4635500794129206
0.3,hexagonal,0,Portugal,2,0,1.2525651093251648
0.3,hexagonal,0,Slovakia,2,0,1.519789217717604
0.3,hexagonal,0,Slovenia,2,2,1.6040753759636872
0.3,hexagonal,0,Spain,0,0,3.414032953670171
0.3,hexagonal,0,Sweden,1,1,2.04053971615278
0.3,hexagonal,0,Switzerland,1,2,3.284354282825757
0.3,hexagonal,0,Ukraine,2,0,5.580786185449334
0.3,hexagonal,0,United Kingdom,0,1,2.0458949640856687
0.3,hexagonal,1,Austria,0,0,1.7589946959232892
0.3,hexagonal,1,Belgium,0,1,1.2387049850209686
0.3,hexagonal,1,Bulgaria,2,2,2.7849479993811443
0.3,hexagonal,1,Croatia,2,2,2.3885239322683844
0.3,hexagonal,1,Czech Republic,1,2,1.3684615594600225
0.3,hexagonal,1,Denmark,0,0,1.2564733069345042
0.3,hexagonal,1,Estonia,2,2,2.521840344576876
0.3,hexagonal,1,Finland,0,0,1.1646179455281351
0.3,hexagonal,1,Germany,0,0,1.6399319544026723
0.3,hexagonal,1,Greece,2,2,3.8331994444813295
0.3,hexagonal,1,Hungary,2,2,1.3379107357874973
0.3,hexagonal,1,Iceland,0,0,2.4654723288056886
0.3,hexagonal,1,Ireland,0,0,2.5686468875771222
0.3,hexagonal,1,Italy,0,0,1.3257604167574433
0.3,hexagonal,1,Latvia,2,2,2.524377011476379
0.3,hexagonal,1,Lithuania,2,2,2.003165736949264
0.3,hexagonal,1,Luxembourg,0,0,4.145000079555497
0.3,hexagonal,1,Netherlands,0,0,1.867297004758738
0.3,hexagonal,1,Norway,0,0,2.5835879036667553
0.3,hexagonal,1,Poland,2,1,1.3871759570008593
0.3,hexagonal,1,Portugal,2,2,1.2711886982952245
0.3,hexagonal,1,Slovakia,2,2,1.3750725071859253
0.3,hexagonal,1,Slovenia,1,2,1.519729461707746
0.3,hexagonal,1,Spain,2,0,3.366861787092321
0.3,hexagonal,1,Sweden,0,0,1.8533611263800147
0.3,hexagonal,1,Switzerland,0,0,3.3838339270607154
0.3,hexagonal,1,Ukraine,2,1,5.44919871215749
0.3,hexagonal,1,United Kingdom,0,0,1.9884153136161167
0.3,hexagonal,2,Austria,2,0,1.7714827059296352
0.3,hexagonal,2,Belgium,2,0,1.1744357412299127
0.3,hexagonal,2,Bulgaria,1,2,2.83435089109959
0.3,hexagonal,2,Croatia,0,2,2.3710933996799892
0.3,hexagonal,2,Czech Republic,1,2,1.4661892846170186
0.3,hexagonal,2,Denmark,2,0,1.1877601301730603
0.3,hexagonal,2,Estonia,1,2,2.602247971633719
0.3,hexagonal,2,Finland,1,0,1.2475498009970307
0.3,hexagonal,2,Germany,1,0,1.7438174049555062
0.3,hexagonal,2,Greece,2,2,3.6613928281051673
0.3,hexagonal,2,Hungary,0,2,1.4162506395097227
0.3,hexagonal,2,Iceland,2,0,2.4334820392938616
0.3,hexagonal,2,Ireland,2,0,2.4530602638468078
0.3,hexagonal,2,Italy,0,0,1.4933214859308739
0.3,hexagonal,2,Latvia,1,2,2.6306938141104985
0.3,hexagonal,2,Lithuania,0,2,2.1070145271026135
0.3,hexagonal,2,Luxembourg,2,0,4.038172266324349
0.3,hexagonal,2,Netherlands,2,0,1.8576117353208816
0.3,hexagonal,2,Norway,2,0,2.6939948852551203
0.3,hexagonal,2,Poland,0,2,1.5521598041913718
0.3,hexagonal,2,Portugal,2,2,1.1767925564043162
0.3,hexagonal,2,Slovakia,0,2,1.4580507856737934
0.3,hexagonal,2,Slovenia,1,2,1.5569034639374322
0.3,hexagonal,2,Spain,0,0,3.4379114062778275
0.3,hexagonal,2,Sweden,0,0,1.9940212629174332
0.3,hexagonal,2,Switzerland,2,0,3.3879078341746935
0.3,hexagonal,2,Ukraine,0,2,5.687799482562752
0.3,hexagonal,2,United Kingdom,2,2,1.974453183083358
0.3,hexagonal,3,Austria,2,1,1.7787703232952747
0.3,hexagonal,3,Belgium,2,2,1.1603360224454868
0.3,hexagonal,3,Bulgaria,0,1,2.721002271544836
0.3,hexagonal,3,Croatia,0,1,2.409640026506901
0.3,hexagonal,3,Czech Republic,1,2,1.3895604477617685
0.3,hexagonal,3,Denmark,2,1,1.1960095284756327
0.3,hexagonal,3,Estonia,0,1,2.5297032326210274
0.3,hexagonal,3,Finland,2,0,1.1669204084007991
0.3,hexagonal,3,Germany,2,0,1.7076757066370776
0.3,hexagonal,3,Greece,0,1,3.7563030917919393
0.3,hexagonal,3,Hungary,0,1,1.349812940675204
0.3,hexagonal,3,Iceland,2,1,2.547345614758354
0.3,hexagonal,3,Ireland,2,1,2.5917073986430355
0.3,hexagonal,3,Italy,2,0,1.4573415008770925
0.3,hexagonal,3,Latvia,0,1,2.5934321231282356
0.3,hexagonal,3,Lithuania,0,1,2.1367324308987814
0.3,hexagonal,3,Luxembourg,2,1,4.102285633622428
0.3,hexagonal,3,Netherlands,2,1,1.88967193899802
0.3,hexagonal,3,Norway,2,0,2.698039102455784
0.3,hexagonal,3,Poland,0,1,1.5009086507522313
0.3,hexagonal,3,Portugal,0,1,1.2452471647292798
0.3,hexagonal,3,Slovakia,0,2,1.4803734427409907
0.3,hexagonal,3,Slovenia,1,2,1.4965345231103955
0.3,hexagonal,3,Spain,2,0,3.621526557245427
0.3,hexagonal,3,Sweden,2,0,1.9676782064314426
