eta_inicial,grilla,seed,country,i,j,dist
0.3,hexagonal,3,Switzerland,2,1,3.45951281217061
0.3,hexagonal,3,Ukraine,0,1,5.597928454006287
0.3,hexagonal,3,United Kingdom,2,0,1.9653361001345455
0.3,hexagonal,4,Austria,2,2,1.7815197538994811
0.3,hexagonal,4,Belgium,2,2,1.165600497077943
0.3,hexagonal,4,Bulgaria,0,0,2.697964286738818
0.3,hexagonal,4,Croatia,0,0,2.3420746444135743
0.3,hexagonal,4,Czech Republic,1,0,1.4579986039046149
0.3,hexagonal,4,Denmark,2,2,1.1739022885223718
0.3,hexagonal,4,Estonia,0,0,2.506856295622221
0.3,hexagonal,4,Finland,0,2,1.201027714444881
0.3,hexagonal,4,Germany,0,2,1.7363291928244402
0.3,hexagonal,4,Greece,0,0,3.7073892828127333
0.3,hexagonal,4,Hungary,0,0,1.3159777332043952
0.3,hexagonal,4,Iceland,2,2,2.4828637464166525
0.3,hexagonal,4,Ireland,2,2,2.5227594863694685
0.3,hexagonal,4,Italy,1,2,1.5171616861403772
0.3,hexagonal,4,Latvia,0,1,2.5585516398269266
0.3,hexagonal,4,Lithuania,1,0,2.089135599864531
0.3,hexagonal,4,Luxembourg,2,2,4.136589870557286
0.3,hexagonal,4,Netherlands,2,2,1.8948200058352316
0.3,hexagonal,4,Norway,1,2,2.722598359481233
0.3,hexagonal,4,Poland,0,1,1.3814152754190474
0.3,hexagonal,4,Portugal,0,0,1.1826670383868012
0.3,hexagonal,4,Slovakia,1,0,1.439026199372042
0.3,hexagonal,4,Slovenia,0,0,1.584475477549212
0.3,hexagonal,4,Spain,2,2,3.66308743443107
0.3,hexagonal,4,Sweden,0,2,2.0328414043779723
0.3,hexagonal,4,Switzerland,2,2,3.420714578699686
0.3,hexagonal,4,Ukraine,0,1,5.417500405672331
0.3,hexagonal,4,United Kingdom,1,2,1.9474338832528888
0.3,hexagonal,5,Austria,0,0,1.650784597450026
0.3,hexagonal,5,Belgium,2,0,1.0971025601033237
0.3,hexagonal,5,Bulgaria,1,2,2.63301371388567
0.3,hexagonal,5,Croatia,1,2,2.310228091138954
0.3,hexagonal,5,Czech Republic,0,1,1.404594022267924
0.3,hexagonal,5,Denmark,0,0,1.083375238962297
0.3,hexagonal,5,Estonia,1,2,2.349018624309697
0.3,hexagonal,5,Finland,0,0,1.2443235315255328
0.3,hexagonal,5,Germany,0,0,1.6309074174879092
0.3,hexagonal,5,Greece,2,2,3.7443315878859056
0.3,hexagonal,5,Hungary,1,2,1.1612300226483945
0.3,hexagonal,5,Iceland,0,0,2.473223722712628
0.3,hexagonal,5,Ireland,2,0,2.559273943280102
0.3,hexagonal,5,Italy,0,0,1.4328900756784928
0.3,hexagonal,5,Latvia,1,2,2.3513023630887018
0.3,hexagonal,5,Lithuania,1,2,1.8615169988060893
0.3,hexagonal,5,Luxembourg,0,0,4.049353849021858
0.3,hexagonal,5,Netherlands,0,0,1.7246709036875334
0.3,hexagonal,5,Norway,0,0,2.488690554586823
0.3,hexagonal,5,Poland,1,2,1.3843389411576337
0.3,hexagonal,5,Portugal,2,2,1.1832702740856433
0.3,hexagonal,5,Slovakia,1,2,1.2729879195559266
0.3,hexagonal,5,Slovenia,0,1,1.5869996993259532
0.3,hexagonal,5,Spain,1,1,3.653403360063904
0.3,hexagonal,5,Sweden,0,0,1.9337598335698514
0.3,hexagonal,5,Switzerland,0,0,3.2532750253854097
0.3,hexagonal,5,Ukraine,1,2,5.47061207027579
0.3,hexagonal,5,United Kingdom,2,0,2.0169121596390958
0.3,hexagonal,6,Austria,2,0,1.7962759413181968
0.3,hexagonal,6,Belgium,0,0,1.2045962863197988
0.3,hexagonal,6,Bulgaria,1,2,2.793787880774223
0.3,hexagonal,6,Croatia,1,2,2.3246995727958666
0.3,hexagonal,6,Czech Republic,0,1,1.5019943630385555
0.3,hexagonal,6,Denmark,2,0,1.2103103311607892
0.3,hexagonal,6,Estonia,0,2,2.5120225660816864
0.3,hexagonal,6,Finland,2,0,1.165472990670932
0.3,hexagonal,6,Germany,2,0,1.6868585684727238
0.3,hexagonal,6,Greece,1,0,3.7159702286901264
0.3,hexagonal,6,Hungary,0,2,1.313003454298797
0.3,hexagonal,6,Iceland,0,0,2.4937149023872385
0.3,hexagonal,6,Ireland,0,0,2.449301560517147
0.3,hexagonal,6,Italy,2,0,1.3486233325821397
0.3,hexagonal,6,Latvia,0,2,2.508275832129854
0.3,hexagonal,6,Lithuania,0,2,1.960157782820077
0.3,hexagonal,6,Luxembourg,2,0,4.0690016714865305
0.3,hexagonal,6,Netherlands,2,0,1.7788241160377887
0.3,hexagonal,6,Norway,2,0,2.5079246314158836
0.3,hexagonal,6,Poland,1,1,1.4515165244723844
0.3,hexagonal,6,Portugal,1,2,1.1821005730607597
0.3,hexagonal,6,Slovakia,0,2,1.3086382564027585
0.3,hexagonal,6,Slovenia,0,2,1.6022812272218852
0.3,hexagonal,6,Spain,2,2,3.536042216951782
0.3,hexagonal,6,Sweden,2,0,1.9061078599839552
0.3,hexagonal,6,Switzerland,2,0,3.324253718818141
0.3,hexagonal,6,Ukraine,1,1,5.521486498133458
0.3,hexagonal,6,United Kingdom,2,0,1.9098919953900473
0.3,hexagonal,7,Austria,2,2,1.7473290362231932
0.3,hexagonal,7,Belgium,2,2,1.1153312748766124
0.3,hexagonal,7,Bulgaria,0,0,2.8483002031994857
0.3,hexagonal,7,Croatia,2,0,2.5423010234890264
0.3,hexagonal,7,Czech Republic,1,2,1.4346400434915845
0.3,hexagonal,7,Denmark,2,2,1.1193031115210392
0.3,hexagonal,7,Estonia,0,0,2.638936534736167
0.3,hexagonal,7,Finland,2,0,1.2428149904788648
0.3,hexagonal,7,Germany,2,2,1.7812280697356597
0.3,hexagonal,7,Greece,2,0,3.800653309675034
0.3,hexagonal,7,Hungary,0,0,1.468304502724848
0.3,hexagonal,7,Iceland,1,1,2.5095773975617934
0.3,hexagonal,7,Ireland,2,2,2.5212398753094214
0.3,hexagonal,7,Italy,2,0,1.4586934405996559
0.3,hexagonal,7,Latvia,0,0,2.6415054053064853
0.3,hexagonal,7,Lithuania,0,0,2.1779321085279704
0.3,hexagonal,7,Luxembourg,1,1,4.064057652493685
0.3,hexagonal,7,Netherlands,2,2,1.7762054707808657
0.3,hexagonal,7,Norway,2,2,2.639476189878033
0.3,hexagonal,7,Poland,0,0,1.4175666888448402
0.3,hexagonal,7,Portugal,2,1,1.359282238760704
0.3,hexagonal,7,Slovakia,0,0,1.5690732405115517
0.3,hexagonal,7,Slovenia,1,2,1.6113041477190677
0.3,hexagonal,7,Spain,2,0,3.40901369602221
0.3,hexagonal,7,Sweden,2,0,2.0087363106021137
0.3,hexagonal,7,Switzerland,2,2,3.3229931248611377
0.3,hexagonal,7,Ukraine,0,0,5.455030351508145
0.3,hexagonal,7,United Kingdom,2,0,2.0320531448924957
0.3,hexagonal,8,Austria,2,0,1.6641976040348019
0.3,hexagonal,8,Belgium,2,0,1.0493292529631
0.3,hexagonal,8,Bulgaria,0,2,2.69918432201767
0.3,hexagonal,8,Croatia,0,2,2.344874840829919
0.3,hexagonal,8,Czech Republic,2,1,1.4101596449325293
0.3,hexagonal,8,Denmark,2,0,1.0145759402884635
0.3,hexagonal,8,Estonia,0,2,2.4465170624155617
0.3,hexagonal,8,Finland,1,0,1.3039179396978393
0.3,hexagonal,8,Germany,2,0,1.8074562562978216
0.3,hexagonal,8,Greece,0,1,3.66824355327297
0.3,hexagonal,8,Hungary,0,2,1.2702093359554927
0.3,hexagonal,8,Iceland,2,0,2.414255835819262
0.3,hexagonal,8,Ireland,2,0,2.4571260435818387
0.3,hexagonal,8,Italy,2,0,1.472585837352859
0.3,hexagonal,8,Latvia,0,2,2.4759101809240436
0.3,hexagonal,8,Lithuania,0,2,1.9782640010321155
0.3,hexagonal,8,Luxembourg,2,0,4.009847297339568
0.3,hexagonal,8,Netherlands,2,0,1.668897348560314
0.3,hexagonal,8,Norway,2,0,2.595198901304724
0.3,hexagonal,8,Poland,0,2,1.4112168641287988
0.3,hexagonal,8,Portugal,0,1,1.1578481928265638
0.3,hexagonal,8,Slovakia,0,2,1.3775662053782296
0.3,hexagonal,8,Slovenia,1,1,1.58574873188492
0.3,hexagonal,8,Spain,0,1,3.6251679251896847
0.3,hexagonal,8,Sweden,2,0,2.079068377699054
0.3,hexagonal,8,Switzerland,2,0,3.2190127619461704
0.3,hexagonal,8,Ukraine,0,2,5.529058633286694
0.3,hexagonal,8,United Kingdom,1,0,1.9796637099624856
0.3,hexagonal,9,Austria,2,2,1.7982518848673588
0.3,hexagonal,9,Belgium,2,2,1.132103328380286
0.3,hexagonal,9,Bulgaria,0,2,2.8454786552025766
0.3,hexagonal,9,Croatia,1,1,2.442571415362164
0.3,hexagonal,9,Czech Republic,1,1,1.4362821210507237
0.3,hexagonal,9,Denmark,2,2,1.1305859695236027
0.3,hexagonal,9,Estonia,0,2,2.5844938357052474
0.3,hexagonal,9,Finland,2,0,1.164175980195569
0.3,hexagonal,9,Germany,2,0,1.6333926280024882
0.3,hexagonal,9,Greece,1,1,3.811330031107575
0.3,hexagonal,9,Hungary,0,2,1.3853081352223502
0.3,hexagonal,9,Iceland,1,2,2.534319106417497
0.3,hexagonal,9,Ireland,1,2,2.534839112402329
0.3,hexagonal,9,Italy,2,0,1.323770279856423
0.3,hexagonal,9,Latvia,0,2,2.576386081232112
0.3,hexagonal,9,Lithuania,0,2,2.082866264775979
0.3,hexagonal,9,Luxembourg,1,2,4.121349696430537
0.3,hexagonal,9,Netherlands,2,0,1.7376250224151444
0.3,hexagonal,9,Norway,2,0,2.4404008079493313
0.3,hexagonal,9,Poland,0,2,1.4916499728323245
0.3,hexagonal,9,Portugal,1,1,1.2858626062629561
0.3,hexagonal,9,Slovakia,0,2,1.4179319907497985
0.3,hexagonal,9,Slovenia,1,1,1.5357119866551792
0.3,hexagonal,9,Spain,0,0,3.6150057932683555
0.3,hexagonal,9,Sweden,2,0,1.91492198042603
0.3,hexagonal,9,Switzerland,2,0,3.254320326969765
0.3,hexagonal,9,Ukraine,0,2,5.526032481342388
0.3,hexagonal,9,United Kingdom,2,0,1.9763817141765516
