eta_inicial,grilla,qe_mean,qe_std,dead_n_mean,dead_frac_mean,dead_frac_std,n_seeds
0.1,hexagonal,1.8221993818218163,0.02388160661983297,0.6,0.06666666666666667,0.07768954430890011,10
0.1,rectangular,1.8163437361989463,0.024313864785044183,0.6,0.06666666666666667,0.07768954430890011,10
0.3,hexagonal,2.236294329676971,0.030656374559166647,2.8,0.31111111111111106,0.07027283689263064,10
0.3,rectangular,2.207927281309374,0.03427919903723009,2.6,0.28888888888888886,0.05737753105492469,10
